;title;abstract;dc:publisher;prism:aggregationType;prism:publicationName;prism:coverDate;prism:url
217;Knowledge map and forecast of digital twin in the construction industry: State-of-the-art review using scientometric analysis;"With the advancement of Industry 4.0 and the development of science and technology, industries have seen the advantages of digital twin (DT) implementations and concepts. Although the construction industry is still in the early stage of DT development and implementation, it is urgent for the industry to have a DT agenda. This paper identifies 1158 related bibliographic records from the Web of Science and 745 records from the Derwent Patent Database and quantitatively analyzed them to describe patterns of publications. Two knowledge mapping tools were selected to visualize and analyze the literature in the relevant scientific domain. Then, we integrated clustering, knowledge mapping, and network analysis methods to show the current foci and future directions of DT-MT derived from the data of time distribution, journal areas, and subject distribution. The results indicate that DT is a cross-disciplinary information technology with great development potential, and its development in the construction industry is scattered with the leading advancement in the manufacturing of construction materials and components. The derived knowledge map shows three stages of construction DT, including (1) data collection and creation of DT framework and database; (2) implementation of planning and design modules in detail and control of construction sites; and (3) carrying out asset management and fault prediction in the operation and maintenance phase of projects. The novelty of this paper is the specific analysis of DT in the construction industry. This study adds value to the architecture, engineering, and construction industries by shedding light on the focus of DT practical applications and the formation of a development path of construction DT.";Elsevier Ltd;Journal;Journal of Cleaner Production;2023-01-10;https://api.elsevier.com/content/abstract/scopus_id/85143719809
218;Digital Twin in manufacturing: A categorical literature review and classification;The Digital Twin (DT) is commonly known as a key enabler for the digital transformation, however, in literature is no common understanding concerning this term. It is used slightly different over the disparate disciplines. The aim of this paper is to provide a categorical literature review of the DT in manufacturing and to classify existing publication according to their level of integration of the DT. Therefore, it is distinct between Digital Model (DM), Digital Shadow (DS) and Digital Twin. The results are showing, that literature concerning the highest development stage, the DT, is scarce, whilst there is more literature about DM and DS.;Elsevier B.V.;Conference Proceeding;IFAC-PapersOnLine;2018-01-01;https://api.elsevier.com/content/abstract/scopus_id/85052915281
219;Digital Twin in manufacturing: A categorical literature review and classification;The Digital Twin (DT) is commonly known as a key enabler for the digital transformation, however, in literature is no common understanding concerning this term. It is used slightly different over the disparate disciplines. The aim of this paper is to provide a categorical literature review of the DT in manufacturing and to classify existing publication according to their level of integration of the DT. Therefore, it is distinct between Digital Model (DM), Digital Shadow (DS) and Digital Twin. The results are showing, that literature concerning the highest development stage, the DT, is scarce, whilst there is more literature about DM and DS.;Elsevier B.V.;Conference Proceeding;IFAC-PapersOnLine;2018-01-01;https://api.elsevier.com/content/abstract/scopus_id/85052915281
220;Digital Twin models in industrial operations: State-of-the-art and future research directions;A Digital Twin is a virtual representation of a physical product, asset, process, system, or service that allows us to understand, predict, and optimise their performance for better business outcomes. Recently, the use of Digital Twin in industrial operations has attracted the attention of many scholars and industrial sectors. Despite this, there is still a need to identify its value in industrial operations mainly in production, predictive maintenance, and after-sales services. Similarly, the implementation of a Digital Twin still faces many challenges. In response, a systematic literature review and analysis of 41 papers published between 2016 and 11 July 2020 have been carried out to examine recently published works in the field. Future research directions in the area are also highlighted. The result reveals that, regardless of the challenges, the role of Digital Twin in the advancement of industrial operations, especially production and predictive maintenance is highly significant. However, its role in after-sales services remains limited. Insights are offered for research scholars, companies, and practitioners to understand the current state-of-the-art and challenges, and to indicate future research possibilities in the field.;John Wiley and Sons Inc;Journal;IET Collaborative Intelligent Manufacturing;2021-03-01;https://api.elsevier.com/content/abstract/scopus_id/85104100632
221;Digital twin of the rotor-shaft of a lightweight electric motor during aerobatics loads;Purpose: This paper aims to present airworthiness considerations regarding a shaft of an electric motor. A fatigue lifetime prediction analysis based on one-step load spectrum is performed during high-cycle fatigue. Time-dependent normal and shear stress components are estimated using a high-fidelity digital twin built in Siemens PLM Nx Nastran as a finite element model (FEM). Linear and centrifugal acceleration as well as gyroscopic moment, motor torque, propeller thrust and thermal loads are considered. The equivalent cyclic degree of utilisation and a safety margin against the slip of a press-fitted shaft to rotor hub connection is estimated. Design/methodology/approach: A load analysis using FEM is presented. The numerically obtained results are verified on an analytical and a semi-empirical basis. Findings: The shaft of the electric motor can sustain 74 h of operation if burdened with aerobatic loads. Its load capacity equals 48% for the overall safety factor of 2.25. Practical implications: The paper presents a specific, easily identifiable advance in knowledge that can be applicable in safety flight analysis issues. Originality/value: The work presents a rotor of a novel lightweight electric motor for aircraft applications, which is a successor of the electric motor set recently in Extra 330E. The work delivers a computational estimation of the shaft life.;Emerald Group Holdings Ltd.;Journal;Aircraft Engineering and Aerospace Technology;2020-10-27;https://api.elsevier.com/content/abstract/scopus_id/85084226364
222;Digital Twin Service Unit for AC Motor Stator Inter-Turn Short Circuit Fault Detection;A modern trend for industry digitalization brings new demands for the development and application of the modeling and simulation approach. It is already not enough to have only a virtual representation of the object and run it independently from the physical object. The Digital Twin (DT) aspect indicates a connection between the physical object and the corresponding virtual twin established by generating real-time data using sensors. The DT represents physical object operation throughout its life cycle, making it an essential tool for improving that object's reliability. In this paper, an application of the DT service unit for AC motor stator inter-turn short circuit fault detection is presented. According to real-time measurements, Linux Robot Operation System (ROS) simulates AC electrical machine-specific behavior in case of unbalanced stator currents and notify about possible fault appearance and propagation. Fault, such as discussed in the paper (AC machine stator inter-turn) is considered one of the most prevalent possible electrical motor failure.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;2021 28th International Workshop on Electric Drives: Improving Reliability of Electric Drives, IWED 2021 - Proceedings;2021-01-27;https://api.elsevier.com/content/abstract/scopus_id/85103860218
223;Digital Twin-Driven Design: A Framework to Enhance System Interoperability in the Era of Industry 4.0;Product development and manufacturing is entering a digital era, thanks to the progress made in data science and virtual technologies. The digital twin (DT) is one of the key concepts associated with this transition to Industry 4.0. Yet, in the literature, the term is differently used in various communities. In addition, the DT implementation in the product development process (PDP) lacks a conceptual ground, which hinders the proper use and wider application of this technology in engineering design and product life cycle management. This paper proposes an interoperability framework for digital twin-driven product design, based on data integration at different stages of the respective life cycles of the product and its digital twin. Such a framework can greatly help companies optimize their PDP.;Springer Science and Business Media Deutschland GmbH;Conference Proceeding;Proceedings of the I-ESA Conferences;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85149692057
224;Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems;Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin.;Springer International Publishing;Book;Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches;2016-01-01;https://api.elsevier.com/content/abstract/scopus_id/85006339863
225;Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems;Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin.;Springer International Publishing;Book;Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches;2016-01-01;https://api.elsevier.com/content/abstract/scopus_id/85006339863
226;Digital twin: Mitigating unpredictable, undesirable emergent behavior in complex systems;Systems do not simply pop into existence. They progress through lifecycle phases of creation, production, operations, and disposal. The issues leading to undesirable and unpredicted emergent behavior are set in place during the phases of creation and production and realized during the operational phase, with many of those problematic issues due to human interaction. We propose that the idea of the Digital Twin, which links the physical system with its virtual equivalent can mitigate these problematic issues. We describe the Digital Twin concept and its development, show how it applies across the product lifecycle in defining and understanding system behavior, and define tests to evaluate how we are progressing. We discuss how the Digital Twin relates to Systems Engineering and how it can address the human interactions that lead to “normal accidents.” We address both Digital Twin obstacles and opportunities, such as system replication and front running. We finish with NASA's current work with the Digital Twin.;Springer International Publishing;Book;Transdisciplinary Perspectives on Complex Systems: New Findings and Approaches;2016-01-01;https://api.elsevier.com/content/abstract/scopus_id/85006339863
227;Digital twin: Values, challenges and enablers from a modeling perspective;Digital twin can be defined as a virtual representation of a physical asset enabled through data and simulators for real-time prediction, optimization, monitoring, controlling, and improved decision making. Recent advances in computational pipelines, multiphysics solvers, artificial intelligence, big data cybernetics, data processing and management tools bring the promise of digital twins and their impact on society closer to reality. Digital twinning is now an important and emerging trend in many applications. Also referred to as a computational megamodel, device shadow, mirrored system, avatar or a synchronized virtual prototype, there can be no doubt that a digital twin plays a transformative role not only in how we design and operate cyber-physical intelligent systems, but also in how we advance the modularity of multi-disciplinary systems to tackle fundamental barriers not addressed by the current, evolutionary modeling practices. In this work, we review the recent status of methodologies and techniques related to the construction of digital twins mostly from a modeling perspective. Our aim is to provide a detailed coverage of the current challenges and enabling technologies along with recommendations and reflections for various stakeholders.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Access;2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85081090770
228;Digital twin driven smart product design framework;With the advent of new generation information technologies (new IT) in industry and product design, the big data–driven product design era has arrived. However, current research mainly places emphasis on the analysis of physical data rather than the virtual models. In other words, the convergence between product’s physical and virtual spaces is usually absent. Fortunately, digital twin (DT), an emerging and fast-growing technology, provides a promising way to connect and integrate the physical and virtual spaces seamlessly, thus to solve the previous problem efficiently. Therefore this chapter introduces DT into product design and presents a new design method based on the DT approach. First, related theories and technologies of product design are reviewed and the concept of DT is explored. Then a five-dimension DT and its abilities enabled by new IT are proposed. Based on this, a DT-driven smart product design (DTPD) framework is discussed, in terms of key processes and related technologies. Finally, DTPD applications in bicycle and landing gear are presented as two case studies to illustrate the proposed method.;Elsevier;Book;Digital Twin Driven Smart Design;2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85092714647
229;Digital twin-driven product design, manufacturing and service with big data;Nowadays, along with the application of new-generation information technologies in industry and manufacturing, the big data-driven manufacturing era is coming. However, although various big data in the entire product lifecycle, including product design, manufacturing, and service, can be obtained, it can be found that the current research on product lifecycle data mainly focuses on physical products rather than virtual models. Besides, due to the lack of convergence between product physical and virtual space, the data in product lifecycle is isolated, fragmented, and stagnant, which is useless for manufacturing enterprises. These problems lead to low level of efficiency, intelligence, sustainability in product design, manufacturing, and service phases. However, physical product data, virtual product data, and connected data that tie physical and virtual product are needed to support product design, manufacturing, and service. Therefore, how to generate and use converged cyber-physical data to better serve product lifecycle, so as to drive product design, manufacturing, and service to be more efficient, smart, and sustainable, is emphasized and investigated based on our previous study on big data in product lifecycle management. In this paper, a new method for product design, manufacturing, and service driven by digital twin is proposed. The detailed application methods and frameworks of digital twin-driven product design, manufacturing, and service are investigated. Furthermore, three cases are given to illustrate the future applications of digital twin in the three phases of a product respectively.;Springer London;Journal;International Journal of Advanced Manufacturing Technology;2018-02-01;https://api.elsevier.com/content/abstract/scopus_id/85015707925
230;Digital Twin-driven smart manufacturing: Connotation, reference model, applications and research issues;This paper reviews the recent development of Digital Twin technologies in manufacturing systems and processes, to analyze the connotation, application scenarios, and research issues of Digital Twin-driven smart manufacturing in the context of Industry 4.0. To understand Digital Twin and its future potential in manufacturing, we summarized the definition and state-of-the-art development outcomes of Digital Twin. Existing technologies for developing a Digital Twin for smart manufacturing are reviewed under a Digital Twin reference model to systematize the development methodology for Digital Twin. Representative applications are reviewed with a focus on the alignment with the proposed reference model. Outstanding research issues of developing Digital Twins for smart manufacturing are identified at the end of the paper.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2020-02-01;https://api.elsevier.com/content/abstract/scopus_id/85070213247
231;Digital twin-enabled decision support services in industrial ecosystems;The goal of this paper is to further elaborate a new concept for value creation by decision support services in industrial service ecosystems using digital twins and to apply it to an extended case study. The aim of the original model was to design and integrate an architecture of digital twins derived from business needs that leveraged the potential of the synergies in the ecosystem. The conceptual framework presented in this paper extends the semantic ontology model for integrating the digital twins. For the original model, technical modeling approaches were developed and integrated into an ecosystem perspective based on a modeling of the ecosystem and the actors’ decision jobs. In a service ecosystem comprising several enterprises and a multitude of actors, decision making is based on the interlinkage of the digital twins of the equipment and the processes, which is achieved by the semantic ontology model further elaborated in this paper. The implementation of the digital twin architecture is shown in the example of a manufacturing SME (small and medium-sized enterprise) case that was introduced in. The mixed semantic modeling and model-based systems engineering for this implementation is discussed in further detail in this paper. The findings of this detailed study provide a theoretical concept for implementing digital twins on the level of service ecosystems and integrating digital twins based on a unified ontology. This provides a practical blueprint to companies for developing digital twin based services in their own operations and beyond in their ecosystem.;MDPI;Journal;Applied Sciences (Switzerland);2021-12-01;https://api.elsevier.com/content/abstract/scopus_id/85120790758
232;Digital Twins for Manufacturing Using UML and Behavioral Specifications;Using digital twins, physical manufacturing objects can be virtualized and represented as digital models which are seamlessly integrated in both the physical and the digital space. This allows to simulate, verify and optimize production systems, from the logistical aspects to the manufacturing process and the involved components. A key challenge, in this area, is how to describe digital twins in complex manufacturing systems such that all physical details, processes, and verification needs are modeled at an appropriate and efficient abstraction level, e.g., modeling and detecting divers faults in production processes. To address this challenge, in this paper we present our work on modeling digital twins of manufacturing facilities using UML. UML class diagrams are used to describe static dependencies between entities, as well as to monitor and analyze the dynamic verification and quality aspects of manufacturing such as fault detection and consistency checks. Utilizing the key relevant features of UML in our approach, the designed class diagrams are used and enriched with behavioral models serving as digital twins which can be updated by live data from the manufacturing plant. We present a small example based on simulation programs and a demonstrator. The presented modeling approach and example provide useful insights to UML-based design of digital twins in complex manufacturing systems.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;IEEE International Conference on Emerging Technologies and Factory Automation, ETFA;2020-09-01;https://api.elsevier.com/content/abstract/scopus_id/85093359308
233;Domain Specific Models as System Links;Digital Ecosystems consist of a variety of interlinked subsystems. This paper presents a flexible approach to define the links between such subsystems. The idea is to exploit the paradigm of Model Centered Architecture (MCA) and to specify all links/interfaces by means of appropriate Domain Specific Modeling Languages. The approach has been successfully applied and evaluated in several projects. As a proof of concept, we present the model-based interfacing between assistive systems and human activity recognition systems, which showed good performance as needed in real-world applications.;Springer Verlagservice@springer.de;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2018-01-01;https://api.elsevier.com/content/abstract/scopus_id/85055442265
234;Embedding component behavior DSLs into the MontiArcAutomaton ADL;Component & connector architecture description languages often need to capture application-specific or company-specific requirements. Therefore, it is a crucial prerequisite for their successful application to adapt the ADLs by customizing the languages themselves. Pervasive modeling with tailored ADLs can benefit from integration of DSLs to model-specific forms of component behavior. This requires expertise of the underlying language integration mechanisms. Current research in integrating heterogeneous component behavior DSLs into an ADL focuses on integration of specific kinds of DSLs or is restricted to syntactic integration. However, language integrators can be liberated from requiring in-depth language integration expertise using appropriate abstractions. To this effect, we present a compact DSL for the integration of behavior DSLs into a component & connector ADL that guides and facilitates this form of language integration. Modeling the embedding of behavior DSLs into ADLs facilitates their composition and ultimately the pervasive modeling of complex architectures.;CEUR-WS;Conference Proceeding;CEUR Workshop Proceedings;2016-01-01;https://api.elsevier.com/content/abstract/scopus_id/84999133847
235;Emergence of open supply chain management: the role of open innovation in the future smart industry using digital twin network;Alongside many research studies that have been presented in the open innovation domain and smart manufacturing systems, there is a research gap on integrating the outbound individual capabilities with the new smart manufacturing machines to satisfy the customers' varied and uncertain requirements. In this paper, Open Supply Chain Management (OSCM) is conceptualized as a new paradigm in the evolution of SCM. Companies can benefit from integrated physical and conceptual resources to promote efficiency and flexibility throughout the supply chain's main processes, including supplying, manufacturing, distributing, and marketing. The OSCM concept is undergoing several drivers including crowdsourcing, open innovation, Industry 4.0, cloud manufacturing, Internet of Things (IoT), big data, and the digital twin that appeared in the last decades. To validate OSCM in practice, a subset of this concept is investigated to incorporate the designing process with supply chain production planning applying a digital twin network. Additionally, dealing with epistemic uncertainty, a fuzzy tactical planning model is developed, and to study the developed model in more detail, an industrial study in the clothes manufacturing industry is employed. The results illustrate that the products' designing cost consists of only 2% of the supply chain total cost.;Springer;Journal;Annals of Operations Research;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85122277063
236;EMF-REST: Generation of RESTful APIs from models;In the last years, there has been an increasing interest for Model-Driven Engineering (MDE) solutions in the Web. Web-based modeling solutions can leverage on better support for distributed management (i.e., the Cloud) and collaboration. However, current modeling environments and frameworks are usually restricted to desktop-based scenarios and therefore their capabilities to move to the Web are still very limited. In this paper we present an approach to generate Web APIs out of models, thus paving the way for managing models and collaborating on them online. The approach, called EMF-REST, takes Eclipse Modeling Framework (EMF) data models as input and generates Web APIs following the REST principles and relying on well-known libraries and standards, thus facilitating its comprehension and maintainability. Also, EMF-REST integrates model and Web-specific features to provide model validation and security capabilities, respectively, to the generated API.;Association for Computing Machineryacmhelp@acm.org;Conference Proceeding;Proceedings of the ACM Symposium on Applied Computing;2016-04-04;https://api.elsevier.com/content/abstract/scopus_id/84975864604
237;Data-driven engineering design: A systematic review using scientometric approach;"In the last two decades, data regarding engineering design and product development has increased rapidly. Big data exploration and mining offer numerous opportunities for engineering design; however, owing to the multitude of data sources and formats coupled with the high complexity of the design process, these techniques are yet to be utilised to the best of their full potential. In this study, a comprehensive assessment of the state-of-the-art data-driven engineering design (DDED) in the last 20 years was conducted. A scientometric approach was employed wherein first, a systematic article acquisition procedure was performed, where a dataset of 3339 articles related to engineering design and big data analytics applications were extracted from Web of Science (WoS) and Scopus. Thereafter, this dataset was reduced to a dataset of 366 articles based on concise data screening. The resulting articles were used to analyse the dynamics of research in DDED throughout the last 20 years and to detect the primary research topics related to DDED, the most influential authors, and the papers with the highest impact in the DDED domain. Furthermore, the co-occurrence network of keywords/keyphrases and co-authorship networks were constructed and analysed to reveal the interconnection of the research topics and the collaboration between the most prolific authors. Finally, an insight how big data analytics is being applied through product development activities to support decision-making in engineering design was presented.";Elsevier Ltd;Journal;Advanced Engineering Informatics;2022-10-01;https://api.elsevier.com/content/abstract/scopus_id/85140741445
238;Engineering tagging languages for DSLs;To keep a DSL clean, readable and reusable in different contexts, it is useful to define a separate tagging language. A tag model logically adds information to the tagged DSL model while technically keeping the artifacts separated. Using a generic tagging language leads to promiscuous tag models, whereas defining a target DSL-specific tag language has a high initial overhead. This paper presents a systematic approach to define a DSL-specific tag language and a corresponding schema language, combining the advantages of both worlds: (a) the tag language specifically fits to the DSL, (b) the artifacts are kept separated and enabling reuse with different tag decorations, (c) the tag language follows a defined type schema, and (d) systematic derivation considerably reduces the effort necessary to implement the tag language. An example shows that it can at least partially be realized by a generator and applied for any kind of DSL.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;2015 ACM/IEEE 18th International Conference on Model Driven Engineering Languages and Systems, MODELS 2015 - Proceedings;2015-11-25;https://api.elsevier.com/content/abstract/scopus_id/84961634193
239;Enterprise Information Systems in Academia and Practice: Lessons learned from a MBSE Project;The development of domain-specific information systems, especially web information systems, takes a certain amount of time, needs intensive testing to ensure a certain quality and lacks the consistency of front- and backend. Using model-based strategies for the creation of information systems helps to overcome these problems by fastening the development process, facilitating testing and ensuring consistency-by-construction. In practice, however, they are still rarely used. In this paper, we show that model-based engineering is beneficial for the creation of an enterprise information system and improves the quality of the resulting product. We present the basic functionalities of our Generator for Enterprise Management (MontiGEM) and discuss identified problems and lessons learned in a project in practice. The generator was developed simultaneously with and for an enterprise management system. Our research shows that the use of generative methods and MBSE improves the adaptability and reusability of parts of the application on the one hand but on the other hand, there are still obstacles that slow down its broad application in practice.;Gesellschaft fur Informatik (GI);Conference Proceeding;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85115262972
240;Enterprise Information Systems in Academia and Practice: Lessons learned from a MBSE Project;The development of domain-specific information systems, especially web information systems, takes a certain amount of time, needs intensive testing to ensure a certain quality and lacks the consistency of front- and backend. Using model-based strategies for the creation of information systems helps to overcome these problems by fastening the development process, facilitating testing and ensuring consistency-by-construction. In practice, however, they are still rarely used. In this paper, we show that model-based engineering is beneficial for the creation of an enterprise information system and improves the quality of the resulting product. We present the basic functionalities of our Generator for Enterprise Management (MontiGEM) and discuss identified problems and lessons learned in a project in practice. The generator was developed simultaneously with and for an enterprise management system. Our research shows that the use of generative methods and MBSE improves the adaptability and reusability of parts of the application on the one hand but on the other hand, there are still obstacles that slow down its broad application in practice.;Gesellschaft fur Informatik (GI);Conference Proceeding;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85115262972
241;Enterprise Information Systems in Academia and Practice: Lessons learned from a MBSE Project;The development of domain-specific information systems, especially web information systems, takes a certain amount of time, needs intensive testing to ensure a certain quality and lacks the consistency of front- and backend. Using model-based strategies for the creation of information systems helps to overcome these problems by fastening the development process, facilitating testing and ensuring consistency-by-construction. In practice, however, they are still rarely used. In this paper, we show that model-based engineering is beneficial for the creation of an enterprise information system and improves the quality of the resulting product. We present the basic functionalities of our Generator for Enterprise Management (MontiGEM) and discuss identified problems and lessons learned in a project in practice. The generator was developed simultaneously with and for an enterprise management system. Our research shows that the use of generative methods and MBSE improves the adaptability and reusability of parts of the application on the one hand but on the other hand, there are still obstacles that slow down its broad application in practice.;Gesellschaft fur Informatik (GI);Conference Proceeding;Lecture Notes in Informatics (LNI), Proceedings - Series of the Gesellschaft fur Informatik (GI);2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85115262972
242;Enterprise Service Bus Construction in SOA Architecture for SIEM Implementation in Critical Information Infrastructure;The number of cyber threats in ICT is increasing and the development of new security oriented instrumental tools is very important and relevant scientific task. Security incident and event management (SIEM) systems are category of such tools, directed on log analysis and incident management to prevent negative consequences minimize damage of cyber threats for end user. In the previous works authors have analyzed existed SIEM systems and database types for them as well as created new architecture of cloud-based SIEM. Next step of this research project is enterprise service bus architecture justification. The paper defines the place of distributed data bus in the concept of service oriented architecture, identifies the functions and benefits. Also authors analyzed most popular up-to-date enterprise service bus solutions and provides recommendations in context of developed SIEM implementation in the critical infrastructure. Besides, the data sheet for SIEM in critical infrastructure was formed and proposed in this paper.;CEUR-WS;Conference Proceeding;CEUR Workshop Proceedings;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85143797481
243;Evaluating model-driven development claims with respect to quality: A family of experiments;Context: There is a lack of empirical evidence on the differences between model-driven development (MDD), where code is automatically derived from conceptual models, and traditional software development method, where code is manually written. In our previous work, we compared both methods in a baseline experiment concluding that quality of the software developed following MDD was significantly better only for more complex problems (with more function points). Quality was measured through test cases run on a functional system. Objective: This paper reports six replications of the baseline to study the impact of problem complexity on software quality in the context of MDD. Method: We conducted replications of two types: strict replications and object replications. Strict replications were similar to the baseline, whereas we used more complex experimental objects (problems) in the object replications. Results: MDD yields better quality independently of problem complexity with a moderate effect size. This effect is bigger for problems that are more complex. Conclusions: Thanks to the bigger size of the sample after aggregating replications, we discovered an effect that the baseline had not revealed due to the small sample size. The baseline results hold, which suggests that MDD yields better quality for more complex problems.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Transactions on Software Engineering;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85058097392
244;Dynamic event tree analysis of a severe accident sequence in a boiling water reactor experiencing a cyberattack scenario;Over the last decade, probabilistic risk assessment (PRA) for nuclear power plants shifted its focus toward simulation-based methods of evaluating safety and risk aspects. Classical reliability modeling based on static Boolean structures does not capture the dynamic nature of plants experiencing accident sequences. Dynamic PRA extends conventional reliability modeling, adding a higher degree of variability to events occuring during accident sequences. This paper demonstrates the capability of a new dynamic event tree (DET) analysis tool applicable to severe accident sequences. A cyberattack was assumed to penetrate the instrumentation system of a boiling water reactor during its hot shutdown phase, altering the thermal–hydraulic variables being processed. The analysis focused on scenarios that lead to the core being uncovered, in which the peak cladding temperature is reached due to the disabling of the cooling systems. A limiting surface is defined, associating the cyberattack timing to the recovery time limit that would compromise the core integrity.;Elsevier Ltd;Journal;Annals of Nuclear Energy;2023-11-01;https://api.elsevier.com/content/abstract/scopus_id/85162995788
245;Executable Models to Support Automated Software FMEA;Safety analysis is increasingly important for a wide class of systems. In the automotive field, the recent ISO26262 standard foresees safety analysis to be performed at system, hardware, and software levels. Failure Modes and Effects Analysis (FMEA) is an important step in any safety analysis process, and its application at hardware and system levels has been extensively addressed in the literature. Conversely, its application to software architectures is still to a large extent an open problem, especially concerning its integration into a general certification process. The approach we propose in this paper aims at performing semi-automated FMEA on component-based software architectures described in UML. The foundations of our approach are model-execution and fault-injection at model-level, which allows us to compare the nominal and faulty system behaviors and thus assess the effectiveness of safety countermeasures. Besides introducing the detailed workflow for SW FMEA, the work in this paper focuses on the process for obtaining an executable model from a component-based software architecture specified in UML.;IEEE Computer Societyhelp@computer.org;Conference Proceeding;Proceedings of IEEE International Symposium on High Assurance Systems Engineering;2015-01-01;https://api.elsevier.com/content/abstract/scopus_id/84936849926
246;Characterization of continuous experimentation in software engineering: Expressions, models, and strategies;Context: Continuous Experimentation (CE) has become increasingly popular across industry and academic communities. Major software organizations use CE to increase their revenue by adding value to end-users, and researchers are investigating the CE adoption process and usage to expand its success. Given this rapid evolution, observing a shared understanding of CE definitions, processes, and experiment strategies is difficult, potentially jeopardizing new implementations and focused research efforts. Objective: To characterize CE from the perspective of its definitions, processes, and strategies for experimentation available in the technical literature and to evolve the understanding perspectives for “continuous experimentation” and “data-driven development” definitions. Method: To select and analyze sources of information in the technical literature dealing with different aspects of continuous experimentation through a Literature Study using an ad hoc search improved with snowballing (backward and forward). Organize the findings into new perspectives for CE definitions, processes, and experiment strategies. Results: It was possible to identify many different definitions, processes, and experimental strategies used to describe CE in the 72 analyzed empirical papers, making it difficult to decide on their combination to be applied in a real software development project. Therefore, it has been proposed to evolve the CE understanding perspective, to categorize its experiment strategies, and to offer a combined development process for CE combining parts of other processes. Besides, conjectural requirements have been identified, which can contribute to better differentiating requirements and hypotheses in the CE context. Conclusion: Likely, a better understanding of CE is still missing. It can contribute towards organizing a common taxonomy to facilitate the possible choices for the experiment strategies. Therefore, there is space for more investigations on its applicability and value in different categories of software systems, despite all the advancements of CE and its promotion in developing modern software systems.;Elsevier B.V.;Journal;Science of Computer Programming;2023-07-01;https://api.elsevier.com/content/abstract/scopus_id/85159759787
247;Fault Diagnosis of the On-board Equipment in CTCS-3 Based on Timed Automata and Mutation Theoy;In this paper, a method of fault diagnosis for the on-board equipment based on Timed Automata (TA) and mutation theory is proposed. Firstly, several kinds of mutation operators were injected in TA model to get Fault Timed Automta (FTA), in which the fault with timed features is described. Secondly, the approach of fault diagnosis and the verification of the diagnosability were proposed by parallel product A, in which the necessary and sufficient conditions of fault diagnosiability were discussed. Finally, we take the Ceiling Speed Monitoring (CSM) and Target Speed Monitoring (TSM) functions as a case study to present the feasibility of the method. Based on the CSM diagnoser, the fault set with events and time behaviors was effectively divided into two categories: diagnosable and non-diagnosable. The result is shown that the fault diagnosis and verification of diagnosability can be performed and it is of great significance for fault diagnosis of the on-board equipment.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;2019 IEEE Intelligent Transportation Systems Conference, ITSC 2019;2019-10-01;https://api.elsevier.com/content/abstract/scopus_id/85076807638
