sep=|
Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
Ariyachandra M.R.M.F.; Brilakis I.|Digital twinning of railway overhead line equipment from airborne lidar data|2020.0|Scopus|Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109386082&partnerID=40&md5=940c8c20ce414d06b3f44db3438397f1||The automated generation of geometry-only digital twins of Overhead Line Equipment (OLE) system in existing railways from point clouds is an unsolved problem. Currently, this process is highly reliant upon manual inputs, needing 10 times more labour hours than scanning the physical asset. The resulting modelling cost counteracts the expected benefits of the digital twin. We tackle this challenge using a novel model-driven method that exploits the highly regulated and standardised nature of railways. It starts by restricting the search for OLE elements relative to point clusters of the railway masts. The resulting point clusters of the OLE elements are then converged with various parametric models of different catenary configurations to verify the presence of OLE elements and to find the best possible fit. The method outputs a geometry-only digital twin of the OLE system in Industry Foundation Classes (IFC) format. The method was tested on an 18 km railway point cloud and achieves overall detection rates of 93.2% F1 score for OLE cables and 98.1% F1 score for other OLE elements. The accuracy of the generated model is evaluated using distance-based metrics between the ground truth model and the automated model. The average modelling distance is 3.82 cm Root Mean Square Error (RMSE) for all 18 km data. Â© 2020 Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot. All rights reserved.||
Vasumathi M.T.; Khan A.; Sadasivan M.; Ramamoorthy U.|Digital Twins - A Futuristic Trend in Data Science, Its Scope, Importance, and Applications|2023.0|Scopus|Lecture Notes in Networks and Systems|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168764955&doi=10.1007%2f978-981-99-1745-7_58&partnerID=40&md5=889594e50450b2541e73e22723a866d5|10.1007/978-981-99-1745-7_58|Digital Twins is a prospective technology that is emerging in the data science domain. It is the concept of creating a virtual equivalent of a real-world object that exists parallelly in the real world. With the application of real-world data, a computer program can create a simulated model that can predict or understand the working of a product or a process that may not even be present in the physical world. In short, digital twinning is a digital equivalent of any real-world object, phenomenon, or utility. A digital twin is a model driven by the Internet of Things application and it can be employed to assess the current status of the object in concern and also to forecast its future condition, controlling the behavior and optimizing its performance. Digital Twins Technology has already found its applications in the field of manufacturing, healthcare, automobile, retailing, restaurant management, smart cities, etc. This paper brings a brief insight into this emerging technology, its importance, where it can be employed and its scope in the future. Â© 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.||
Liu J.; Yan J.; Wan D.; Li X.; Al-Rubaye S.; Al-Dulaimi A.; Quan Z.|Digital Twins Based Intelligent State Prediction Method for Maneuvering-Target Tracking|2023.0|Scopus|IEEE Journal on Selected Areas in Communications|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169664472&doi=10.1109%2fJSAC.2023.3310109&partnerID=40&md5=980c696218d20e2ce5a345df32f5b0b5|10.1109/JSAC.2023.3310109|Maneuvering-Target tracking has always been an important and challenge work because the unknown and changeable motion-models can easily lead to the failure of model-driven target tracking. Recently, many neural network methods are proposed to improve the tracking accuracy by constructing direct mapping relationships from noisy observations to target states. However, limited by the coverage of training data, those data-driven methods suffer other problems, such as weak generalization abilities and unstable tracking effects. In this paper, a digital twin system for maneuvering-Target tracking is built, and all kinds of simulated data are created with different motion-models. Based on those data, the features of noisy observations and their relationship to target states are found by two specially designed neural networks: one eliminates the observation noises and the other one predicts the target states according to the noise-limited observations. Combining the above two networks, the state prediction method is proposed to intelligently predict targets by understanding the information of motion-model hidden in noisy observations. Simulation results show that, in comparison with the state-of-The-Art model-driven and data-driven methods, the proposed method can correctly and timely predict the motion-models, increase the tracking generalization ability and reduce the tracking root-mean-squared-error by over 50% in most of maneuvering-Target tracking scenes.  Â© 1983-2012 IEEE.||
David I.; Archambault P.; Wolak Q.; Vu C.V.; Lalonde T.; Riaz K.; Syriani E.; Sahraoui H.|Digital Twins for Cyber-Biophysical Systems: Challenges and Lessons Learned|2023.0|Scopus|Proceedings - ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems, MODELS 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182219509&doi=10.1109%2fMODELS58315.2023.00014&partnerID=40&md5=e5562b64217211dfbc503c28b048c9f6|10.1109/MODELS58315.2023.00014|Digital twinning is gaining popularity in domains outside of traditional engineered systems, including cyber-physical systems (CPS) with biological modalities, or cyber-biophysical systems (CBPS) in short. While digital twinning has well-established practices in CPS settings, it raises special challenges in the context of CBPS. In this paper, we identify such challenges and lessons learned through an industry case of a digital twin for CBPS in controlled environment agriculture.  Â© 2023 IEEE.||
Clarke D.|Eastern Promise? Marco Polo and the Role of Medieval Drama in Netflix�s Strategy for Development in East Asia|2022.0||Streaming and Screen Culture in Asia-Pacific|||Digital engineering will be the enabling technology to enable digital threads and digital twins, which in turn pave the way for the use of artificial intelligence technologies. Model-based engineering (MBE) is a kind of digital engineering combining product lifecycle management and model-based systems engineering approaches. The abstract syntax defines the model elements and the structure of the modeling language. The system model must provide different views for the different stakeholder concerns. Typically, at least one view is a text document. Other views could be, for example, a set of SysML diagrams, or spreadsheets, or slide presentations. Model Driven Architecture defines three model levels: computational-independent model, platform-independent model, and platform-specific model. CIM focusses on the domain and the language of the stakeholders. Typical artifacts of a CIM are use cases and texts. © The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Switzerland AG 2022, corrected publication 2022.||
H. Farooq; J. Forgeat; S. Bothe; M. Bouton; P. Karlsson|Edge-distributed Coordinated Hyper-Parameter Search for Energy Saving SON Use-Case|2022.0|IEEE|2022 IEEE International Conference on Communications Workshops (ICC Workshops)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9814498|10.1109/ICCWorkshops53468.2022.9814498|Energy Efficient operation of ultra-dense hetero-geneous network deployments is a big challenge for mobile networks. AI-assisted energy saving is one of the potential self-organizing network use cases for radio access network intelli-gence that can be used to predict the service load. This prediction can in turn be leveraged for proactively turning OFF/ON the capacity booster small cells within the coverage of always ON macro cells. These ML workloads can reside in macro cell base stations as opposed to conventional cloud-centric architecture to meet beyond 5G ambitious requirements of ultra-low latency, highest reliability, and scalability. However, the power-hungry hyperparameter search of ML workloads distributed at edges of the radio access network is a major challenge that can have substantial effect on the overall energy -efficiency of the network. In this paper, we illustrate how coordinated efficient training of distributed edge- ML models driven energy saving functions can enhance network energy efficiency. We validate the proposed method through a data-driven simulation methodology augmenting real traffic traces and comparing it with variants of legacy edge-ML hyper-parameter search techniques.||
B. Schuerrle; P. Grimmeisen; J. Pfeiffer; T. Zimmermann; A. Morozov; A. Wortmann|Educating Future Software Engineers for Industrial Robotics|2023.0|VDE|ISR Europe 2023; 56th International Symposium on Robotics|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10363069||The industrial robotics landscape is drastically changing in recent years. New concepts, such as Industry 4.0, Industry 5.0, Software-Defined Manufacturing, IoT, and rapid development of AI require the changes in the education of the future engineers, especially IT specialist responsible for the software part of industrial robots. This paper presents two connected robotics education factories aimed at teaching key concepts in robotics, artificial intelligence, human-robot interaction, Internet of Things (IoT), digital twins, model-driven software engineering, and risk analysis. The factories serve as an educational platform for students and professionals alike, enabling them to learn practical experience in designing, developing, and testing robotics software engineering methods in a safe and controlled environment. The factories are equipped with multiple sensors, actuators, and controllers that facilitate the integration of different technologies, enabling learners to work on scenarios that simulate real-world industrial processes. This paper introduces (i) seven educational goals that are crucial for modern and future robotic software engineers, (ii) architectures of the model factories and their components, and (iii) the underlying pedagogical approach, highlighting the importance of interdisciplinary collaboration. The paper concludes by discussing the potential of the factories to foster innovation and drive economic growth by equipping learners with the skills and knowledge needed to succeed in the digital economy.||
Braunisch N.; Ristin-Kaufmann M.; Lehmann R.; Wollschlaeger M.; Van De Venn H.W.|Empowering Industry 4.0 with Generative and Model-Driven SDK Development|2023.0|Scopus|IECON Proceedings (Industrial Electronics Conference)|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179504412&doi=10.1109%2fIECON51785.2023.10312302&partnerID=40&md5=8ba27f50e9562ee06bd2a0f3c135c032|10.1109/IECON51785.2023.10312302|Industry 4.0 developers need high-quality libraries in their preferred programming languages to efficiently and ergonomically create, edit and exchange digital twins as Asset Administration Shell (AAS). Existing specifications of the AAS can not be directly translated into programming code. This leads to many, often manual, re-implementations of the AAS in different projects and programming languages. We present an approach for automatic generation of software libraries based on the formalized AAS meta-model. This shows that the development with our approach is 5Ã faster for a new language and 10Ã faster for a new version of the AAS meta-model, respectively. Â© 2023 IEEE.||
G. Gramelsberger; H. Kausch; J. Michael; F. Piller; F. Ponci; A. Praktiknjo; B. Rumpe; R. Sota; S. Venghaus|Enabling Informed Sustainability Decisions: Sustainability Assessment in Iterative System Modeling|2023.0|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350816|10.1109/MODELS-C59198.2023.00151|When planning, creating, and evolving systems throughout their lifecycle, it is essential to assess their impact on our world. Despite this pressing need, existing structured methods for systematically assessing social, economic, and environmental impacts are not related to targets of the United Nations' sustainable development goals. Moreover, existing Architecture Description Languages (ADLs) lack concepts and tooling for sustainability assessment. Our aim is to allow modeling systems, their sustainability properties, and sustainability questions in a structured manner for a wide domain. This paper proposes the engineering and design of a domain-specific language for sustainability assessment embedded into ADLs and showcases its use for evaluating a citizen energy community system as a case study. We discuss possibilities on how to use such models in their further processing and explore challenges in technical realization. This initial step towards standardizing the sustainability assessments of modeled systems throughout the development is both comprehensive and formal so that developers can make informed, sustainable decisions based on consequence assessments upfront.||
Michael, J; Schwammberger, M; Wortmann, A|Explaining Cyberphysical System Behavior With Digital Twins|||IEEE SOFTWARE|||We present a model-driven software architecture that combines the wealth of data, information, and models intrinsic to digital twins with techniques for the self-explainability of software systems to support domain experts in configuring, deploying, operating, and maintaining them.||
Caesar, B; Jansen, N; Weigand, M; Fay, A; Rumpe, B|Extracting Hardware Reconfiguration Models based on Knowledge Synthesis from STEP Files|||2023 ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS COMPANION, MODELS-C|||Today's industrial manufacturing challenges force manufacturers to optimize and increase the flexibility of their facilities. In practice, this requires analyzing, preparing for adaptation, and adapting brownfield manufacturing systems. The digital twin, a digital representation of a manufacturing system, is a key enabler for efficiency, flexibility, and sustainability. Unfortunately, the analysis and preparation of brownfield systems for adaptation, as well as the creation of digital twins, are challenging and time-consuming tasks. This paper presents an approach to automatically create digital models of systems based on 3D CAD models. To this end, the CAD data, stored as a STEP file, is analyzed to extract relevant information for a subsequent graph analysis, which is used to identify components, their dependencies, and the resulting functional modules. Finally, the gained knowledge is transformed into feature models that can be used as a digital model for configuration selection to support automatic reconfiguration planning of brownfield manufacturing systems. The developed approach is evaluated based on an industrial use case of a soft gripper system.||
Z. Li; L. Liu; B. Sun; L. Zhang|Fault Diagnosis and Task Evaluation of Satellite Power subsystem Based on Digital Twin Modeling and Simulation|2023.0|IEEE|2023 CAA Symposium on Fault Detection, Supervision and Safety for Technical Processes (SAFEPROCESS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10295826|10.1109/SAFEPROCESS58597.2023.10295826|Aiming at the problem of satellite power subsystem supply capacity imbalance caused by complex operating conditions, device faults or performance degradation during satellite on-orbit tasks, which is difficult to evaluate, a satellite power subsystem task capability evaluation method based on digital companion flight is proposed. By monitoring the consistency of digital companion flight telemetry and on-orbit actual telemtry to monitoring the occurrence of faults, and subsequently initiate model driven inference for fault diagnosis. Finally, using the simulation analysis of the digital twin model under faults, the task capability of the satellite power subsystem can be estimated before the satellite actually turns on certain power loads, so as to avoid the unexpected failure of the satellite payload task and the serious consequences of system damage. The effectiveness of the fault diagnosis and task evaluation method is verified by experiments based on actual telemetry data.||
N. Braunisch; M. Ristin-Kaufmann; R. Lehmann; M. Wollschlaeger; H. W. van de Venn|Generation of Digital Twins for Information Exchange Between Partners in the Industrie 4.0 Value Chain|2023.0|IEEE|2023 IEEE 21st International Conference on Industrial Informatics (INDIN)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10218306|10.1109/INDIN51400.2023.10218306|In Industry 4.0, the digital twin is represented as an Asset Administration Shell. The Asset Administration Shell meta-model is used to develop this digital twin. A developer needs ready-made exchange formats and data schemas to be able to work efficiently with libraries in his programming languages. The existing representations of the metamodel in XML, JSON and RDF, in their current form, have been created manually by individual working group members. This process is error-prone and inconsistent in the enforcement of serialization rules, leading to many manual re-implementations of the Asset Administration Shell in each representation. We present an approach to automatically generate the different data schemas for information exchange between partners in the Industry 4.0 value chain, based on the intermediate representation of the formalized meta-model. The approach enables a practical and simple development process of and is scalable across different exchange formats and their future changes.||
H. Kohen; D. Dori|Incorporating Hardware-in-the-Loop Simulation into Object-Process Methodology|2020.0|IEEE|2020 IEEE International Systems Conference (SysCon)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9275904|10.1109/SysCon47679.2020.9275904|We have designed and developed a way to incorporate Hardware-in-the-Loop (HIL) simulation into Model-Based Systems Engineering (MBSE) using Object-Process Methodology (OPM) ISO 19450. Implementing the HIL simulation in OPCloud, an OPM cloud-based conceptual and computational modeling framework, has enabled us to demonstrate industrial-strength capabilities. We describe the architecture of this OPM-HIL combined system and report on results with a real case study, in which the modeling encompasses stages starting with conceptual design and ending with HIL simulation and testing. This combination can serve as a basis for a model-driven systems operating system.||
Schöne, R; Mey, J; Ebert, S; Götz, S; Assmann, U|Incremental Causal Connection for Self-Adaptive Systems Based on Relational Reference Attribute Grammars|2022.0|ACM|PROCEEDINGS OF THE 25TH INTERNATIONAL ACM/IEEE CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS, MODELS 2022||10.1145/3550355.3552460|Even though model-driven engineering reduces complexity during the development of self-adaptive systems and models@run.time enables using them during runtime, connecting models to different external systems still involves manual work. Those connections are essential to the complete system, as they enable external systems to react to changes in the internal model and vice versa. In our case, the model is based on Relational Reference Attribute Grammars, an extension of Attribute Grammars to enable conceptual models at runtime while retaining their benefits of modular specification and an incremental evaluation scheme. We present an approach to enable concise specification of the causal connection and needed transformations to match required formats or semantics. To show its applicability, a case study showing the coordination of multiple industrial robot arms using models is presented. We show that using our approach, connections can be specified more concisely while maintaining the same efficiency as hand-written code. The artefact comprising all source code and an executable version of the case studies is available at https://doi.org/10.5281/zenodo.7009758.||
Hueso M.; Ãlvarez R.; MarÃ­ D.; Ribas-Ripoll V.; Lekadir K.; Vellido A.|Is generative artificial intelligence the next step toward a personalized hemodialysis?|2023.0|Scopus|Revista de investigacion clinica; organo del Hospital de Enfermedades de la Nutricion|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85181395946&doi=10.24875%2fRIC.23000162&partnerID=40&md5=0dd6118b264d6b6a33466ee4a0c7ca7f|10.24875/RIC.23000162|Artificial intelligence (AI) generative models driven by the integration of AI and natural language processing technologies, such as OpenAI's chatbot generative pre-trained transformer large language model (LLM), are receiving much public attention and have the potential to transform personalized medicine. Dialysis patients are highly dependent on technology and their treatment generates a challenging large volume of data that has to be analyzed for knowledge extraction. We argue that, by integrating the data acquired from hemodialysis treatments with the powerful conversational capabilities of LLMs, nephrologists could personalize treatments adapted to patients' lifestyles and preferences. We also argue that this new conversational AI integrated with a personalized patient-computer interface will enhance patients' engagement and self-care by providing them with a more personalized experience. However, generative AI models require continuous and accurate updates of data, and expert supervision and must address potential biases and limitations. Dialysis patients can also benefit from other new emerging technologies such as Digital Twins with which patients' care can also be addressed from a personalized medicine perspective. In this paper, we will revise LLMs potential strengths in terms of their contribution to personalized medicine, and, in particular, their potential impact, and limitations in nephrology. Nephrologists' collaboration with AI academia and companies, to develop algorithms and models that are more transparent, understandable, and trustworthy, will be crucial for the next generation of dialysis patients. The combination of technology, patient-specific data, and AI should contribute to create a more personalized and interactive dialysis process, improving patients' quality of life.||
Wu D.; Zhang T.; Zhang X.|Job Shop Rescheduling Under Recessive Disturbance Based on Digital Twin|2022.0||Xitong Fangzhen Xuebao / Journal of System Simulation|||A new shop rescheduling model driven by digital twin is proposed to solve the problems of disturbance cumulative rescheduling. A scheduling parameter updating method is proposed and a random probability distribution is used to describe the distribution of scheduling parameters to improve the accuracy of scheduling parameters. An implicit disturbance detection model is built based on Siamese Network using real-time data as input to realize the start time of rescheduling. The sample data for scheduling knowledge mining are extracted from the historical scheduling scenarios. Through the Pseudo-Siamese CNN, the mapping relationship between the Process state and machine state is obtained, which is applied to production online rescheduling. Simulation experiments show the feasibility of the proposed digital twin driven shop rescheduling model. © 2022, The Editorial Board of Journal of System Simulation. All right reserved.||
Kholkar D.; Roychoudhury S.; Kulkarni V.; Reddy S.|Learning to adapt - Software engineering for uncertainty|2022.0|Scopus|ACM International Conference Proceeding Series|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125650506&doi=10.1145%2f3511430.3511449&partnerID=40&md5=ed1310debc7eea1fb32a448e2b435b12|10.1145/3511430.3511449|Modern businesses are being subjected to an unprecedented variety of change drivers that cannot be predicted such as new regulations, emerging business models, and changing needs of stakeholders. This creates new demands on enterprises to meet stated goals in a dynamic and uncertain environment that translate to demands on the enterprise's software systems. Software systems however are currently designed to deliver a fixed set of goals and assumed to operate in a static environment, falling short in addressing the need for continuous adaptation under uncertainty. State-of-the-art adaptation architectures like MAPE-K have been applied to meeting non-functional requirements in a dynamic environment using a static repository of knowledge. This paper articulates the need for architecting software systems that learn from their own operation to dynamically extend existing knowledge, and utilize the knowledge to meet stated functional goals in an uncertain environment.  Â© 2022 ACM.||
B. Wally; J. VyskoÄil; P. NovÃ¡k; C. Huemer; R. Å indelÃ¡Å; P. Kadera; A. Mazak-Huemer; M. Wimmer|Leveraging Iterative Plan Refinement for Reactive Smart Manufacturing Systems|2021.0|IEEE|IEEE Transactions on Automation Science and Engineering|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9190077|10.1109/TASE.2020.3018402|Industry 4.0 production systems must support flexibility in various dimensions, such as for the products to be produced, for the production processes to be applied, and for the available machinery. In this article, we present a novel approach to design and control smart manufacturing systems. The approach is reactive, that is responds to unplanned situations and implements an iterative refinement technique, that is, optimizes itself during runtime to better accommodate production goals. For realizing these advances, we present a model-driven methodology and we provide a prototypical implementation of such a production system. In particular, we employ Planning Domain Definition Language (PDDL) as our artificial intelligence environment for automated planning of production processes and combine it with one of the most prominent Industry 4.0 standards for the fundamental production system model: IEC 62264. We show how to plan the assembly of small trucks from available components and how to assign specific production operations to available production resources, including robotic manipulators and transportation system shuttles. Results of the evaluation indicate that the presented approach is feasible and that it is able to significantly strengthen the flexibility of production systems during runtime. Note to PractitionersâSmart production is an umbrella for a number of shifts and initiatives that deal with digitization of manufacturing/production systems and related issues and potentials. In this work, we present an approach for utilizing automated planning for creating production plans. This is in contrast to the traditional approach, where recipes are programmed into the production system ahead-of-time. However, automated planning relies on specific languages and tools that are hard to master by nonexperts, which is a factor that strongly limited the utilization of plan-driven approaches for industrial automation in practice. Thus, we propose to generate planning tasks automatically with model-driven engineering techniques. We are utilizing the industrial standard IEC 62264 for the description of the production system, and the academic standard Planning Domain Definition Language (PDDL) for planning. PDDL is handled completely transparent to the user, that is the user is shielded from its complexity by employing the IEC 62264 model as the sole frontend.||
N. Kahani; M. Bagherzadeh; R. Ahmadi; J. Dingel|Leveraging modeling concepts and techniques to address challenges in network management|2023.0|IEEE|2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343752|10.1109/MODELS58315.2023.00021|Managing a large enterprise network is a challenging task that involves configuring and monitoring a large number of networking devices from different vendors. To simplify network management, modeling techniques have been extensively applied to model network configurations and monitoring data. The most recent proposed solution in this context are OpenConfig models, which enable vendor-neutral automation. However, adopting networking models requires significant effort and cooperation from various stakeholders.The focus of this paper is to explore the challenges associated with adopting networking models, specifically OpenConfig models, from three primary viewpoints: network engineers, internet service/content providers, and networking software/hardware vendors. We also discuss possible solutions via application of software modeling techniques to aid in the successful adoption of networking models.||
Nast B.; Sandkuhl K.; Paulus S.; Schiller H.|MIoTA: Modeling IoT applications for air conditioning facilities with ADOxx|2023.0|Scopus|CEUR Workshop Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85176132049&partnerID=40&md5=fe5b54d802300398a7ede5e938ba551a||The development of Internet of Things (IoT) applications is a multifaceted and demanding exercise that requires developers to navigate through several complicated tasks and challenges. Primary issues in this area stem from the absence of standardization and the complexity and heterogeneity inherent to the IoT landscape. Model-Driven Development (MDD) is considered an effective technique for IoT application development. We argue that there is a need for methodologies of MDD that encompass system development and integration, as well as organizational aspects. To compensate for this lack, this work introduces MIoTA (Modeling IoT Applications for Air Conditioning Facilities), a modeling method supporting IoT application development in the field of air conditioning facilities. The ADOxx-based MIoTA tool was developed in an industrial use case. It contains a Domain-Specific Modeling Language (DSML) and various functionalities to support the modeling and development processes, so no specific IT skills are required at the application level. The approach has been evaluated practically within the case study and with quality criteria in previous work. Â© 2023 Copyright for this paper by its authors.||
B. Combemale; J. -M. JÃ©zÃ©quel; Q. Perez; D. Vojtisek; N. Jansen; J. Michael; F. Rademacher; B. Rumpe; A. Wortmann; J. Zhang|Model-Based DevOps: Foundations and Challenges|2023.0|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350755|10.1109/MODELS-C59198.2023.00076|Time-to-market and continuous improvement are key success indicators to deliver for Industry 4.0 Cyber-Physical Systems (CPSs). There is thus a growing interest in adapting DevOps approaches coming from software systems to CPSs. However, CPSs are made not only of software but also of physical parts that need to be monitored at runtime. In this paper, we claim that Model-Driven Engineering can facilitate DevOps for CPSs by automatically connecting a CPS design model to its runtime monitoring, in the form of a digital twin.||
Sartaj, H; Ali, S; Yue, T; Moberg, K|Model-based digital twins of medicine dispensers for healthcare IoT applications|||SOFTWARE-PRACTICE & EXPERIENCE|||Healthcare applications with the Internet of Things (IoT) are often safety-critical, thus, require extensive testing. Such applications are often connected to smart medical devices from various vendors. System-level testing of such applications requires test infrastructures physically integrating medical devices, which is time and monetary-wise expensive. Moreover, applications continuously evolve, for example, introducing new devices and users and updating software. Nevertheless, a test infrastructure enabling testing with a few devices is insufficient for testing healthcare IoT systems, hence compromising their dependability. In this paper, we propose a model-based approach for the creation and operation of digital twins (DTs) of medicine dispensers as a replacement for physical devices to support the automated testing of IoT applications at scale. We evaluate our approach with an industrial IoT system with medicine dispensers in the context of Oslo City and its industrial partners, providing healthcare services to its residents. We study the fidelity of DTs in terms of their functional similarities with their physical counterparts: medicine dispensers. Results show that the DTs behave more than 92% similar to the physical medicine dispensers, providing a faithful replacement for the dispenser.||
E. Ahmad|Model-Based System Engineering of the Internet of Things: A Bibliometric Literature Analysis|2023.0|IEEE|IEEE Access|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10128114|10.1109/ACCESS.2023.3277429|Model-based System Engineering (MBSE) of the Internet of Things (IoT) literature is broad, and analysis of this literature enables the identification of themes and potential future study topics that will influence system development. This paper reports on bibliometric literature analysis of MBSE of IoT. It considers conference and journal publication trends in the state-of-the-art to identify emerging research themes from the standpoint of trans/multi-disciplinary scholarship and technology. We used Elsevierâs Scopus database to find relevant publications from January 2018 to December 2022. Using publication citation ranking and other factors (e.g., publication venues), we selected 110 articles and then analyzed them using BibExcel and VOSviewer software tools. With a modest decline in 2021, this analysis shows an overall increase in publications during the time period. A thematic analysis of the abstracts revealed a strong focus on the introduction of reference architectures and integration of MBSE with business and management methodologies like Agile and BPMN 2.0. Model-driven engineering and machine learning techniques are essential among the enablers for realization of complex heterogeneous IoT systems in the realm of Industry 4.0. We highlight these findings to better understand and meet the enduring challenge of scaling MBSE of IoT across diverse sectors like health, manufacturing, and transportation.||
Alamin, KSS; Daghero, F; Pollo, G; Pagliari, DJ; Chen, YK; Macii, E; Poncino, M; Vinco, S|Model-Driven Dataset Generation for Data-Driven Battery SOH Models|2023.0|IEEE|2023 IEEE/ACM INTERNATIONAL SYMPOSIUM ON LOW POWER ELECTRONICS AND DESIGN, ISLPED||10.1109/ISLPED58423.2023.10244587|Estimating the State of Health (SOH) of batteries is crucial for ensuring the reliable operation of battery systems. Since there is no practical way to instantaneously measure it at run time, a model is required for its estimation. Recently, several data-driven SOH models have been proposed, whose accuracy heavily relies on the quality of the datasets used for their training. Since these datasets are obtained from measurements, they are limited in the variety of the charge/discharge profiles. To address this scarcity issue, we propose generating datasets by simulating a traditional battery model (e.g., a circuit-equivalent one). The primary advantage of this approach is the ability to use a simulatable battery model to evaluate a potentially infinite number of workload profiles for training the data-driven model. Furthermore, this general concept can be applied using any simulatable battery model, providing a fine spectrum of accuracy/complexity tradeoffs. Our results indicate that using simulated data achieves reasonable accuracy in SOH estimation, with a 7.2% error relative to the simulated model, in exchange for a 27X memory reduction and a approximate to 2000X speedup.||
C. Binder; A. CalÃ ; J. Vollmar; C. Neureiter; A. LÃ¼der|Model-driven Engineering of flexible Production Systems with the RAMI Toolbox|2023.0|IEEE|2023 IEEE 21st International Conference on Industrial Informatics (INDIN)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10217882|10.1109/INDIN51400.2023.10217882|Tradition manufacturing is undergoing a significant change, mainly promoted by emerging technologies like Cyber-physical Systems (CPS) or the Industrial Internet of Things (IIoT), leading to new automated production. The rising number of dynamically interconnected elements leads to an increasing complexity in such systems, which accompanies new challenges during systems engineering and thus leads to reaching the limits of contemporary methods. While the community has recognized this, new approaches recently arose to find solutions for particular parts of this problem. However, as the need for a holistic approach emerges, the Reference Architecture Model Industry 4.0 (RAMI 4.0) has been standardized as a promising framework. While this domain-specific architecture framework is missing specifications to address all aspects of such critical infrastructure, this paper thus proposes a new modeling methodology promoting model-driven engineering (MDE) of current or future production systems based on the peculiarities of RAMI 4.0. To enable mutual architecture development across the entire system hierarchy and all stakeholders, the aspects of model-based systems engineering (MBSE) are considered. The proposed step-by-step guideline is thereby made applicable by a modeling framework called RAMI Toolbox that ensures the engineering of both greenfield and brownfield systems. Finally, the approach, including all artifacts, is evaluated based on a real-world case study proposed by Siemens.||
P. Spaney; S. Becker|Model-Driven Integration of Analysis Components for Cyber-Physical Production Systems|2023.0|IEEE|2023 49th Euromicro Conference on Software Engineering and Advanced Applications (SEAA)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10371640|10.1109/SEAA60479.2023.00033|In the course of the rapid development of Industry 4.0, manufacturing machinery is becoming ever more connected. Such Cyber-Physical Production Systems (CPPSs) produce large amounts of data, which can be used to analyze the systemâs state and optimize its operation. To enable this analysis, the respective software components need to be interoperable with the CPPSs. While standards, such as OPC UA, provide interoperability on a technical protocol level, we see a vastly heterogeneous landscape of data models. Therefore, the integration of analysis components with their underlying CPPS is usually a laborious, manual process, also discouraging reuse. To facilitate the reuse of analysis software in this setting, we propose a model-driven method for integration with the underlying CPPS and the consumers of analysis results. Our contribution consists of (i) domain-specific languages for semantically enriched interface descriptions and simple mappings, (ii) a code generator toolchain to realize the specified mappings, and (iii) a simple, loosely coupled architecture for the resulting system.||
