ID|Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
|Gutierrez-Franco E.; Mejia-Argueta C.; Rabelo L.|Data-driven methodology to support long-lasting logistics and decision making for urban last-mile operations|2021|Scopus|Sustainability (Switzerland)|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107990882&doi=10.3390%2fsu13116230&partnerID=40&md5=aa12b51bd93637850be01162551d001c|10.3390/su13116230|Last-mile operations in forward and reverse logistics are responsible for a large part of the costs, emissions, and times in supply chains. These operations have increased due to the growth of electronic commerce and direct-to-consumer strategies. We propose a novel data-and model-driven framework to support decision making for urban distribution. The methodology is composed of diverse, hybrid, and complementary techniques integrated by a decision support system. This approach focuses on key elements of megacities such as socio-demographic diversity, portfolio mix, logistics fragmentation, high congestion factors, and dense commercial areas. The methodological framework will allow decision makers to create early warning systems and, with the implementation of optimization, machine learning, and simulation models together, make the best utilization of resources. The advantages of the system include flexibility in decision making, social welfare, increased productivity, and reductions in cost and environmental impacts. A real-world illustrative example is presented under conditions in one of the most congested cities: the megacity of Bogota, Colombia. Data come from a retail organization operating in the city. A network of stakeholders is analyzed to understand the complex urban distribution. The execution of the methodology was capable of solving a complex problem reducing the number of vehicles utilized, increasing the resource capacity utilization, and reducing the cost of operations of the fleet, meeting all constraints. These constraints included the window of operations and accomplishing the total number of deliveries. Furthermore, the methodology could accomplish the learning function using deep reinforcement learning in reasonable computational times. This preliminary analysis shows the potential benefits, especially in understudied metropolitan areas from emerging markets, supporting a more effective delivery process, and encouraging proactive, dynamic decision making during the execution stage. Â© 2021 by the authors. Licensee MDPI, Basel, Switzerland.||
|Zhao, C; Dai, XY; Lv, YS; Niu, JL; Lin, YL|Decentralized Autonomous Operations and Organizations in TransVerse: Federated Intelligence for Smart Mobility|2023||IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS||10.1109/TSMC.2022.3228914|Human and social factors are essential to transportation systems, yet top-down management fails to consider them sufficiently. Consequently, management strategies are not tailored to human needs and are inadequate in providing transportation intelligence. This article investigates a management architecture based on decentralized/distributed autonomous operations/organizations (DAOs) that considers both the technical and societal aspects in our transportation metaverse, TransVerse. This design maps people's transportation needs in physical space to their digital counterparts in cyberspace, utilizing blockchain technology to guarantee the secure exchange of information and ultimately bring about the Internet of Minds (IoM). With the federated intelligence that emerged in IoM, we can devise reliable and prompt traffic decisions by incorporating consensus, community voting, and smart contracts into the organizational, coordination, and execution structure. Details on operational procedures and key technologies are also covered. To demonstrate the efficacy of DAOs-based management, a case study of world model-driven cooperative signal control is provided, indicating its promising application in future transportation management.||
|Wu Y.; Huang Y.; Li X.; Chen Q.; Li Y.; Chang J.|Development and prospect of digital twin model for stray light of spaceborne telescope|2023|Scopus|Proceedings of SPIE - The International Society for Optical Engineering|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178361532&doi=10.1117%2f12.2688626&partnerID=40&md5=abd3bfd179b0a5dec57d34fd34b8dbaf|10.1117/12.2688626|With the continuous deepening of research and development in the field of aerospace, the requirements for aerospace payloads are also increasing. The stray light received by the spaceborne telescope in the space environment will be one of the most important factors affecting its performance. The optical mechanical surface of spaceborne telescope will deviate from the original design due to various objective factors during the whole link process, and the actual optical mechanical surface is not ideal. In order to ensure that it can work normally, it is necessary to simulate and analyze the stray light situation of the whole link. This paper mainly introduces the complex environment and complex characteristics experienced from the ground section to the orbit section, analyzes and summarizes the sources of stray light, and finally proposes a framework for establishing a digital twin model of stray light for spaceborne telescopes. Through data-driven and model-driven methods, finally build a complete set of ground, launch, and in-orbit digital twin models. Â© 2023 SPIE.||
|Liu Y.; Liu Y.; Liu G.; Zhao T.; Xu Z.; Yang N.; Jia P.|Digital Twin Conception of Intelligent Operation and Maintenance of Power Transformer; [ç”µåŠ›å˜åŽ‹å™¨æ™ºèƒ½è¿ç»´çš„æ•°å­—å­ªç”Ÿä½“æž„æƒ³]|2023|Scopus|Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174925539&doi=10.13334%2fj.0258-8013.pcsee.221544&partnerID=40&md5=15ed1985e6aa2d9fb28bbd3d2ebdff24|10.13334/j.0258-8013.pcsee.221544|Digital twin is the key technology to realize the digital transformation of power equipment industry and promote the construction of new power system. As important power transmission and transformation equipment, how to build a transformer digital twin and promote the digital and intelligent development of transformers has become a key issue. This paper firstly summarizes the connotation of digital twin and its current research progress in power system, and then it proposes the framework of transformer digital twin system based on the demand of transformer operation and maintenance service as well as gives the realization conception of digital twin for transformer intelligent operation and maintenance by combining the maturity evolution process of digital twin, including five stages which are virtual body characterization, perception interaction, model-driven multi-field calculation, data-driven state analysis and intelligent sharing. For each stage the key technologies and methods of its implementation are analyzed. Finally, the practical application of digital twin of transformer intelligent operation and maintenance is prospected, and the challenges faced in its implementation are summarized. Â©2023 Chin.Soc.for Elec.Eng.||
|Li L.; Mao C.; Sun H.; Yuan Y.; Lei B.|Digital Twin Driven Green Performance Evaluation Methodology of Intelligent Manufacturing: Hybrid Model Based on Fuzzy Rough-Sets AHP, Multistage Weight Synthesis, and PROMETHEE II|2020|Scopus|Complexity|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089019066&doi=10.1155%2f2020%2f3853925&partnerID=40&md5=051fea69d2766ff5bfd3c07cf05d6124|10.1155/2020/3853925|The design, planning, and implementation of intelligent manufacturing are mainly carried out from the perspectives of meeting the needs of mass customization, improving manufacturing capacity, and innovating business pattern currently. Environmental and social factors should be systematically integrated into the life cycle of intelligent manufacturing. In view of this, a green performance evaluation methodology of intelligent manufacturing driven by digital twin is proposed in this paper. Digital twin framework, which constructs the bidirectional mapping and real-time data interaction between physical entity and digital model, provides the green performance evaluation with a total factor virtual image of the whole life cycle to meet the monitoring and simulation requirements of the evaluation information source and demand. Driven by the digital twin framework, a novel hybrid MCDM model based on fuzzy rough-sets AHP, multistage weight synthesis, and PROMETHEE II is proposed as the methodology for the green performance evaluation of intelligent manufacturing. The model is tested and validated on a study of the green performance evaluation of remote operation and maintenance service project evaluation for an air conditioning enterprise. Testing demonstrates that the proposed hybrid model driven by digital twin can enable a stable and reasonable evaluation result. A sensitivity analysis was carried out by means of 27 scenarios, the results of which showed a high degree of stability.  Â© 2020 Lianhui Li et al.||
|Qin H.; Lin X.; Luo Q.; Zhou H.; Fu J.; Qu D.; Chen L.|Digital Twin Model of Air-Immersed Transformer Based on Electro-Thermal Simulations|2023|Scopus|Lecture Notes in Electrical Engineering|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85171524191&doi=10.1007%2f978-981-99-3408-9_11&partnerID=40&md5=ba0a0d7f5e3cd65f2d10ab56bb533c75|10.1007/978-981-99-3408-9_11|A model-driven digital twin (DT) model of a certain type air-immersed transformer is proposed. First, a three-dimensional geometric model of the power transformer is built based on ANSYS Maxwell platform, including the iron core, windings, etc. Then, a digital model of the characteristic parameterization of the transformer in the digital space is established. The electromagnetic field and the temperature field based on ANSYS Workbench platform are coupled. Also, The temperature distribution of the air-immersed transformer core-winding module under six typical different working conditions is studied, and the hot spot location and temperature distribution rule under different working conditions are obtained. The simulation results of magnetic flux density, voltage and current under different operating conditions, losses and theoretical values show that the proposed DT model can effectively reflect the physical mechanism of the transformer. In addition, the simulated results show that the iron core temperature does not rise with the increase of the load rate and the winding temperature rises with the increase of the load rate. Â© 2023, Beijing Paike Culture Commu. Co., Ltd.||
|Liu Z.; Blasch E.; Liao M.; Yang C.; Tsukada K.; Meyendorf N.|Digital Twin for Predictive Maintenance|2023|Scopus|Proceedings of SPIE - The International Society for Optical Engineering|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163957060&doi=10.1117%2f12.2660270&partnerID=40&md5=e928d6566bbeb0aa63cdabf194551b2d|10.1117/12.2660270|Digital twin engineering is a disruptive technology that creates a living data model of industrial assets. The living model will continually adapt to changes in the environment or operations using real-time sensory data as well as forecast the future of the corresponding infrastructure. A digital twin can be used to proactively identify potential issues with its real physical counterpart, allowing the prediction of the remaining useful life of the physical twin by leveraging a combination of physics-based models and data-driven analytics. The digital twin ecosystem comprises sensor and measurement technologies, industrial Internet of Things, simulation and modeling, and machine learning. This paper will review the digital twin technology and highlight its application in predictive maintenance applications. Â© 2023 SPIE. All rights reserved.||
|Ruah C.; Simeone O.; Al-Hashimi B.|Digital Twin-Based Multiple Access Optimization and Monitoring via Model-Driven Bayesian Learning|2023|Scopus|IEEE International Conference on Communications|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178313608&doi=10.1109%2fICC45041.2023.10278727&partnerID=40&md5=b39039d5f1f6d6e529f6987edeace75c|10.1109/ICC45041.2023.10278727|Commonly adopted in the manufacturing and aerospace sectors, digital twin (DT) platforms are increasingly seen as a promising paradigm to control and monitor software-based, 'open', communication systems, which play the role of the physical twin (PT). In the general framework presented in this work, the DT builds a Bayesian model of the communication system, which is leveraged to enable core DT functionalities such as control via multi-agent reinforcement learning (MARL) and monitoring of the PT for anomaly detection. We specifically investigate the application of the proposed framework to a simple case-study system encompassing multiple sensing devices that report to a common receiver. The Bayesian model trained at the DT has the key advantage of capturing epistemic uncertainty regarding the communication system, e.g., regarding current traffic conditions, which arise from limited PT-to-DT data transfer. Experimental results validate the effectiveness of the proposed Bayesian framework as compared to standard frequentist model-based solutions.  Â© 2023 IEEE.||
|Liu J.; Yan J.; Wan D.; Li X.; Al-Rubaye S.; Al-Dulaimi A.; Quan Z.|Digital Twins Based Intelligent State Prediction Method for Maneuvering-Target Tracking|2023|Scopus|IEEE Journal on Selected Areas in Communications|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85169664472&doi=10.1109%2fJSAC.2023.3310109&partnerID=40&md5=980c696218d20e2ce5a345df32f5b0b5|10.1109/JSAC.2023.3310109|Maneuvering-Target tracking has always been an important and challenge work because the unknown and changeable motion-models can easily lead to the failure of model-driven target tracking. Recently, many neural network methods are proposed to improve the tracking accuracy by constructing direct mapping relationships from noisy observations to target states. However, limited by the coverage of training data, those data-driven methods suffer other problems, such as weak generalization abilities and unstable tracking effects. In this paper, a digital twin system for maneuvering-Target tracking is built, and all kinds of simulated data are created with different motion-models. Based on those data, the features of noisy observations and their relationship to target states are found by two specially designed neural networks: one eliminates the observation noises and the other one predicts the target states according to the noise-limited observations. Combining the above two networks, the state prediction method is proposed to intelligently predict targets by understanding the information of motion-model hidden in noisy observations. Simulation results show that, in comparison with the state-of-The-Art model-driven and data-driven methods, the proposed method can correctly and timely predict the motion-models, increase the tracking generalization ability and reduce the tracking root-mean-squared-error by over 50% in most of maneuvering-Target tracking scenes.  Â© 1983-2012 IEEE.||
|David I.; Archambault P.; Wolak Q.; Vu C.V.; Lalonde T.; Riaz K.; Syriani E.; Sahraoui H.|Digital Twins for Cyber-Biophysical Systems: Challenges and Lessons Learned|2023|Scopus|Proceedings - ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems, MODELS 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182219509&doi=10.1109%2fMODELS58315.2023.00014&partnerID=40&md5=e5562b64217211dfbc503c28b048c9f6|10.1109/MODELS58315.2023.00014|Digital twinning is gaining popularity in domains outside of traditional engineered systems, including cyber-physical systems (CPS) with biological modalities, or cyber-biophysical systems (CBPS) in short. While digital twinning has well-established practices in CPS settings, it raises special challenges in the context of CBPS. In this paper, we identify such challenges and lessons learned through an industry case of a digital twin for CBPS in controlled environment agriculture.  Â© 2023 IEEE.||
|Heithoff, M; Hellwig, A; Michael, J; Rumpe, B|Digital Twins for Sustainable Software Systems|2023|IEEE|2023 IEEE/ACM 7TH INTERNATIONAL WORKSHOP ON GREEN AND SUSTAINABLE SOFTWARE, GREENS||10.1109/GREENS59328.2023.00010|Sustainable software systems aim to create resource-efficient software products and reduce the carbon impact of applications. Current approaches for sustainability assessment of software are either only focused on their operation or rely on methods in their engineering. More holistic approaches for sustainable software system spanning are missing. Thus, we are interested in the engineering of sustainable software systems together with the monitoring of their sustainability goals over their whole lifetime. Within this paper, we suggest using digital twins to accompany software systems in all life cycle phases with a specific focus on using model-driven engineering methods for the creation of applications. We can generate accompanying digital twins which share relevant models and data with the actual system and provide services for the assessment of sustainability indicators. In the long run, this provides us with better assessment options for software systems.||
|Vasumathi M.T.; Khan A.; Sadasivan M.; Ramamoorthy U.|Digital Twinsâ€”A Futuristic Trend in Data Science, Its Scope, Importance, and Applications|2023|Scopus|Lecture Notes in Networks and Systems|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168764955&doi=10.1007%2f978-981-99-1745-7_58&partnerID=40&md5=889594e50450b2541e73e22723a866d5|10.1007/978-981-99-1745-7_58|Digital Twins is a prospective technology that is emerging in the data science domain. It is the concept of creating a virtual equivalent of a real-world object that exists parallelly in the real world. With the application of real-world data, a computer program can create a simulated model that can predict or understand the working of a product or a process that may not even be present in the physical world. In short, digital twinning is a digital equivalent of any real-world object, phenomenon, or utility. A digital twin is a model driven by the Internet of Things application and it can be employed to assess the current status of the object in concern and also to forecast its future condition, controlling the behavior and optimizing its performance. Digital Twins Technology has already found its applications in the field of manufacturing, healthcare, automobile, retailing, restaurant management, smart cities, etc. This paper brings a brief insight into this emerging technology, its importance, where it can be employed and its scope in the future. Â© 2023, The Author(s), under exclusive license to Springer Nature Singapore Pte Ltd.||
|Chen X.; Kang E.; Shiraishi S.; Preciado V.M.; Jiang Z.|Digital behavioral twins for safe connected cars|2018|Scopus|Proceedings - 21st ACM/IEEE International Conference on Model Driven Engineering Languages and Systems, MODELS 2018|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056832496&doi=10.1145%2f3239372.3239401&partnerID=40&md5=d81022525098f2157667a909ebcd1a76|10.1145/3239372.3239401|Driving is a social activity which involves endless interactions with other agents on the road. Failing to locate these agents and predict their possible future actions may result in serious safety hazards. Traditionally, the responsibility for avoiding these safety hazards is solely on the drivers. With improved sensor quantity and quality, modern ADAS systems are able to accurately perceive the location and speed of other nearby vehicles and warn the driver about potential safety hazards. However, accurately predicting the behavior of a driver remains a challenging problem. In this paper, we propose a framework in which behavioral models of drivers (Digital Behavioral Twins) are shared among connected cars to predict potential future actions of neighboring vehicles, therefore improving the safety of driving. We provide mathematical formulations of models of driver behavior and the environment, and discuss challenging problems during model construction and risk analysis. We also demonstrate that our digital twins framework can accurately predict driver behaviors and effectively prevent collisions using a case study in a virtual driving simulation environment. Â© 2018 Association for Computing Machinery.||
|Barat S,Kulkarni V,Clark T,Barn B|Digital twin as risk-free experimentation aid for techno-socio-economic systems|2022|Association for Computing Machinery|Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems|https://doi.org/10.1145/3550355.3552409;http://dx.doi.org/10.1145/3550355.3552409|10.1145/3550355.3552409|Environmental uncertainties and hyperconnectivity force technosocio-economic systems to introspect and adapt to succeed and survive. Current practices in decision-making are predominantly intuition-driven with attendant challenges for precision and rigor. We propose to use the concept of digital twins by combining results from Modelling & Simulation, Artificial Intelligence, and Control Theory to create a risk free 'in silico' experimentation aid to help: (i) understand why a system is the way it is, (ii) be prepared for possible outlier conditions, and (iii) identify plausible solutions for mitigating the outlier conditions in an evidence-backed manner. We use reinforcement learning to systematically explore the digital twin solution space. Our proposal is significant because it advances the effective use of digital twins to new problem domains that have new potential for impact. Our approach contributes an original meta model for simulatable digital twin of industry scale techno-socioeconomic systems, agent-based implementation of the digital twin, and an architecture that serves as a risk-free experimentation aid to support simulation-based evidence-backed decision-making. We also discuss the rigor of our validation of the proposed approach and associated technology infrastructure through a representative sample of industry-scale real-world use cases.|simulatable model, digital twin, decision making, agent model|MODELS '22
|Zhou S.; Guo S.; Du B.; Wang L.; Guo J.; Li Y.; Peng Z.; Yu L.|Digital twin model construction method of water treatment plant; [å‡€æ°´åŽ‚æ•°å­—å­ªç”Ÿæ¨¡åž‹æž„å»ºæ–¹æ³•ç ”ç©¶ä¸Žå®žè·µ]|2023|Scopus|Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85177975158&doi=10.13196%2fj.cims.2023.06.007&partnerID=40&md5=aa51fb89c2bb843f9f648fc18063543c|10.13196/j.cims.2023.06.007|To establish the digital twin model of water treatment plant, a digital twin model construction method was proposed based on five-dimension digital twin model with considering the whole water treatment process. In the proposed construction method, the multi-level digital twin geometric model was carried out to digitally present the whole elements of water treatment plant and their relationships. The digital twin information model was established with these technologies of device identifier resolution, data collection, semantic description and finite state machine, so as to ensure the mapping and digital representation between physical world and digital space. The digital twin decision-making model was built with mechanism and intelligent model-driven hybrid frame work to describe the operation mechanism and law in water treatment plant. The integratnd platform was developed, which verified the effectiveness of the proposed method, and provided an effective reference for the realization of digital twin modeling of water treatment plant. Â© 2023 CIMS. All rights reserved.||
|Liu J.; Ji Q.; Zhang X.; Chen Y.; Zhang Y.; Liu X.; Tang M.|Digital twin model-driven capacity evaluation and scheduling optimization for ship welding production line|2023|Scopus|Journal of Intelligent Manufacturing|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172089441&doi=10.1007%2fs10845-023-02212-2&partnerID=40&md5=140a57f445c4e60b26092599d3cdb0f7|10.1007/s10845-023-02212-2|Approximately 45% of ship delivery delays are due to welding quality. To solve the problematic control of production tempo and process sequence optimization in the welding process, it is urgent to combine the characteristics of the digital twin for dynamic simulation and optimization. Therefore, the capacity evaluation and scheduling optimization for the ship welding production line (WPL) based on the digital twin is proposed. Firstly, to describe the construction method of the digital twin model and digital twin data, a strategy is proposed for the construction of a digital twin ship component WPL model. Based on the fusion mapping of model and data, the construction of the digital twin model for WPL (DTM-WPL) is achieved. Secondly, by using equipment failure rate, processing time and buffer capacity as evaluation indicators, an WPL optimization model based on digital twins is constructed to solve the WPL production sequencing problem. Thirdly, to illustrate the welding quality traceability and prediction process, a DTM-WPL synchronous mapping for quality prediction and adjustment method is proposed. Finally, taking small and medium-sized WPL as the research object, the capacity evaluation and scheduling optimization system of ship components is developed to evaluate the production capacity of ship components. The validation results indicate that the optimized process scheme has increased production efficiency by 7.27%. Â© 2023, The Author(s), under exclusive licence to Springer Science+Business Media, LLC, part of Springer Nature.||
|Huang J.; Shi J.; Yi Y.; Xu H.; Yan Y.; Liu J.; Liu X.|Digital twin synchronization method and system implementation for micro-assembly unit; [é¢å‘å¾®ç»„è£…å•å…ƒçš„æ•°å­—å­ªç”ŸåŒæ­¥æ–¹æ³•åŠç³»ç»Ÿå®žçŽ°]|2021|Scopus|Jisuanji Jicheng Zhizao Xitong/Computer Integrated Manufacturing Systems, CIMS|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85103512708&doi=10.13196%2fj.cims.2021.02.009&partnerID=40&md5=1c290afce4cad5e3d61d3abaecef224f|10.13196/j.cims.2021.02.009|To solve the difficulties of data processing and equipment information control in the current digital transformation of the micro-assembly production line, a digital twin system architecture of micro-assembly production unit was designed. A twin synchronization method of four-dimensional fusion model based on real-time production data was proposed. The concept of twin synchronization was explained from behavior real-time mapping, state real-time mapping and action real-time mapping. The key implementation technologies for twin synchronization such as multi-source heterogeneous data classification, cleaning and analysis and four-dimensional fusion model driven by real-time production data were elaborated in detail. Meanwhile, the prototype system was designed and developed, and the effectiveness of the proposed method was verified by a practical case study. The result provided a solution for the realization of digital twin in the micro-assembly production line. Â© 2021, Editorial Department of CIMS. All right reserved.||
|Ariyachandra M.R.M.F.; Brilakis I.|Digital twinning of railway overhead line equipment from airborne lidar data|2020|Scopus|Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85109386082&partnerID=40&md5=940c8c20ce414d06b3f44db3438397f1||The automated generation of geometry-only digital twins of Overhead Line Equipment (OLE) system in existing railways from point clouds is an unsolved problem. Currently, this process is highly reliant upon manual inputs, needing 10 times more labour hours than scanning the physical asset. The resulting modelling cost counteracts the expected benefits of the digital twin. We tackle this challenge using a novel model-driven method that exploits the highly regulated and standardised nature of railways. It starts by restricting the search for OLE elements relative to point clusters of the railway masts. The resulting point clusters of the OLE elements are then converged with various parametric models of different catenary configurations to verify the presence of OLE elements and to find the best possible fit. The method outputs a geometry-only digital twin of the OLE system in Industry Foundation Classes (IFC) format. The method was tested on an 18 km railway point cloud and achieves overall detection rates of 93.2% F1 score for OLE cables and 98.1% F1 score for other OLE elements. The accuracy of the generated model is evaluated using distance-based metrics between the ground truth model and the automated model. The average modelling distance is 3.82 cm Root Mean Square Error (RMSE) for all 18 km data. Â© 2020 Proceedings of the 37th International Symposium on Automation and Robotics in Construction, ISARC 2020: From Demonstration to Practical Use - To New Stage of Construction Robot. All rights reserved.||
|Ejersbo H.; Lausdahl K.; Frasheri M.; Esterle L.|Dynamic Runtime Integration of New Models in Digital Twins|2023|Scopus|ICSE Workshop on Software Engineering for Adaptive and Self-Managing Systems|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159598859&doi=10.1109%2fSEAMS59076.2023.00016&partnerID=40&md5=c6c1e5ab30ae900b85c37687674b30d0|10.1109/SEAMS59076.2023.00016|The development of cyber-physical systems is heavily relying on model-driven approaches. After deployment, these models can be utilised in a Digital Twin setting, acting as virtual replicas of the physical components and reflecting the behaviour of the running system in real-time. Complex systems often consist of numerous models interacting with each other and individual models may need to be updated after deployment. This means that new models need to be integrated and swapped during runtime without interrupting the running system. In this paper, we propose an approach for model-based Digital Twins to replace individual models without stopping or halting the operation of a cyber-physical system. Furthermore, our approach allows to replace not only individual models, but also update the overall structure of the interaction of models in the Digital Twin setting. The use of the proposed mechanism is illustrated through two case-studies with an agricultural robot prototype.  Â© 2023 IEEE.||
|Boronat A.|EMF-Syncer: scalable maintenance of view models over heterogeneous data-centric software systems at run time|2023|Scopus|Software and Systems Modeling|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85161725094&doi=10.1007%2fs10270-023-01111-7&partnerID=40&md5=79888ae7923a04e8a230768afb3ac79f|10.1007/s10270-023-01111-7|With the increasing presence of cyber-physical systems (CPSs), like autonomous vehicle systems and digital twins, the future of software engineering is predicated on the importance of designing and developing data-centric software systems that can adapt intelligently at run time. CPSs consist of complex heterogeneous software components. Model-driven engineering advocates using software models to tame such complexity, capturing the relevant design concerns of such systems at different levels of abstraction. Yet most of the existing CPSs are engineered without considering MDE practices and tools, facing fundamental challenges when working with data: monitoring the program data at run time, syncing updates between program and model, dealing with heterogeneous data sources, and representing such observed data at run time to facilitate automated analysis. In this work, we introduce the notion of view models to explicitly represent parts of the domain knowledge implicitly embedded in the source code of a software system. This notion is equipped with a scalable bidirectional syncing mechanism that extracts view model instances from program snapshots at run time. The syncing mechanism is proposed from a conceptual point of view, independently of specific implementations and supports incremental view model update and view model maintenance. We show how this syncing mechanism is flexible enough to facilitate the non-intrusive adoption of MDE technology over existing MDE-agnostic heterogeneous data-centric systems. We study the run-time cost implied by the EMF-Syncer , the tool implementing this syncing mechanism for Java applications and view models atop the eclipse modeling framework (EMF) when executing data analytic and transformation tasks over large volumes of data in the presence of data updates at run time. An empirical evaluation of the EMF-Syncer has been conducted with an industry-targeted benchmark for decision support systems, analyzing performance and scalability. The novel syncing mechanism enables new opportunities to adopt MDE technology in heterogeneous data-centric systems. Â© 2023, The Author(s).||
|Clarke D.|Eastern Promise? Marco Polo and the Role of Medieval Drama in Netflixâ€™s Strategy for Development in East Asia|2022|Scopus|Streaming and Screen Culture in Asia-Pacific|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163438500&doi=10.1007%2f978-3-031-09374-6_6&partnerID=40&md5=5a06774bdd50ba0e2fb383fc549f353c|10.1007/978-3-031-09374-6_6|Digital engineering will be the enabling technology to enable digital threads and digital twins, which in turn pave the way for the use of artificial intelligence technologies. Model-based engineering (MBE) is a kind of digital engineering combining product lifecycle management and model-based systems engineering approaches. The abstract syntax defines the model elements and the structure of the modeling language. The system model must provide different views for the different stakeholder concerns. Typically, at least one view is a text document. Other views could be, for example, a set of SysML diagrams, or spreadsheets, or slide presentations. Model Driven Architecture defines three model levels: computational-independent model, platform-independent model, and platform-specific model. CIM focusses on the domain and the language of the stakeholders. Typical artifacts of a CIM are use cases and texts. Â© The Editor(s) (if applicable) and The Author(s), under exclusive licence to Springer Nature Switzerland AG 2022, corrected publication 2022.||
|H. Farooq; J. Forgeat; S. Bothe; M. Bouton; P. Karlsson|Edge-distributed Coordinated Hyper-Parameter Search for Energy Saving SON Use-Case|2022|IEEE|2022 IEEE International Conference on Communications Workshops (ICC Workshops)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9814498|10.1109/ICCWorkshops53468.2022.9814498|Energy Efficient operation of ultra-dense hetero-geneous network deployments is a big challenge for mobile networks. AI-assisted energy saving is one of the potential self-organizing network use cases for radio access network intelli-gence that can be used to predict the service load. This prediction can in turn be leveraged for proactively turning OFF/ON the capacity booster small cells within the coverage of always ON macro cells. These ML workloads can reside in macro cell base stations as opposed to conventional cloud-centric architecture to meet beyond 5G ambitious requirements of ultra-low latency, highest reliability, and scalability. However, the power-hungry hyperparameter search of ML workloads distributed at edges of the radio access network is a major challenge that can have substantial effect on the overall energy -efficiency of the network. In this paper, we illustrate how coordinated efficient training of distributed edge- ML models driven energy saving functions can enhance network energy efficiency. We validate the proposed method through a data-driven simulation methodology augmenting real traffic traces and comparing it with variants of legacy edge-ML hyper-parameter search techniques.||
|B. Schuerrle; P. Grimmeisen; J. Pfeiffer; T. Zimmermann; A. Morozov; A. Wortmann|Educating Future Software Engineers for Industrial Robotics|2023|VDE|ISR Europe 2023; 56th International Symposium on Robotics|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10363069||The industrial robotics landscape is drastically changing in recent years. New concepts, such as Industry 4.0, Industry 5.0, Software-Defined Manufacturing, IoT, and rapid development of AI require the changes in the education of the future engineers, especially IT specialist responsible for the software part of industrial robots. This paper presents two connected robotics education factories aimed at teaching key concepts in robotics, artificial intelligence, human-robot interaction, Internet of Things (IoT), digital twins, model-driven software engineering, and risk analysis. The factories serve as an educational platform for students and professionals alike, enabling them to learn practical experience in designing, developing, and testing robotics software engineering methods in a safe and controlled environment. The factories are equipped with multiple sensors, actuators, and controllers that facilitate the integration of different technologies, enabling learners to work on scenarios that simulate real-world industrial processes. This paper introduces (i) seven educational goals that are crucial for modern and future robotic software engineers, (ii) architectures of the model factories and their components, and (iii) the underlying pedagogical approach, highlighting the importance of interdisciplinary collaboration. The paper concludes by discussing the potential of the factories to foster innovation and drive economic growth by equipping learners with the skills and knowledge needed to succeed in the digital economy.||
|Braunisch N.; Ristin-Kaufmann M.; Lehmann R.; Wollschlaeger M.; Van De Venn H.W.|Empowering Industry 4.0 with Generative and Model-Driven SDK Development|2023|Scopus|IECON Proceedings (Industrial Electronics Conference)|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179504412&doi=10.1109%2fIECON51785.2023.10312302&partnerID=40&md5=8ba27f50e9562ee06bd2a0f3c135c032|10.1109/IECON51785.2023.10312302|Industry 4.0 developers need high-quality libraries in their preferred programming languages to efficiently and ergonomically create, edit and exchange digital twins as Asset Administration Shell (AAS). Existing specifications of the AAS can not be directly translated into programming code. This leads to many, often manual, re-implementations of the AAS in different projects and programming languages. We present an approach for automatic generation of software libraries based on the formalized AAS meta-model. This shows that the development with our approach is 5Ã— faster for a new language and 10Ã— faster for a new version of the AAS meta-model, respectively. Â© 2023 IEEE.||
