sep=|
ID|Authors|Title|Publication year|Publisher|Proceedings title|URLs|DOI|Abstract|Keywords|Series
|Ibrahim M.; Raja H.A.; Rassolkin A.; Vaimann T.; Kallaste A.|An EV-Traction Inverter Data-Driven Modelling for Digital Twin Development|2023|Scopus|2023 23rd International Scientific Conference on Electric Power Engineering, EPE 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164770178&doi=10.1109%2fEPE58302.2023.10149230&partnerID=40&md5=a8f3bbaa51fd429ae62b44cf1b9b5544|10.1109/EPE58302.2023.10149230|Digital Twin (DT) technology has achieved a significant breakthrough in the development of numerous applications, including electric vehicles (EVs). This technique involves the creation of a virtual version of a real object, utilizing simulation and optimization tools with real data to optimize its functioning. The traction inverter is considered the brain of the EV drive system, as it controls the power flow between the battery and the electric motor. It converts the DC voltage from the battery into AC voltage and adjusts the frequency and amplitude to control the speed and torque of the motor. This research work presents the DT modelling procedures of an EV traction inverter. The basic principles of DT are discussed, and the model-driven DT modelling technique is compared to the data-driven. The motor-drive physical model (test bench) is provided. A data-driven model of the inverter was generated using a nonlinear regression-based artificial neural network ANN. Historical data from experimental tests were used as a modeling reference. The obtained results from the data-driven model achieved high prediction accuracy.  Â© 2023 IEEE.||
|A. Khandoker; S. Sint; M. Wimmer; K. Zeman|An Interdisciplinary Course on Model-Based Systems Engineering|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350649|10.1109/MODELS-C59198.2023.00033|Model-Based Systems Engineering (MBSE) has emerged as a promising approach to design and develop complex engineering systems. Its adoption is steadily increasing in various industries and along additional system life cycle phases, showcasing its potential to enhance system development processes, to improve overall system performance, to support traceability, safety & security, maintenance, condition monitoring, upcycling, recycling, and even circular economy. As MBSE is becoming more prevalent in several industries, it is crucial to incorporate MBSE education into engineering curricula to prepare future engineers with the necessary knowledge, methods, skills, and tools. In this paper, we present our interdisciplinary MBSE course at Johannes Kepler University in Linz and further explore the challenges and opportunities of the current state of MBSE education for the effective integration of MBSE into engineering education.||
|Zhou Y.; Zhou G.; Zhang C.|An Optimal Operation Control Framework for Digital Twin Manufacturing Cell|2023|Scopus|Procedia CIRP|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173583194&doi=10.1016%2fj.procir.2023.06.058&partnerID=40&md5=bbffeef292d3233688e758d628f7f541|10.1016/j.procir.2023.06.058|Digital workshop is a new application of digital twin combined with discrete manufacturing workshop, which can completely improve the perception level of production status by synchronizing virtual workshop and physical workshop production behavior. To improve the level of operation control in the manufacturing process of digital twin workshop, this paper takes autonomous manufacturing cell as implementation scenario and proposes a data and model-driven framework for digital twin manufacturing cell (DTMC), which could support manufacturing cell optimal operation control by a completely modelling, perceiving and controlling strategy. In addition, three key enabling technologies including manufacturing cell production model, dynamic production status perception, disturbance optimal operation control strategy for supporting the optimal framework are analyzed. Then, an experimental test bed of DTMC is highlighted through a thus constructed production model of machine tool, robots, AGV, and workpiece. Finally, benefits of proposed framework and its current challenges are summarized. Â© 2023 Elsevier B.V.. All rights reserved.||
|Guo, JX; Zhao, DL; Gu, CX; Chen, X; Zhang, XL; Ju, MC|An enhanced state-aware model learning approach for security analysis in lightweight protocol implementations|2024||JOURNAL OF CLOUD COMPUTING-ADVANCES SYSTEMS AND APPLICATIONS||10.1186/s13677-024-00593-0|Owing to the emergence and rapid advances of new-generation information and digitalization technologies, the concept of model-driven digital twin has received widespread attentions and is developing vigorously. Driven by data and simulators, the digital twin can create the virtual twins of physical objects to perform monitoring, simulation, prediction, optimization, and so on. Hence, the application of digital twin can increase efficiency and security of systems by providing reliable model and decision supports. In this paper, we propose a state-aware model learning method to simulate and analyze the lightweight protocol implementations in edge/cloud environments. We introduce the data flow of program execution and network interaction inputs/outputs (I/O) into the extended finite state machine (EFSM) to expand the modeling scope and insight. We aim to calibrate the states and construct an accurate state-machine model using a digital twin based layered approach to reasonably reflect the correlation of a device's external behavior and internal data. This, in turn, improves our ability to verify the logic and evaluate the security for protocol implementations. This method firstly involves instrumenting the target device to monitor variable activity during its execution. We then employ learning algorithms to produce multiple rounds of message queries. Both the I/O data corresponding to these query sequences and the state calibration information derived from filtered memory variables are obtained through the mapper and execution monitor, respectively. These two aspects of information are combined to dynamically and incrementally construct the protocol's state machine. We apply this method to develop SALearn and evaluate the effectiveness of SALearn on two lightweight protocol implementations. Our experimental results indicate that SALearn outperforms existing protocol model learning tools, achieving higher learning efficiency and uncovering more interesting states and security issues. In total, we identified two violation scenarios of rekey logic. These situations also reflect the differences in details between different implementations.||
|H. Eichelberger; C. NiederÃ©e|Asset Administration Shells, Configuration, Code Generation: A power trio for Industry 4.0 Platforms|2023|IEEE|2023 IEEE 28th International Conference on Emerging Technologies and Factory Automation (ETFA)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10275339|10.1109/ETFA54631.2023.10275339|"The development of intelligent solutions for manufacturing is a challenging task. Industry 4.0 platforms can provide a unifying layer here. However, flexible AI support, openness for evolving service and components from different vendors and adaptability to the diverse and changing requirements is required from such a platform to boost IIoT development. For this purpose, our approach combines - as a ""power trio"" - (1) wide use of Asset Administration Shells (AAS) for targeting device, component and service heterogeneity, with (2) configuration support for dealing with the diverse and changing requirements and (3) code generation for cost-effective creation of customer specific platform instances, AAS and AI-based Industry 4.0 applications on top of the IIP-Ecosphere platform. The platform has been implemented based on vertically scaled AAS and evaluated with two Industry 4.0 demonstrators. In this context, we discuss the experiences we made with our approach."||
|Schade S.; Ogilvie L.A.; Kessler T.; SchÃ¼tte M.; Wierling C.; Lange B.M.; Lehrach H.; Yaspo M.-L.|AÂ data- and model-driven approach for cancer treatment. German version; [Ein daten- und modellgesteuerter Ansatz zur Behandlung maligner Tumoren]|2019|Scopus|Onkologe|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070840995&doi=10.1007%2fs00761-019-00652-1&partnerID=40&md5=74617799c01f82fa2fdfbd826c42dcbc|10.1007/s00761-019-00652-1|We are unique and so are our diseases. Our genomes, disease histories, behavior, and lifestyles are all different. It is not too surprising, therefore, that we often respond differently to the drugs we receive. Cancer, in particular, is aÂ complex and heterogeneous disease, originating in patients with different genomes, in cells with different epigenomes, formed and evolving on the basis of random processes, with the response to therapy not only depending on the individual cancer cell but also on many features of the patient. Selection of an optimal therapy will therefore require aÂ deep molecular analysis comprising both the patient and their tumor (e.g., comprehensive molecular tumor analysis [CMTA]), and much better personalized prediction of response to possible therapies. Currently, we are at an inflection point in which advances in technology, decreases in the costs of sequencing and other molecular analyses, and increases in computing power are converging, forming the foundation to build aÂ data-driven approach to personalized oncology. Here, we discuss the deep molecular characterization of individual tumors and patients as the basis of not only current precision oncology but also of computational models (â€˜digital twinsâ€™), forming the foundation of aÂ truly personalized therapy selection of the future. Â© 2019, The Author(s).||
|Fend A.; Bork D.|CPSAML: A Language and Code Generation Framework for Digital Twin based Monitoring of Mobile Cyber-Physical Systems|2022|Scopus|Proceedings - ACM/IEEE 25th International Conference on Model Driven Engineering Languages and Systems, MODELS 2022: Companion Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142923460&doi=10.1145%2f3550356.3563134&partnerID=40&md5=2c8ccd06abfc9e941254c0b84c65d38a|10.1145/3550356.3563134|Cyber-physical systems (CPS) are finding increasing use, whether in factories, autonomous vehicles, or smart buildings. Monitoring the execution of CPSs is crucial since CPSs directly influence their physical environment. Like the actual system, the monitoring application must be designed, developed, and tested. Mobile CPSs, in contrast to stationary CPSs, bring the additional requirement that instances can dynamically join, leave, or fail during execution time. This dynamic behavior must also be considered in the monitoring application. This paper presents CPSAML, a language and code generation framework for the model-driven development of mobile CPS systems, including a cockpit application for monitoring and interacting with such a system. The pipeline starts with the formulation of the system and the CPSs it contains at an abstract level by the system architect using a domain-specific modeling language. Next, this model is transformed into SysML 2 for further extension and richer specificity by system engineers on a more technical level. In the last step of the pipeline, the SysML 2 model is used to generate code for the CPS devices, a system-wide digital twin, and the cockpit application mentioned above. This cockpit enables the operator to configure and apply the monitoring and interaction with the system during runtime. We evaluate our CPSAML language and code generation framework on an Indoor Transport System case study with Roomba vacuum cleaner robots. Â© 2022 Owner/Author.||
|Fend A,Bork D|CPSAML: a language and code generation framework for digital twin based monitoring of mobile cyber-physical systems|2022|Association for Computing Machinery|Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings|https://doi.org/10.1145/3550356.3563134;http://dx.doi.org/10.1145/3550356.3563134|10.1145/3550356.3563134|Cyber-physical systems (CPS) are finding increasing use, whether in factories, autonomous vehicles, or smart buildings. Monitoring the execution of CPSs is crucial since CPSs directly influence their physical environment. Like the actual system, the monitoring application must be designed, developed, and tested. Mobile CPSs, in contrast to stationary CPSs, bring the additional requirement that instances can dynamically join, leave, or fail during execution time. This dynamic behavior must also be considered in the monitoring application. This paper presents CPSAML, a language and code generation framework for the model-driven development of mobile CPS systems, including a cockpit application for monitoring and interacting with such a system. The pipeline starts with the formulation of the system and the CPSs it contains at an abstract level by the system architect using a domain-specific modeling language. Next, this model is transformed into SysML 2 for further extension and richer specificity by system engineers on a more technical level. In the last step of the pipeline, the SysML 2 model is used to generate code for the CPS devices, a system-wide digital twin, and the cockpit application mentioned above. This cockpit enables the operator to configure and apply the monitoring and interaction with the system during runtime. We evaluate our CPSAML language and code generation framework on an Indoor Transport System case study with Roomba vacuum cleaner robots.|multi-paradigm modeling, model-driven engineering, digital twin, cyber-physical systems|MODELS '22
|Grimmeisen P.; Wortmann A.; Morozov A.|Case study on automated and continuous reliability assessment of software-defined manufacturing based on digital twins|2022|Scopus|Proceedings - ACM/IEEE 25th International Conference on Model Driven Engineering Languages and Systems, MODELS 2022: Companion Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142927244&doi=10.1145%2f3550356.3561601&partnerID=40&md5=c8ce6a044a6fa5c4c9375d104a524e29|10.1145/3550356.3561601|Traditional production systems are characterized by rare software updates and fixed production lines. Each production unit is designed and programmed for a specific task. Therefore, the reliability assessment is conducted once before the operation, mostly manually, and is based on traditional reliability models, such as event trees, fault trees, or reliability block diagrams. In comparison to traditional production systems, the focus of modern, complex production systems is shifted towards the software part. This is emphasized by the concepts of digital twins and Software-Defined Manufacturing (SDM). These software-intensive and safety-critical systems have more frequent software updates to address higher system flexibility and adjustable production processes. Therefore, SDM systems require a new approach to reliability assessment. Each software update can change the system behavior significantly. This leads to the necessity to reconduct the reliability assessment automatically before each software update. Advanced and hybrid reliability models are the key enabling technology. These models must be automatically generated and synchronized with the available system models and digital twins. Model-To-Model (M2M) transformation methods are another enabling technology. In this paper, we present a case study on automated and continuous reliability assessment of SDM. It shows, that our new method is a suitable candidate to enable the reliability assessment of SDM based on digital twins. The method includes (i) the extension of SysML v2 for reliability assessment, (ii) the automatic generation of hybrid reliability models from the digital twin, and (iii) their reliability assessment with new solvers developed for our OpenPRA framework. Â© 2022 ACM.||
|Bellis S.; Denil J.|Challenges and possible approaches for sustainable digital twinning|2022|Scopus|Proceedings - ACM/IEEE 25th International Conference on Model Driven Engineering Languages and Systems, MODELS 2022: Companion Proceedings|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85142929274&doi=10.1145%2f3550356.3561551&partnerID=40&md5=faef712d2fafeee6c956e2f3f2ad83ee|10.1145/3550356.3561551|The advance in digital twin technology is creating value for lots of companies. We look at the digital twin design and operation from a sustainability perspective. We identify some challenges related to a digital twin's sustainable design and operation. Finally, we look at some possible approaches, grounded in multi-paradigm modelling to help us create and deploy more sustainable twins. Â© 2022 ACM.||
|M. Heithoff; M. Konersmann; J. Michael; B. Rumpe; F. Steinfurth|Challenges of Integrating Model-Based Digital Twins for Vehicle Diagnosis|2023|IEEE|2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C)|https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350439|10.1109/MODELS-C59198.2023.00082|The integration of independently developed digital twins for automotive diagnosis in a service-oriented vehicle architecture into a complex systems-of-systems rises various challenges to be handled. These challenges have to be tackled in detail for each particular domain and technical system architecture. Current research lacks to discuss them for service-oriented vehicle architectures. Within the project AUTOtech.agil, we are developing a digital twin for automotive diagnosis. This paper describes the application scenario, discusses integration challenges in detail and identifies possible mitigation strategies for the challenges. This discussion allows us to identify areas where general mitigation techniques have yet to be found and to extract a concrete roadmap for the automotive diagnosis digital twins.||
|Wrobel G,Scheffler R|Classification and mapping of layout algorithms for usage in graph-like modeling languages|2022|Association for Computing Machinery|Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings|https://doi.org/10.1145/3550356.3561559;http://dx.doi.org/10.1145/3550356.3561559|10.1145/3550356.3561559|Graph-lik>modeling languages (GLML) are important modeling artifacts for software tools that are used in the environment of software and systems engineering, digital twins, and domain-specific modeling. Just as with textual languages, the concrete syntax is the representation of the language elements intended for humans and thus has a decisive influence on the comprehensibility and usability of the language.The concrete syntax of GLML is often defined less precisely or in less detail when designing metamodels. While metamodels can be designed independently or even without concrete syntax, the latter is required for the actual usage of a graphical language. The layout and the interaction support for editing the language elements are commonly delegated to tool development. However, the development of modeling tools focuses on functionality such as model transformation and model execution, disregarding usability and handling. Low user acceptance then leads to niche applications and a limited number of users. The main reason for the lack of support for laying out and editing the language elements are complex integration challenges mainly concerning the development or adaptation of suitable layout procedures for GLML.Some frameworks offer a remedy by providing layout procedures for GLML. However, GLML differ from each other concerning their concrete syntax. Even minor differences in the concrete syntax of two languages can make the desirransferable or only transferable through complex adaptations. Formal methods for matching the concrete syntax of a GLML with existing layout procedures as early as during the development of the language are missing.In this paper, we present a classification scheme for layout procedures for GLML. The classification scheme is based on a classification scheme we developed for the concrete syntax of GLML, and it contains significant features. We define a mapping procedure between the two classifiers. As a result, the mapping decides whether a layout procedure can be used for a GLML. Both the classification scheme and the process of mapping are demonstrated in a real-world example of a technical graphical domain-specific modeling language.The presented approach supports the design of GLML and the tool development for GLML. It can be an important step towards automated tool development.|layout-algorithm reuse, graph-like modeling languages, designing and implementing modeling languages, concrete syntax of modeling languages|MODELS '22
|Wilking F.; Behringer M.; Fett M.; Goetz S.; Kirchner E.; Wartzack S.|Concept of a Modular and System Model Driven Digital Twin for Engineering Education|2023|Scopus|2023 18th Annual System of Systems Engineering Conference, SoSe 2023|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85166734232&doi=10.1109%2fSoSE59841.2023.10178517&partnerID=40&md5=d93cc883617e6d3f4dd5ab047995b383|10.1109/SoSE59841.2023.10178517|Driven by the opportunities for condition monitoring and new business models, Digital Twins have become a popular topic within research and industrial application over the last years. Therefore, universities must integrate the development of Digital Twins into their educational program to enable future engineers to overcome the challenges concomitant with Digital Twins. While a theoretical basis for Digital Twins is crucial e.g., hardware-software integration, Internet of Things (IoT) or simulation models, a practical combination of these heterogeneous components is also necessary to introduce the Digital Twin as a whole concept. With Model-Based Systems Engineering (MBSE) an approach was introduced to grasp complexity by using system models e.g., through SysML diagrams. Digital Twins are an example for advanced systems shaped by high complexity. The usage of system models is therefore likely. With this contribution, a concept is presented to combine system models and Digital Twins to create a prototype for academic education and the conduction of student projects.  Â© 2023 IEEE.||
|Hu, D; Wang, HC; Yang, CL; Wang, BB; Yang, QR; Wang, YY|Construction and verification of dual-fuel engine combustion model|2024||JOURNAL OF THE ENERGY INSTITUTE||10.1016/j.joei.2023.101486|In order to achieve real-time mapping and online optimization of the combustion process of a dual-fuel engine that is in prolonged operation, this paper is the first to combine the Wiebe function with a deep learning neural network to propose a zero-dimensional (0-D) combustion prediction model for a biodiesel-diesel dual-fuel engine. First, the parameters of the double Wiebe functions are calculated by the Pelican Optimization Algorithm (POA), and the operating parameters and Wiebe parameters are used as input and output parameters of neural networks, respectively, to construct parameter identification models. Then, the combustion process is simplified and reconstructed by combining the Wiebe function with the deep learning neural network, and a 0-D prediction model based on the hybrid model-driven and data-driven method is established, which can further obtain combustion results such as cylinder pressure curve and indicated mean effective pressure (IMEP). The results show that the coefficient of determination (R-2) value of the dual-fuel engine 0-D prediction model based on the double Wiebe function combined with POA-CNN-Bi-LSTM is 0.9827, and the model has good prediction accuracy and generalization. The development of the combustion model provides reliable numerical model support for the online evaluation and optimization of dual-fuel engine performance.||
|Hu, D; Wang, HC; Yang, CL; Wang, BB; Duan, BY; Wang, YY; Li, HC|Construction of digital twin model of engine in-cylinder combustion based on data-driven|2024||ENERGY||10.1016/j.energy.2024.130543|Optimizing the combustion process by predicting combustion parameters during prolonged engine operation is crucial for engine maintenance. This study presents a zero-dimensional (0-D) prediction model that integrates the advantages of model-driven and data-driven approaches. Initially, the snake optimization algorithm (SO) is employed to address the challenges related to low parameter fitting accuracy and multiple solutions in calculating Wiebe parameters. Subsequently, a convolutional neural network-bidirectional long short-term memory neural network (CNN-Bi-LSTM) is devised to establish a nonlinear correlation between operating parameters and Wiebe parameters. The structural parameters of CNN-Bi-LSTM are then optimized using the SO algorithm (SO-CNN-Bi-LSTM). Ultimately, a 0-D prediction combustion model is formulated by amalgamating the Wiebe function with the neural network, enabling real-time prediction of combustion results and generalization analysis of prediction performance under non-calibrated conditions. The findings demonstrate that the combustion model exhibits heightened accuracy, thereby establishing a robust technical foundation for the development of a digital twin in the engine combustion process.||
|Stieß S,Becker S,Ege F,Höppner S,Tichy M|Coordination and explanation of reconfigurations in self-adaptive high-performance systems|2022|Association for Computing Machinery|Proceedings of the 25th International Conference on Model Driven Engineering Languages and Systems: Companion Proceedings|https://doi.org/10.1145/3550356.3561555;http://dx.doi.org/10.1145/3550356.3561555|10.1145/3550356.3561555|Self-adaptive systems that modify their architecture to achieve different Service Level Objectives (SLOs) are becoming well-established parts of a company's portfolio. Current systems however do a poor job of coordinating the underlying rules and explaining the system's behavior to developers. This negatively impacts a system's performance due to behaving in unintended and hard-to-comprehend ways.In this vision paper, we introduce an approach that intends to alleviate these problems, for the use-case of high-performance cloud clusters, through the use of a cyber-cyber digital twin based on the Palladio ecosystem. The conceived digital twin allows for several functions that are unexplored in literature so far: the combination of design time analysis with explainability, use of state-space prediction bounded by likelihood, and explanation of non-applicability. This is achieved through a digital twin performing three main activities:1) The predicting activity predicts system performance along several potential paths.2) The planning activity analyzes reconfiguration rules and predicted system behavior to produce reconfiguration plans that try to optimally utilize available resources and achieve all SLOs without unintended interactions between the execution of rules.3) The explaining activity processes all artifacts produced during system simulation time or runtime to provide comprehensive visualizations to developers.We explain how each activity is performed and what models it processes and produces based on a running example.|self-adaptive system, reconfiguration coordination, palladio, explainability, digital twin, cyber-cyber digital twin|MODELS '22
|Gutierrez-Franco, E; Mejia-Argueta, C; Rabelo, L|Data-Driven Methodology to Support Long-Lasting Logistics and Decision Making for Urban Last-Mile Operations|2021||SUSTAINABILITY||10.3390/su13116230|Last-mile operations in forward and reverse logistics are responsible for a large part of the costs, emissions, and times in supply chains. These operations have increased due to the growth of electronic commerce and direct-to-consumer strategies. We propose a novel data- and model-driven framework to support decision making for urban distribution. The methodology is composed of diverse, hybrid, and complementary techniques integrated by a decision support system. This approach focuses on key elements of megacities such as socio-demographic diversity, portfolio mix, logistics fragmentation, high congestion factors, and dense commercial areas. The methodological framework will allow decision makers to create early warning systems and, with the implementation of optimization, machine learning, and simulation models together, make the best utilization of resources. The advantages of the system include flexibility in decision making, social welfare, increased productivity, and reductions in cost and environmental impacts. A real-world illustrative example is presented under conditions in one of the most congested cities: the megacity of Bogota, Colombia. Data come from a retail organization operating in the city. A network of stakeholders is analyzed to understand the complex urban distribution. The execution of the methodology was capable of solving a complex problem reducing the number of vehicles utilized, increasing the resource capacity utilization, and reducing the cost of operations of the fleet, meeting all constraints. These constraints included the window of operations and accomplishing the total number of deliveries. Furthermore, the methodology could accomplish the learning function using deep reinforcement learning in reasonable computational times. This preliminary analysis shows the potential benefits, especially in understudied metropolitan areas from emerging markets, supporting a more effective delivery process, and encouraging proactive, dynamic decision making during the execution stage.||
|Gutierrez-Franco E.; Mejia-Argueta C.; Rabelo L.|Data-driven methodology to support long-lasting logistics and decision making for urban last-mile operations|2021|Scopus|Sustainability (Switzerland)|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107990882&doi=10.3390%2fsu13116230&partnerID=40&md5=aa12b51bd93637850be01162551d001c|10.3390/su13116230|Last-mile operations in forward and reverse logistics are responsible for a large part of the costs, emissions, and times in supply chains. These operations have increased due to the growth of electronic commerce and direct-to-consumer strategies. We propose a novel data-and model-driven framework to support decision making for urban distribution. The methodology is composed of diverse, hybrid, and complementary techniques integrated by a decision support system. This approach focuses on key elements of megacities such as socio-demographic diversity, portfolio mix, logistics fragmentation, high congestion factors, and dense commercial areas. The methodological framework will allow decision makers to create early warning systems and, with the implementation of optimization, machine learning, and simulation models together, make the best utilization of resources. The advantages of the system include flexibility in decision making, social welfare, increased productivity, and reductions in cost and environmental impacts. A real-world illustrative example is presented under conditions in one of the most congested cities: the megacity of Bogota, Colombia. Data come from a retail organization operating in the city. A network of stakeholders is analyzed to understand the complex urban distribution. The execution of the methodology was capable of solving a complex problem reducing the number of vehicles utilized, increasing the resource capacity utilization, and reducing the cost of operations of the fleet, meeting all constraints. These constraints included the window of operations and accomplishing the total number of deliveries. Furthermore, the methodology could accomplish the learning function using deep reinforcement learning in reasonable computational times. This preliminary analysis shows the potential benefits, especially in understudied metropolitan areas from emerging markets, supporting a more effective delivery process, and encouraging proactive, dynamic decision making during the execution stage. Â© 2021 by the authors. Licensee MDPI, Basel, Switzerland.||
|Zhao, C; Dai, XY; Lv, YS; Niu, JL; Lin, YL|Decentralized Autonomous Operations and Organizations in TransVerse: Federated Intelligence for Smart Mobility|2023||IEEE TRANSACTIONS ON SYSTEMS MAN CYBERNETICS-SYSTEMS||10.1109/TSMC.2022.3228914|Human and social factors are essential to transportation systems, yet top-down management fails to consider them sufficiently. Consequently, management strategies are not tailored to human needs and are inadequate in providing transportation intelligence. This article investigates a management architecture based on decentralized/distributed autonomous operations/organizations (DAOs) that considers both the technical and societal aspects in our transportation metaverse, TransVerse. This design maps people's transportation needs in physical space to their digital counterparts in cyberspace, utilizing blockchain technology to guarantee the secure exchange of information and ultimately bring about the Internet of Minds (IoM). With the federated intelligence that emerged in IoM, we can devise reliable and prompt traffic decisions by incorporating consensus, community voting, and smart contracts into the organizational, coordination, and execution structure. Details on operational procedures and key technologies are also covered. To demonstrate the efficacy of DAOs-based management, a case study of world model-driven cooperative signal control is provided, indicating its promising application in future transportation management.||
|Wu Y.; Huang Y.; Li X.; Chen Q.; Li Y.; Chang J.|Development and prospect of digital twin model for stray light of spaceborne telescope|2023|Scopus|Proceedings of SPIE - The International Society for Optical Engineering|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178361532&doi=10.1117%2f12.2688626&partnerID=40&md5=abd3bfd179b0a5dec57d34fd34b8dbaf|10.1117/12.2688626|With the continuous deepening of research and development in the field of aerospace, the requirements for aerospace payloads are also increasing. The stray light received by the spaceborne telescope in the space environment will be one of the most important factors affecting its performance. The optical mechanical surface of spaceborne telescope will deviate from the original design due to various objective factors during the whole link process, and the actual optical mechanical surface is not ideal. In order to ensure that it can work normally, it is necessary to simulate and analyze the stray light situation of the whole link. This paper mainly introduces the complex environment and complex characteristics experienced from the ground section to the orbit section, analyzes and summarizes the sources of stray light, and finally proposes a framework for establishing a digital twin model of stray light for spaceborne telescopes. Through data-driven and model-driven methods, finally build a complete set of ground, launch, and in-orbit digital twin models. Â© 2023 SPIE.||
|Chen, XM; Kang, E; Shiraishi, S; Preciado, VM; Jiang, ZH|Digital Behavioral Twins for Safe Connected Cars|2018|ACM|21ST ACM/IEEE INTERNATIONAL CONFERENCE ON MODEL DRIVEN ENGINEERING LANGUAGES AND SYSTEMS (MODELS 2018)||10.1145/3239372.3239401|Driving is a social activity which involves endless interactions with other agents on the road. Failing to locate these agents and predict their possible future actions may result in serious safety hazards. Traditionally, the responsibility for avoiding these safety hazards is solely on the drivers. With improved sensor quantity and quality, modern ADAS systems are able to accurately perceive the location and speed of other nearby vehicles and warn the driver about potential safety hazards. However, accurately predicting the behavior of a driver remains a challenging problem. In this paper, we propose a framework in which behavioral models of drivers (Digital Behavioral Twins) are shared among connected cars to predict potential future actions of neighboring vehicles, therefore improving the safety of driving. We provide mathematical formulations of models of driver behavior and the environment, and discuss challenging problems during model construction and risk analysis. We also demonstrate that our digital twins framework can accurately predict driver behaviors and effectively prevent collisions using a case study in a virtual driving simulation environment.||
|Liu Y.; Liu Y.; Liu G.; Zhao T.; Xu Z.; Yang N.; Jia P.|Digital Twin Conception of Intelligent Operation and Maintenance of Power Transformer; [ç”µåŠ›å˜åŽ‹å™¨æ™ºèƒ½è¿ç»´çš„æ•°å­—å­ªç”Ÿä½“æž„æƒ³]|2023|Scopus|Zhongguo Dianji Gongcheng Xuebao/Proceedings of the Chinese Society of Electrical Engineering|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85174925539&doi=10.13334%2fj.0258-8013.pcsee.221544&partnerID=40&md5=15ed1985e6aa2d9fb28bbd3d2ebdff24|10.13334/j.0258-8013.pcsee.221544|Digital twin is the key technology to realize the digital transformation of power equipment industry and promote the construction of new power system. As important power transmission and transformation equipment, how to build a transformer digital twin and promote the digital and intelligent development of transformers has become a key issue. This paper firstly summarizes the connotation of digital twin and its current research progress in power system, and then it proposes the framework of transformer digital twin system based on the demand of transformer operation and maintenance service as well as gives the realization conception of digital twin for transformer intelligent operation and maintenance by combining the maturity evolution process of digital twin, including five stages which are virtual body characterization, perception interaction, model-driven multi-field calculation, data-driven state analysis and intelligent sharing. For each stage the key technologies and methods of its implementation are analyzed. Finally, the practical application of digital twin of transformer intelligent operation and maintenance is prospected, and the challenges faced in its implementation are summarized. Â©2023 Chin.Soc.for Elec.Eng.||
|Li L.; Mao C.; Sun H.; Yuan Y.; Lei B.|Digital Twin Driven Green Performance Evaluation Methodology of Intelligent Manufacturing: Hybrid Model Based on Fuzzy Rough-Sets AHP, Multistage Weight Synthesis, and PROMETHEE II|2020|Scopus|Complexity|https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089019066&doi=10.1155%2f2020%2f3853925&partnerID=40&md5=051fea69d2766ff5bfd3c07cf05d6124|10.1155/2020/3853925|The design, planning, and implementation of intelligent manufacturing are mainly carried out from the perspectives of meeting the needs of mass customization, improving manufacturing capacity, and innovating business pattern currently. Environmental and social factors should be systematically integrated into the life cycle of intelligent manufacturing. In view of this, a green performance evaluation methodology of intelligent manufacturing driven by digital twin is proposed in this paper. Digital twin framework, which constructs the bidirectional mapping and real-time data interaction between physical entity and digital model, provides the green performance evaluation with a total factor virtual image of the whole life cycle to meet the monitoring and simulation requirements of the evaluation information source and demand. Driven by the digital twin framework, a novel hybrid MCDM model based on fuzzy rough-sets AHP, multistage weight synthesis, and PROMETHEE II is proposed as the methodology for the green performance evaluation of intelligent manufacturing. The model is tested and validated on a study of the green performance evaluation of remote operation and maintenance service project evaluation for an air conditioning enterprise. Testing demonstrates that the proposed hybrid model driven by digital twin can enable a stable and reasonable evaluation result. A sensitivity analysis was carried out by means of 27 scenarios, the results of which showed a high degree of stability.  Â© 2020 Lianhui Li et al.||
