;title;abstract;dc:publisher;prism:aggregationType;prism:publicationName;prism:coverDate;prism:url
60;Challenging Digital Innovation Through the OMiLAB Community of Practice;Digitalization requires cyber-physical ecosystems to achieve the goals of its transformation process, which should be primarily driven by innovation. OMi- LAB (www.omilab.org) supports digital innovation within a community of practice and technical environment, based on a global network of physical laboratory nodes. The Digital Innovation Environment (DiEn) powered by OMiLAB located at industrial and academic organizations responds to digital transformation challenges. It facilitates the co-creation, design, and engineering of early prototypes. Digital innovation is challenged by the OMiLAB community of practice through tool-aided conceptual modelling and elevates model value in domain-specific scenarios and experiments.;Springer International Publishing;Book;Domain-Specific Conceptual Modeling: Concepts, Methods and ADOxx Tools;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85125410078
61;Learning and Becoming Writers: Meaning, Identity, and Epistemology in a Newsroom Community of Practice;This article analyzes a yearlong ethnography of the Southside Free Press, a non-school-affiliated community-based organization that served diverse adolescent staff writers who prepared articles for a monthly newspaper publication. The study employed a perspective of learning as legitimate peripheral participation with/in a newsroom community of practice. Specifically, using Rogoff’s three planes of analysis—apprenticeship, guided participation, and participatory appropriation—demonstrates that the process of becoming staff writers affected their learning and development. Thus, their ongoing participation provided opportunities to come to enact and embody the available meanings, identities, and epistemologies around becoming a staff writer and citizenship.;Routledgeaabs@uw.edu;Journal;Mind, Culture, and Activity;2018-04-03;https://api.elsevier.com/content/abstract/scopus_id/85035118118
62;Design science methodology: For information systems and software engineering;This book provides guidelines for practicing design science in the fields of information systems and software engineering research. A design process usually iterates over two activities: first designing an artifact that improves something for stakeholders and subsequently empirically investigating the performance of that artifact in its context. This validation in context is a key feature of the book - since an artifact is designed for a context, it should also be validated in this context.;Springer Berlin Heidelberg;Book;Design Science Methodology: For Information Systems and Software Engineering;2014-01-01;https://api.elsevier.com/content/abstract/scopus_id/84956782190
63;Industrial Digital Environments in Action: The OMiLAB Innovation Corner;The digital transformation is a global mega trend that is triggered by the evolution of digital technology, that has the potential for every organisation to either optimize their current business via a digital innovation or by transforming the business via digital disruption. The challenge for every organisation is therefore to select and personalise the appropriate digital innovation. There is a plethora of methods and assessment frameworks, here we introduce the OMiLAB Innovation Corner that assists in (1) creating new business, (2) design the organisational model and (3) engineer proof-of-concept prototypes as a “communication media”. The unique value proposition of OMiLAB Innovation Corner is the model-based foundation that supports decision makers in key phases of the innovation. First, the creation of new business models by providing digital design thinking tools is assisted. Second, the design of the digital organisation by providing extended modelling capabilities is supported. Third, a proof-of-concept engineering providing robots and sensors is enabled. We share our practical exeriences by introducing (a) how new business models are created in the H2020 project Change2Twin to help manufacturing SMEs in their digital transformation, (b) how conceptual models are design in the H2020 project BIMERR to create digital twins of renovation processes and (d) how proof-of-concept engineering is performed in the FFG project complAI to analyse different robotic behaviour.;Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Business Information Processing;2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85097098993
64;Conceptual digital twin modeling based on an integrated five-dimensional framework and TRIZ function model;Digital twin represents a fusion of the informational and physical domains, to bridge the material and virtual worlds. Existing methods of digital twin modeling are mainly based on modular representation, which limits guidance of the modeling process. Such methods do not consider the components or operational rules of the digital twin in detail, thereby preventing designers from applying these methods in their fields. With the increasing application of digital twin to various engineering fields, an effective method of modeling a multi-dimensional digital twin at the conceptual level is required. To such an end, this paper presents a method for the conceptual modeling of a digital twin based on a five-dimensional digital twin framework to represent the complex relationship between digital twin objects and their attributes. The proposed method was used to model the digital twin of an intelligent vehicle at the concept level.;Elsevier B.V.;Journal;Journal of Manufacturing Systems;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85089247209
65;Opportunity-led ideation: How to convert corporate opportunities into innovative ideas;Opportunities, that is, action possibilities for innovative business models, goods, services and processes, particularly affect idea generation, which is vital for innovation success. Capitalizing on opportunities requires complementing predominating problem-centred innovation approaches. Despite mature knowledge on idea generation, there is still a limited understanding on how to leverage opportunities. Hence, there is a limited set of methods available that provide formalized guidance. To address this gap, we co-developed an opportunity-led ideation method in an action design research project with one of Australia's leading financial service providers. Thanks to this immersive collaboration, our method reflects not only the intent of researchers and existing knowledge but also the influence and needs of practitioners. Building on established opportunity sources from the literature, this method structures the idea generation stage of the innovation process into the activities initiation, immersion, investigation and integration. The method provides guidance on how to transform opportunities into ideas and presents activities, techniques, tools and roles that are important within the idea generation stage. Our research theoretically extends the understanding of opportunity identification within the front end of innovation. Moreover, it provides insights on balancing formalization and creativity within idea generation. Organizations can use the method as a blueprint to systematically and proactive sense, assess and translate opportunities into ideas.;Life Science Publishing Co. Ltd;Journal;Creativity and Innovation Management;2021-09-01;https://api.elsevier.com/content/abstract/scopus_id/85109396486
66;Model-driven engineering of mediation information system for enterprise interoperability;The MISE approach (mediation information system engineering) aims at defining and designing a platform, dedicated to initiate and support any collaborative situation among potential partners. Collaborative situations may emerge from manufacturing contexts (industrial production partners), economic contexts (supply chain), social contexts (crisis management partners) and any other contexts in which a set of organisations should work altogether to reach common and individual goals, exploiting each others competencies. The MISE approach is based on a model-driven engineering vision (MDE) dedicated to designing a mediation information system (MIS) in charge of improving interoperability in emerging collaborative situations. This MIS is dedicated to supporting the collaborative behaviour of the collaborative network by dealing with exchanged data, shared services and collaborative workflows. The final objective is a mediator system able to manage the operational collaboration of partners, through there information system, without constraint (at least with as less constraint as possible). The MIS design crosses the different abstraction layers of design (business, logical and technological) and exploits the associated models at each level to build the models of the next level. This paper presents the models involved (dedicated to the computer independent model, platform independent model and platform specific model levels of the MDE approach) and the transition mechanisms between levels.;Taylor and Francis Ltd.michael.wagreich@univie.ac.at;Journal;International Journal of Computer Integrated Manufacturing;2018-01-02;https://api.elsevier.com/content/abstract/scopus_id/85029537612
67;Knowledge-driven digital twin manufacturing cell towards intelligent manufacturing;Rapid advances in new generation information technologies, such as big data analytics, internet of things (IoT), edge computing and artificial intelligence, have nowadays driven traditional manufacturing all the way to intelligent manufacturing. Intelligent manufacturing is characterised by autonomy and self-optimisation, which proposes new demands such as learning and cognitive capacities for manufacturing cell, known as the minimum implementation unit for intelligent manufacturing. Consequently, this paper proposes a general framework for knowledge-driven digital twin manufacturing cell (KDTMC) towards intelligent manufacturing, which could support autonomous manufacturing by an intelligent perceiving, simulating, understanding, predicting, optimising and controlling strategy. Three key enabling technologies including digital twin model, dynamic knowledge bases and knowledge-based intelligent skills for supporting the above strategy are analysed, which equip KDTMC with the capacities of self-thinking, self-decision-making, self-execution and self-improving. The implementing methods of KDTMC are also introduced by a thus constructed test bed. Three application examples about intelligent process planning, intelligent production scheduling and production process analysis and dynamic regulation demonstrate the feasibility of KDTMC, which provides a practical insight into the intelligent manufacturing paradigm.;Taylor and Francis Ltd.michael.wagreich@univie.ac.at;Journal;International Journal of Production Research;2020-02-16;https://api.elsevier.com/content/abstract/scopus_id/85065139151
68;LabVIEW Implementation of Tuning PID Controller Using Advanced Control Optimization Techniques for Micro-robotics System;Microparticles have the potentials to be used for many medical purposes in-side the human body such as drug delivery and other operations. This paper attempts to provide a thorough comparison between eight meta-heuristic search algorithms: Sparrow Search Algorithm (SSA), Flower Pollination Algorithm (FPA), Slime Mould Algorithm (SMA), Marine Predator Algorithm (MPA), Multi-Verse Optimizer (MVO) Grey Wolf Optimization (GWO), Sine-Cosine Algorithm (SCA), and Whale Optimization Algorithm (WOA). These approaches were used to calculate the PID controller optimal indicators with the application of different functions, including Integral Absolute Error (IAE), Integral of Time Multiplied by Square Error (ITSE), Integral Square Time multiplied square Error (ISTES), Integral Square Error (ISE), Integral of Square Time multiplied by square Error ( (ISTSE), and Integral of Time multiplied by Absolute Error (ITAE). Every method of controlling was presented in a MATLAB Simulink numerical model, and LABVIEW software was used to run the experimental tests.. It is observed that the GWO technique achieves the highest values of settling error for both simulation and experimental results among other control approaches, while the SSA approach reduces the settling error by 50% compared to former experiments. The results indicate that SSA is the best method among all approaches and that ISTES is the best choice of PID for optimizing the controlling parameters.;International Journal of Mechanical Engineering and Robotics Research;Journal;International Journal of Mechanical Engineering and Robotics Research;2022-09-01;https://api.elsevier.com/content/abstract/scopus_id/85135779877
69;Current software barriers to advanced model-based control design for energy-efficient buildings;Fast and easy advanced model-based control design for energy-efficient multi-zone buildings is crucial for optimal energy savings, and this strongly depends on the availability and capability of advanced simulation and control design software and tools. In this paper, first a state-of-the-art review of the commonly used major software and tools by the community is done with respect to the barriers they present to advanced model-based control design for energy-efficient buildings. Next, the relevant novel concept of Functional Moke-up Interface is reviewed and the associated advances up to date are summarized. Finally, a set desired control-oriented features for new generation tools are given towards better solutions for energy-efficient building control designs.;Elsevier Ltd;Journal;Renewable and Sustainable Energy Reviews;2017-01-01;https://api.elsevier.com/content/abstract/scopus_id/85012149130
70;Embedded Model Control: Outline of the theory;Embedded Model Control allows one to proceed systematically from fine plant dynamics and control requirements to the Embedded Model (EM), which is the core of control design and algorithms. The model defines three interconnected parts: the controllable dynamics, the disturbance class to be rejected and the neglected dynamics. Controllable and disturbance dynamics must be observable from the plant measurements. Control algorithms are designed around the first two parts, while stability and performance are constrained by the third one. The key design issue is discriminating between driving noise and neglected dynamics, to guarantee updating disturbance in view of its rejection. To this end, concept and equations of the 'error loop' are outlined: it maps error sources to performance and shows how to discriminate destabilizing sources, while meeting performance requirements. An introductory example with analytical and simulated results illustrates the design steps. © 2007 ISA.;ISA - Instrumentation, Systems, and Automation Society;Journal;ISA Transactions;2007-01-01;https://api.elsevier.com/content/abstract/scopus_id/34247173596
71;An integrated simulation paradigm for lifecycle-covering maintenance in the Industry 4.0 context;The Industry 4.0 is pushing a fast evolution in all manufacturing operations under heterogeneous aspects. Maintenance, in all its numerous declinations along the life cycle of a production asset, is no exception. A myriad of decisions need taking—often on short time horizons, involving different physical and technological domains, and with limited knowledge available. A myriad of data sources need exploiting and interpreting—often poorly structured, requiring reconciliation, and affected by uncertainty. A lot of tools are therefore used—each one conceived for a specific purpose, often leveraging knowledge drawn from different cultures, and dealing with production assets' models that are hard to integrate with one another. We conjecture that the OOMS (Object-Oriented Modelling and Simulation) paradigm can help address such a tough scenario. In this paper we structure and motivate the statement just made, provide high-level supporting examples, and outline future work as for both research and technology.;Elsevier B.V.;Conference Proceeding;IFAC-PapersOnLine;2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85105547414
72;A review of unit level digital twin applications in the manufacturing industry;"In recent years, the hype around Digital Twins (DTs) has been exponentially increasing in both industry and academia. DTs are a potential solution to increase automation and advance towards Smart Manufacturing. Manufacturing DTs have been implemented at different hierarchical levels, ranging from system of systems to unit level. Increasing computational capacity and data exchange rates can enable DT implementations for real-time applications. Several literature reviews on manufacturing DTs have been published. However, no previous paper focuses on manufacturing DTs at the unit level for which real-time control is most applicable. Simultaneously, the challenges to engineer DTs with real-time capabilities are enormous, both from a scientific and technological perspective. Therefore, we focus on DTs of single production units such as traditional machine tools, additive manufacturing machines and advanced robotic applications. In this systematic literature review, 96 papers about practical unit level DT applications found in the Scopus database using a combination of the keywords “Digital Twin”, “Production” and “Manufacturing” are reviewed. We summarize how DTs are currently implemented and operated, and what potential benefits DTs offer at the unit process level in four categories: generic reference models, services, DT content (models and data) and DT deployment (hardware and software). Following the thematic analysis, an overall discussion, summary of key contributions and identified research gaps, and outlook into future research avenues is given. Key findings of this review can be summarized as: focus on DT components versus being holistic; need to share data and models across multiple stakeholders; lack of physical fidelity of the models; stark contrast of lab scale developments and real world testing, e.g., historical data and storage related challenges; lack of clear definition of DT in industry, and missing semantic interoperability between a wide variety of domains.";Elsevier Ltd;Journal;CIRP Journal of Manufacturing Science and Technology;2023-10-01;https://api.elsevier.com/content/abstract/scopus_id/85164018738
73;Principles of Object Oriented Modeling and Simulation with Modelica 3.3: A Cyber-Physical Approach;Fritzson covers the Modelica language in impressive depth from the basic concepts such as cyber-physical, equation-base, object-oriented, system, model, and simulation, while also incorporating over a hundred exercises and their solutions for a tutorial, easy-to-read experience. • The only book with complete Modelica 3.3 coverage • Over one hundred exercises and solutions • Examines basic concepts such as cyber-physical, equation-based, object-oriented, system, model, and simulation.;Wiley-IEEE Press;Book;Principles of Object Oriented Modeling and Simulation with Modelica 3.3: A Cyber-Physical Approach;2014-11-24;https://api.elsevier.com/content/abstract/scopus_id/84915764420
74;Automated control system design with model-based commissioning;A process of industrial control system design contains a set of steps. The result of the design process is significantly influenced by quality of execution of each step. An important phase of the design is a testing on different level of the design. The testing process influences a commissioning of the control system which follows the design process. The article describes innovative approach of automated control system design and analyses the possibilities of model based testing and commissioning. Both, the automated control system design and model based commissioning increase efficiency and quality of engineering process and of the designed control system. The model based commission is very close to digital twin approach which is one of important trends in automation.;North Atlantic University Union942 Windemere Dr. NW.,SalemOregon97304north.atlantic.university.union@naun.org;Journal;International Journal of Circuits, Systems and Signal Processing;2019-01-01;https://api.elsevier.com/content/abstract/scopus_id/85060989382
75;Digital Twin in manufacturing: A categorical literature review and classification;The Digital Twin (DT) is commonly known as a key enabler for the digital transformation, however, in literature is no common understanding concerning this term. It is used slightly different over the disparate disciplines. The aim of this paper is to provide a categorical literature review of the DT in manufacturing and to classify existing publication according to their level of integration of the DT. Therefore, it is distinct between Digital Model (DM), Digital Shadow (DS) and Digital Twin. The results are showing, that literature concerning the highest development stage, the DT, is scarce, whilst there is more literature about DM and DS.;Elsevier B.V.;Conference Proceeding;IFAC-PapersOnLine;2018-01-01;https://api.elsevier.com/content/abstract/scopus_id/85052915281
76;Digital Twin-driven smart manufacturing: Connotation, reference model, applications and research issues;This paper reviews the recent development of Digital Twin technologies in manufacturing systems and processes, to analyze the connotation, application scenarios, and research issues of Digital Twin-driven smart manufacturing in the context of Industry 4.0. To understand Digital Twin and its future potential in manufacturing, we summarized the definition and state-of-the-art development outcomes of Digital Twin. Existing technologies for developing a Digital Twin for smart manufacturing are reviewed under a Digital Twin reference model to systematize the development methodology for Digital Twin. Representative applications are reviewed with a focus on the alignment with the proposed reference model. Outstanding research issues of developing Digital Twins for smart manufacturing are identified at the end of the paper.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2020-02-01;https://api.elsevier.com/content/abstract/scopus_id/85070213247
77;Industry 4.0 as a Cyber-Physical System study;Advances in computation and communication are taking shape in the form of the Internet of Things, Machine-to-Machine technology, Industry 4.0, and Cyber-Physical Systems (CPS). The impact on engineering such systems is a new technical systems paradigm based on ensembles of collaborating embedded software systems. To successfully facilitate this paradigm, multiple needs can be identified along three axes: (i) online configuring an ensemble of systems, (ii) achieving a concerted function of collaborating systems, and (iii) providing the enabling infrastructure. This work focuses on the collaborative function dimension and presents a set of concrete examples of CPS challenges. The examples are illustrated based on a pick and place machine that solves a distributed version of the Towers of Hanoi puzzle. The system includes a physical environment, a wireless network, concurrent computing resources, and computational functionality such as, service arbitration, various forms of control, and processing of streaming video. The pick and place machine is of medium-size complexity. It is representative of issues occurring in industrial systems that are coming online. The entire study is provided at a computational model level, with the intent to contribute to the model-based research agenda in terms of design methods and implementation technologies necessary to make the next generation systems a reality.;Springer Verlagservice@springer.de;Journal;Software and Systems Modeling;2016-02-01;https://api.elsevier.com/content/abstract/scopus_id/84956605744
78;A Review of the Roles of Digital Twin in CPS-based Production Systems;"The Digital Twin (DT) is one of the main concepts associated to the Industry 4.0 wave. This term is more and more used in industry and research initiatives; however, the scientific literature does not provide a unique definition of this concept. The paper aims at analyzing the definitions of the DT concept in scientific literature, retracing it from the initial conceptualization in the aerospace field, to the most recent interpretations in the manufacturing domain and more specifically in Industry 4.0 and smart manufacturing research. DT provides virtual representations of systems along their lifecycle. Optimizations and decisions making would then rely on the same data that are updated in real-time with the physical system, through synchronization enabled by sensors. The paper also proposes the definition of DT for Industry 4.0 manufacturing, elaborated by the European H2020 project MAYA, as a contribution to the research discussion about DT concept.";Elsevier B.V.;Conference Proceeding;Procedia Manufacturing;2017-01-01;https://api.elsevier.com/content/abstract/scopus_id/85029833606
79;Digital twin and virtual reality based methodology for multi-robot manufacturing cell commissioning;"Intelligent automation, including robotics, is one of the current trends in the manufacturing industry in the context of ""Industry 4.0"", where cyber-physical systems control the production at automated or semi-automated factories. Robots are perfect substitutes for a skilled workforce for some repeatable, general, and strategically-important tasks. However, this transformation is not always feasible and immediate, since certain technologies do not provide the required degree of flexibility. The introduction of collaborative robots in the industry permits the combination of the advantages of manual and automated production. In some processes, it is necessary to incorporate robots from different manufacturers, thus the design of these multi-robot systems is crucial to guarantee the maximum quality and efficiency. In this context, this paper presents a novel methodology for process automation design, enhanced implementation, and real-time monitoring in operation based on creating a digital twin of the manufacturing process with an immersive virtual reality interface to be used as a virtual testbed before the physical implementation. Moreover, it can be efficiently used for operator training, real-time monitoring, and feasibility studies of future optimizations. It has been validated in a use case which provides a solution for an assembly manufacturing process.";MDPI AGmembranes@mdpi.com;Journal;Applied Sciences (Switzerland);2020-05-01;https://api.elsevier.com/content/abstract/scopus_id/85085616035
80;Model Validation of Large Wind Power Plants Through Field Testing;Recently, through efforts lead by the Western Electricity Coordinating Council's Renewable Energy Modeling Task Force, the so-called second-generation generic models were developed for modeling inverter based energy sources such as wind and photovoltaic generation. These models have been industry vetted, and approved, and now reside in several commercial software platforms used throughout North America, and elsewhere in the world. The benefit of these models is their generic nature and being open and publicly available. In this paper, we present a detailed account of field testing five large wind power plants in order to build and validate the dynamic models for the plants using these generic models. Several key insights are highlighted relative to the process and approach to model validation, including some unique circumstances for a few of these wind power plants, which are in close electrical proximity to each other. It is shown that these simplified models are able to match the field tests and yield reasonable and well-behaved models for use in large scale stability studies.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Transactions on Sustainable Energy;2018-07-01;https://api.elsevier.com/content/abstract/scopus_id/85035810209
81;Knowledge map and forecast of digital twin in the construction industry: State-of-the-art review using scientometric analysis;"With the advancement of Industry 4.0 and the development of science and technology, industries have seen the advantages of digital twin (DT) implementations and concepts. Although the construction industry is still in the early stage of DT development and implementation, it is urgent for the industry to have a DT agenda. This paper identifies 1158 related bibliographic records from the Web of Science and 745 records from the Derwent Patent Database and quantitatively analyzed them to describe patterns of publications. Two knowledge mapping tools were selected to visualize and analyze the literature in the relevant scientific domain. Then, we integrated clustering, knowledge mapping, and network analysis methods to show the current foci and future directions of DT-MT derived from the data of time distribution, journal areas, and subject distribution. The results indicate that DT is a cross-disciplinary information technology with great development potential, and its development in the construction industry is scattered with the leading advancement in the manufacturing of construction materials and components. The derived knowledge map shows three stages of construction DT, including (1) data collection and creation of DT framework and database; (2) implementation of planning and design modules in detail and control of construction sites; and (3) carrying out asset management and fault prediction in the operation and maintenance phase of projects. The novelty of this paper is the specific analysis of DT in the construction industry. This study adds value to the architecture, engineering, and construction industries by shedding light on the focus of DT practical applications and the formation of a development path of construction DT.";Elsevier Ltd;Journal;Journal of Cleaner Production;2023-01-10;https://api.elsevier.com/content/abstract/scopus_id/85143719809
82;A cyber-physical system-based approach for industrial automation systems;"Industrial automation systems (IASs) are commonly developed using the languages defined by the IEC 61131 standard and are executed on programmable logic controllers (PLCs). Their software part is commonly considered only after the development and integration of mechanics and electronics. However, this approach narrows the solution space for software; thus, it is considered inadequate to address the complexity of today's systems. In this paper, we adopt a system-based approach for the development of IASs. Based on this, the UML model of the software part of the system is extracted from the SysML system model and it is then refined to get the implementation code. Two implementation alternatives are considered to exploit both PLCs and the recent deluge of embedded boards in the market. For PLC targets, the new version of IEC 61131 that supports object-orientation is adopted, while Java is used for embedded boards. The case study used to illustrate our approach was developed as a lab exercise, which aims to introduce to students a number of technologies used to address challenges in the domain of cyber-physical systems and highlights the role of the Internet of Things (IoT) as a glue for their cyber interfaces.";Elsevier B.V.;Journal;Computers in Industry;2015-09-01;https://api.elsevier.com/content/abstract/scopus_id/84931572168
83;Implementation of SSL/TLS Security with MQTT Protocol in IoT Environment;Internet of Things (IoT) is the interconnection of devices with the internet to deliver its tasks. Nowadays, security is the main concern relating to these devices. Low in power storage, low in processing capabilities and low in data storage make it hard to provide a strong set of security protocols to protect the vulnerable devices “things”. Having internet as its backbone, allows the devices to communicate seamlessly. However, without any form of protection, it would open the door for hackers or middleman to hijack the connection, steal data and sabotage the information. In this paper, Secure Socket Layer and Transport Layer Security (SSL/TLS) protocol is implemented on top of Message Queuing Telemetry Transport (MQTT) IoT application protocol and the performance of the network is evaluated and analyzed in a typical IoT testbed comprising Raspberry Pi4 and ESP32 nodes. This work focuses on energy consumption, generated overhead, system complexity and required data storage resources. Experimental results of stress testing the system indicates that SSL/TLS encryption, operating with MQTT Quality of Service (QoS) level 2, while increasing the traffic rate 3.5 orders of magnitude yields more than two thousand times the amount of overhead generated and results in 73.25 J of consumed energy. Whereas operating without the SSL/TLS encryption under the same stress testing conditions yields only 140 times the amount of overhead generated and results in a mere 18.76 J of consumed energy. This difference of 4 folds on consumed energy indicates that the SSL/TLS -enabled node battery can only last a quarter of the lifespan of the TLS-free node and concluding the SSL/TLS encryption is not a viable solution for battery-operated IoT nodes.;Springer;Journal;Wireless Personal Communications;2023-09-01;https://api.elsevier.com/content/abstract/scopus_id/85165684814
84;Rational design of AgGaS/ZnS/ZnS quantum dots with a near-unity photoluminescence quantum yield via double shelling scheme;In this study, a two-step method was used to synthesize highly luminescent AgGaS/ZnS/ZnS quantum dots (QDs). In the first step, an inner ZnS shell was formed via a one-pot method, which resulted in a smaller lattice mismatch between the AgGaS core and the outer ZnS shell, thereby facilitating the formation of a thick outer shell. After the two-step shelling process, the synthesized AgGaS/ZnS/ZnS QDs showed an excellent photoluminescence quantum yield (PLQY) of 96.4% with a peak wavelength of 508 nm, representing the highest PLQY reported thus far for AgGaS QDs. Furthermore, the effect of halogen ions in Zn precursors on the shelling process was investigated. It was proposed that the capacity of halogen ions to coordinate with the QDs influenced the balance between Zn cation diffusion and ZnS shelling reaction. Specifically, the ZnS shelling reaction was dominant when ZnCl2 was employed, while Zn cation diffusion was the dominant process under the I−-rich environment. This work provides insights into the interfacial restructuring during the ZnS shelling and offers a clear map for the tailored synthesis of core/shell QDs.;Chinese Society of Metals;Journal;Journal of Materials Science and Technology;2024-01-10;https://api.elsevier.com/content/abstract/scopus_id/85166620988
85;Context-aware driver behavior detection system in intelligent transportation systems;Vehicular ad hoc networks (VANETs) have emerged as an application of mobile ad hoc networks (MANETs), which use dedicated short-range communication (DSRC) to allow vehicles in close proximity to communicate with each other or to communicate with roadside equipment. Applying wireless access technology in vehicular environments has led to the improvement of road safety and a reduction in the number of fatalities caused by road accidents through development of road safety applications and facilitation of information sharing between moving vehicles regarding the road. This paper focuses on developing a novel and nonintrusive driver behavior detection system using a context-aware system in VANETs to detect abnormal behaviors exhibited by drivers and to warn other vehicles on the road to prevent accidents from happening. A five-layer context-aware architecture is proposed, which is able to collect contextual information about the driving environment, to perform reasoning about certain and uncertain contextual information, and to react upon that information. A probabilistic model based on dynamic Bayesian networks (DBNs) in real time, inferring four types of driving behavior (normal, drunk, reckless, and fatigue) by combining contextual information about the driver, the vehicle, and the environment, is presented. The dynamic behavior model can capture the static and the temporal aspects related to the behavior of the driver, thus leading to robust and accurate behavior detection. The evaluation of behavior detection using synthetic data proves the validity of our model and the importance of including contextual information about the driver, the vehicle, and the environment. © 1967-2012 IEEE.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Transactions on Vehicular Technology;2013-01-01;https://api.elsevier.com/content/abstract/scopus_id/84888035580
86;A survey on driver behavior detection techniques for intelligent transportation systems;Driver behavior is an essential component of the driver-vehicle-environment system and plays a key role in the design of the transport and vehicle systems in order to improve the efficiency and safety of human agility. The most important factors that influence driver behavior are the environment, vehicle and the driver itself. Experience, distraction, fatigue, drowsiness etc. are so me of the other factors that have an impact on driver behavior. Improper driving behavior is the leading cause of the accidents and thus, detection of driver behavior is an emerging area of research interest. This paper discusses the various techniques used for monitoring driver behavior and also classifies them into real-time and non-real time techniques. A comparative analysis was performed on the basis of advantages, disadvantages and methodology applied by various techniques for detecting driver's behavior for Intelligent Transportation Systems (ITS).;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings of the 7th International Conference Confluence 2017 on Cloud Computing, Data Science and Engineering;2017-06-07;https://api.elsevier.com/content/abstract/scopus_id/85021743353
87;Enhancement of K nearest neighbour approach to solve the issue of pattern classification;k Nearest Neighbour (kNN) method is a frequently implemented method for improve the pattern classification and solve the problem of imbalanced dataset that has discovered so many classification and clustering applications. In this paper, issues of classification were focused and changes to the nearest neighbouring method were suggested which exploit data from a dataset structure. The issue of class imbalance has recently attracted considerable attention from researchers in data mining strategies. The results of the present experiments using unique client identifier (UCI) repository datasets show that the classifiers generated the work much effective when compared with classic kNN & are much accurate, but not dramatically slow. This produced some fascinating and encouraging outcomes, which inspired more work to develop the kNN process. The purpose of this paper is to suggest versions of kNN which are appropriate for categorization of issues, since it leverage intrinsic of knowledge within data sets, like the composition of the datasets.;American Institute of Physics Inc.;Conference Proceeding;AIP Conference Proceedings;2023-02-27;https://api.elsevier.com/content/abstract/scopus_id/85149925286
88;Contributions to driver fatigue detection based on eye-tracking;In recent years, one of the most important factors in road accidents is the drowsiness of drivers and the distraction while driving. In this paper, we describe a system that monitors the detection of fatigue or drowsiness. The proposed solutions follow the driver's gaze, and if the system identifies the closed eyes, it triggers an alarm signal intended to alert against losing control of the car and causing traffic accidents. Eye-tracking is the process that measuring the eye position and eye movement. The proposed method is structured in three phases. In the first phase, eye images are captured at constant time intervals and converted into grayscale images. In the second phase these images are fed to Haar algorithm to identify the driver eyes. In the third phase, based on the previous phase the system can now take action to continue monitoring or trigger alarm to alert the driver if the drowsiness has been detected.;North Atlantic University Union NAUN;Journal;International Journal of Circuits, Systems and Signal Processing;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85099783674
89;Analysis of mode choice affects from the introduction of Doha Metro using machine learning and statistical analysis;The aim of this study was to investigate the possible influences of the operation of the new Doha Metro on the travel mode choice behavior in Doha City, Qatar. Revealed preference (RP) and stated preference (SP) survey questionnaires were designed to collect the necessary data. The questions considered different trip conditions and socioeconomic factors of travelers. Three different mode choices were considered in this study: private cars, taxi services, and metro. Two statistical models and one machine learning model were used to analyze the current and future mode choices: discrete choice binary logit (BL) and multinomial logit (MNL) models as well as extreme gradient boosting (XGBoost). Furthermore, the SHapley Additive exPlanations (SHAP) method was used to rank the input features based on their importance according to the mean SHAP value. The results showed that the XGBoost model outperforms the other two models in terms of predicting the travel mode choice as well as in terms of its accuracy. The results showed that various trip characteristics are significant in determining the mode choice, including the number of travelers and bags, journey time, and reimbursement of parking fees. Furthermore, different socioeconomic characteristics proved to be significant for the current and future mode choices, including nationality, income, age, employment status, and vehicle ownership.;Elsevier Ltd;Journal;Transportation Research Interdisciplinary Perspectives;2023-07-01;https://api.elsevier.com/content/abstract/scopus_id/85160412137
90;Prediction of human driving behavior using dynamic bayesian networks;This paper presents a method of predicting future human driving behavior under the condition that its resultant behavior and past observations are given. The proposed method makes use of a dynamic Bayesian network and the junction tree algorithm for probabilistic inference. The method is applied to behavior prediction for a vehicle assumed to stop at an intersection. Such a predictive system would facilitate warning and assistance to prevent dangerous activities, such as red-light violations, by allowing detection of a deviation from normal behavior. Copyright © 2006 The Institute of Electronics, Information and Communication Engineers.;Institute of Electronics, Information and Communication, Engineers, IEICE;Journal;IEICE Transactions on Information and Systems;2006-01-01;https://api.elsevier.com/content/abstract/scopus_id/33645236955
