;title;abstract;dc:publisher;prism:aggregationType;prism:publicationName;prism:coverDate;prism:url
27;NEW CYBER PHYSICAL SYSTEM ARCHITECTURE FOR THE MANAGEMENT OF DRIVING BEHAVIOR WITHIN THE CONTEXT OF CONNECTED VEHICLES;In this paper, we address the problem of managing driving behaviours within the context of Connected Vehicles (CVs). In contrast with the existing related solutions, we are proposing a Cyber Physical System (CPS) architecture that ultimately enables the continuous acquisition and processing of driving data and then the assessment and classification of driving performance according to a welldefined set of driving states. The transitions between these states are decided based on current and previous driving records. In addition to their use for the generation of the appropriate feedback to the driver, the driving states could be used to identify relevant data to be shared with the CVs in the vicinity. They could also be used to recommend personalized trainings to the driver based on his/her driving performance.;Slovak Academy of Sciences;Journal;Computing and Informatics;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85131383782
28;Cognitive-Digital-Twin-Based Driving Assistance;Advanced driver assistance systems (ADAS) have been developed to enhance driving safety by issuing timely warnings to drivers. However, current ADAS do not take into account the driver's cognitive state when delivering warnings, which can result in false alarms and impact the driver's trust in the system. To address this issue, we propose a Cognitive-digital-twin-based Driving Assistance System (CDAS) that issues warnings tailored to the driver's perception of the driving environment and driving style. In this letter, we present a model of the driver's decision-making process that explicitly captures their perception of the driving environment, their utility evaluation of predicted future environments, and their driving style in terms of minimum acceptable risk. The cognitive digital twin of the driver is then created and updated by minimizing the discrepancy between the predicted and actual behaviors of the driver. With the cognitive digital twin, the CDAS warns the driver when there is a significant discrepancy between the predicted driving strategy based on partial observation and that based on full observation. This approach can more accurately identify risks that the driver is not aware of and provide warnings only when necessary. We conducted human and simulated experiments in a virtual driving environment, and our results demonstrate that our proposed CDAS has a similar perception of risky behaviors compared to humans. Furthermore, the digital twin learning framework can identify the driving styles of human participants and accurately predict their driving strategies. Additionally, our proposed cognitive driving assistance system provides fewer false warnings and avoids more collisions compared to state-of-the-art ADAS algorithms. Our research shows that incorporating the driver's cognitive state and driving style can enhance the effectiveness and safety of driving assistance systems.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Robotics and Automation Letters;2023-08-01;https://api.elsevier.com/content/abstract/scopus_id/85165681558
29;Driver's Perception Model in Driving Assist;Vision is the primary way to perceive the environment during driving. However, due to its low spatial and temporal resolution, a driver may fail to perceive agents on the road, which may lead to collisions. Modern vehicles are equipped with sensors that can better perceive the driving environment, as well as ADAS to provide driving assist. However, ADAS does not consider the driver's perception, which may result in unnecessary warnings or actions against the driver's will. These false-positives may cause distractions and confusions in complex driving scenarios, which pose safety threat. In this project, we proposed a driving assist system which can reduce the number of unnecessary warnings by taking into account the driver's perception of the driving environment. The driver's perception model combines estimation of driving environment update and driver's observation. The driver's observation is obtained from gaze tracking and the driving environment update is estimated based on the last observation. In this paper, we formulated inference problem on the driver's perception, and developed a virtual driving simulator to evaluate the feasibility of the system.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings - Companion of the 2020 IEEE 20th International Conference on Software Quality, Reliability, and Security, QRS-C 2020;2020-12-01;https://api.elsevier.com/content/abstract/scopus_id/85099371665
30;Exploring advanced process equipment visualization as a step towards digital twins development in the chemical industry: A CFD-DNN approach;Several studies involving the implementation of artificial neural network (ANN) technology for process design, monitoring, and control are under active research. This new technology has shown great potential in advancing chemical processes through the development of digital twins and smart factories. In joining this race, the current study explores the capability of physics-based modeling (CFD) and artificial neural networks for advanced process data visualization. Here, 20 CFD simulations of a multi-tubular reactor equipped with a Zn-Fe-Cr catalyst for synthesizing butadiene were executed. The simulation result was extracted as 3-D data with XYZ coordinates and imported into a python-based DNN model for training and cross-validation. An accuracy of 99.2% was obtained from the ANN surrogate model. The trained model was used to predict 3D data in terms of the process temperature, concentration, etc. The 3D data was then imported into a Paraview® VTK for detailed virtualization. Cross-sectional, longitudinal, and radial distribution of the various process variables, such as concentration profiles and pressure contour, were effectively visualized. A graphic user interface was further developed using Python for real-time visualization of the equipment. This implementation is analogous to the digital twin and is employable for online system optimization, high accuracy, low computational cost, and seamlessly integrable 3D real-time visualization system design for efficient, quick, and easy plant decision-making.;Springer;Journal;Korean Journal of Chemical Engineering;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85145615523
31;Armored twins: Flexible privacy protection for digital twins through conditional proxy re-encryption and multi-party computation;Digital twins, i.e., up-to-date digital copies of a physical object maintained in the cloud, make it possible to conveniently review a physical object’s state, indirectly interact with the physical object, or perform computations on the object’s state and history – also in combination with data from other digital twins. The concept of digital twins has seen wide uptake in Internet of Things use cases, e.g., in manufacturing to monitor a product’s lifecycle, or precision medicine to provide personalized treatment. Besides these benefits, challenges arise, especially if the involved data producers, clouds and data consumers are not in the same trusted domain: Who owns and controls the data? Are the parties (e.g., cloud) sufficiently trusted to handle privacy-sensitive data? In this work, we propose ARMOREDTWINS, i.e., a system for digital twins that protects the confidentiality of digital twin data while providing flexible and fine-grained sharing by employing key-policy conditional proxy re-encryption to enable processing on subsets of the data. Alternatively, to support computation on very sensitive data, our system integrates secure multi-party computation, which does not reveal the data items to the individual nodes performing the computation. Benchmarks of our implementation highlight the system’s feasibility and practical performance.;SciTePress;Conference Proceeding;Proceedings of the 18th International Conference on Security and Cryptography, SECRYPT 2021;2021-01-01;https://api.elsevier.com/content/abstract/scopus_id/85111859175
32;Enabling and supporting car-as-a-service by digital twin modeling and deployment;Smart City is one area of application for the Internet of Things (IoT) and it has been attracting attention from both academia and industry. Cities will be composed by autonomous parts that communicate and provide services to each other. For instance, cars (autonomous or not) may be seen as a service that transports people from one point to another. Interactions between users and these kinds of services will grow, making it necessary to have digitization of all these parts of the Smart City. The Digital Twin (DT) concept proposes that real-world assets have a virtual representation connecting the physical world with the cyber world. This allows to track the whole life-cycle of this object as well as perform simulations with current or previously stored data. In this context, this work proposes the use of Digital Twin for enabling and supporting car-as-a-service (CaaS). A case study has been developed to demonstrate the modeling and the deployment of the Digital Twin, highlighting how this concept can be one of the key enablers for CaaS.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings -Design, Automation and Test in Europe, DATE;2021-02-01;https://api.elsevier.com/content/abstract/scopus_id/85111062915
33;Three research priorities for just and sustainable urban systems: Now is the time to refocus;Now is the time to refocus efforts in urban research and design. A changing climate and extreme weather events are presenting unique challenges to urban systems around the world. These challenges illuminate the social barriers that accompany disruptive events such as resource inequities and injustices. In this perspective, we provide three research priorities for just and sustainable urban systems that help to address these matters. The three research priorities are: (1) social equity and justice, (2) circularity, and (3) digital twins. Conceptual context and future research directions are provided for each. For social equity and justice, the future directions are mandatory equity analysis and inclusionary practices, understanding and reconciling historical injustices, and intentional integration with diverse community stakeholders. For circularity applications, they are better metrics for integration, more robust evaluation frameworks, and dynamic modeling at multiple spatial and temporal scales. Future directions for digital twins include developing principles to reduce complexity, integrating model and system components, and reducing barriers to data access. These research priorities are core to meeting several of the United Nations Sustainable Development Goals (i.e., 1—No Poverty, 8—Decent Work and Economic Growth, 10—Reduced Inequalities, and 11—Sustainable Cities and Communities). Useful social and technical matters are discussed throughout, where we highlight the importance of prioritizing localized research efforts, provide guidance for community-engaged research and co-development practices, and explain how these priorities interact to align with the evolving field of industrial ecology.;John Wiley and Sons Inc;Journal;Journal of Industrial Ecology;2023-04-01;https://api.elsevier.com/content/abstract/scopus_id/85146902284
34;Modeling and Calibrating Digital Twin of Automatic Garbage Collection System in Sejong City;In recent years, developing a digital twin for a complex system has been a key research effort in the modeling and simulation (M&S) community. This paper presents one of the digital twin systems for an urban garbage collection system, located in Sejong City, South Korea. This garbage collection system requires constant maintenance and management, and particularly, a rapid collection of distributed garbage is required for urban sanitation and the population's satisfaction. However, the current status-quo is following a routine garbage collection schedule, so the system management becomes rigid. Therefore, we develop a digital twin model to experiment with the garbage collection mechanism and speed to provide a simulator for further study on its operation. Our digital twin model is designed by following the DEVS formalism and calibrated by a large-scale of real-world datasets. This paper delivers the practice of designing, experimenting, and calibrating this urban system.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings of the 2023 Annual Modeling and Simulation Conference, ANNSIM 2023;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85165464885
35;Enabling Network Digital Twin to improve QoS Performance in Communication Networks;Network Digital Twin is a model that emulates the behavior of a real communication network and is commonly used for prototyping, testing, and network optimization. Utilizing the inherent graph structure in the communication network, Graph Neural Networks (GNNs) have been successful in modeling digital twins of small-scale network. However, they face the challenge of scaling up the GNN model to make predictions on large-scale networks. In this paper, we build a scalable network digital twin capable of predicting the per-path mean delay from traffic and routing configuration on larger topology networks. In this paper, we investigate the effectiveness of our proposed solutions when modeled using different neural network architectures and combined through various ensemble methods. We explore the performance of GNN models implemented using traditional Artificial Neural Networks and the novel Spiking Neural Network (SNN) techniques. We study the performance of different ensemble weighing techniques such as Averaging, Grid Search, and a Reinforcement Learning(RL)-based weighing technique. Through our experiments, we intend to understand the challenges and advantages of each architecture and ensemble technique in building a scalable network digital twin using GNN.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings - 2022 IEEE SmartWorld, Ubiquitous Intelligence and Computing, Autonomous and Trusted Vehicles, Scalable Computing and Communications, Digital Twin, Privacy Computing, Metaverse, SmartWorld/UIC/ATC/ScalCom/DigitalTwin/PriComp/Metaverse 2022;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85168128840
36;Mobility Digital Twin: Concept, Architecture, Case Study, and Future Challenges;A Digital Twin is a digital replica of a living or nonliving physical entity, and this emerging technology attracted extensive attention from different industries during the past decade. Although a few Digital Twin studies have been conducted in the transportation domain very recently, there is no systematic research with a holistic framework connecting various mobility entities together. In this study, a Mobility Digital Twin (MDT) framework is developed, which is defined as an Artificial Intelligence (AI)-based data-driven cloud-edge-device framework for mobility services. This MDT consists of three building blocks in the physical space (namely Human, Vehicle, and Traffic), and their associated Digital Twins in the digital space. An example cloud-edge architecture is built with AmazonWeb Services (AWS) to accommodate the proposed MDT framework and to fulfill its digital functionalities of storage, modeling, learning, simulation, and prediction. The effectiveness of the MDT framework is shown through the case study of three digital building blocks with their key micro-services: the Human Digital Twin with user management and driver type classification, the Vehicle Digital Twin with cloud-based Advanced Driver-Assistance Systems (ADAS), and the Traffic Digital Twin with traffic flow monitoring and variable speed limit. Future challenges of the proposed MDT framework are discussed towards the end of the paper, including standardization, AI for computing, public or private cloud service, and network heterogeneity.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Internet of Things Journal;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85125742081
37;Digital Twin: Enabling Technologies, Challenges and Open Research;Digital Twin technology is an emerging concept that has become the centre of attention for industry and, in more recent years, academia. The advancements in industry 4.0 concepts have facilitated its growth, particularly in the manufacturing industry. The Digital Twin is defined extensively but is best described as the effortless integration of data between a physical and virtual machine in either direction. The challenges, applications, and enabling technologies for Artificial Intelligence, Internet of Things (IoT) and Digital Twins are presented. A review of publications relating to Digital Twins is performed, producing a categorical review of recent papers. The review has categorised them by research areas: manufacturing, healthcare and smart cities, discussing a range of papers that reflect these areas and the current state of research. The paper provides an assessment of the enabling technologies, challenges and open research for Digital Twins.;Institute of Electrical and Electronics Engineers Inc.;Journal;IEEE Access;2020-01-01;https://api.elsevier.com/content/abstract/scopus_id/85087331367
38;Predictive maintenance using digital twins: A systematic literature review;Context: Predictive maintenance is a technique for creating a more sustainable, safe, and profitable industry. One of the key challenges for creating predictive maintenance systems is the lack of failure data, as the machine is frequently repaired before failure. Digital Twins provide a real-time representation of the physical machine and generate data, such as asset degradation, which the predictive maintenance algorithm can use. Since 2018, scientific literature on the utilization of Digital Twins for predictive maintenance has accelerated, indicating the need for a thorough review. Objective: This research aims to gather and synthesize the studies that focus on predictive maintenance using Digital Twins to pave the way for further research. Method: A systematic literature review (SLR) using an active learning tool is conducted on published primary studies on predictive maintenance using Digital Twins, in which 42 primary studies have been analyzed. Results: This SLR identifies several aspects of predictive maintenance using Digital Twins, including the objectives, application domains, Digital Twin platforms, Digital Twin representation types, approaches, abstraction levels, design patterns, communication protocols, twinning parameters, and challenges and solution directions. These results contribute to a Software Engineering approach for developing predictive maintenance using Digital Twins in academics and the industry. Conclusion: This study is the first SLR in predictive maintenance using Digital Twins. We answer key questions for designing a successful predictive maintenance model leveraging Digital Twins. We found that to this day, computational burden, data variety, and complexity of models, assets, or components are the key challenges in designing these models.;Elsevier B.V.;Journal;Information and Software Technology;2022-11-01;https://api.elsevier.com/content/abstract/scopus_id/85134599958
39;Advanced Technologies for Offering Situational Intelligence in Flood Warning and Response Systems: A Literature Review;Deaths and property damage from floods have increased drastically in the past two dec-ades due to various reasons such as increased populations, unplanned developments, and climate change. Such losses from floods can be reduced by issuing timely early warnings and through effective response mechanisms based on situational intelligence during emerging flood situations. This paper presents the outcome of a literature review that was conducted to identify the types and sources of the intelligence required for flood warning and response processes as well as the technology solutions that can be used for offering such intelligence. Twenty‐seven different types of intelligence are presented together with the technologies that can be used to extract such intelligence. Furthermore, a conceptual architecture that illustrates how relevant technology solutions can be used to extract intelligence at various stages of a flood cycle for decision‐making in issuing early warnings and planning responses is presented.;MDPI;Journal;Water (Switzerland);2022-07-01;https://api.elsevier.com/content/abstract/scopus_id/85135622342
40;Scalability of Cyber-Physical Systems with Real and Virtual Robots in ROS 2;Nowadays, cyber-physical systems (CPSs) are composed of more and more agents and the demand for designers to develop ever larger multi-agent systems is a fact. When the number of agents increases, several challenges related to control or communication problems arise due to the lack of scalability of existing solutions. It is important to develop tools that allow control strategies evaluation of large-scale systems. In this paper, it is considered that a CPS is a heterogeneous robot multi-agent system that cooperatively performs a formation task through a wireless network. The goal of this research is to evaluate the system’s performance when the number of agents increases. To this end, two different frameworks developed with the open-source tools Gazebo and Webots are used. These frameworks enable combining both real and virtual agents in a realistic scenario allowing scalability experiences. They also reduce the costs required when a significant number of robots operate in a real environment, as experiences can be conducted with a few real robots and a higher number of virtual robots by mimicking the real ones. Currently, the frameworks include several types of robots, such as the aerial robot Crazyflie 2.1 and differential mobile robots Khepera IV used in this work. To illustrate the usage and performance of the frameworks, an event-based control strategy for rigid formations varying the number of agents is analyzed. The agents should achieve a formation defined by a set of desired Euclidean distances to their neighbors. To compare the scalability of the system in the two different tools, the following metrics have been used: formation error, CPU usage percentage, and the ratio between the real time and the simulation time. The results show the feasibility of using Robot Operating System (ROS) 2 in distributed architectures for multi-agent systems in experiences with real and virtual robots regardless of the number of agents and their nature. However, the two tools under study present different behaviors when the number of virtual agents grows in some of the parameters, and such discrepancies are analyzed.;Multidisciplinary Digital Publishing Institute (MDPI);Journal;Sensors;2023-07-01;https://api.elsevier.com/content/abstract/scopus_id/85164846347
41;Model-Driven Edge Analytics: Practical Use Cases in Smart Manufacturing;In the Internet of Things (IoT) era, devices and systems generate enormous amounts of real-time data, and demand real-time analytics in an uninterrupted manner. The typical solution, a cloud-centred architecture providing an analytics service, cannot guarantee real-time responsiveness because of unpredictable workloads and network congestion. Recently, edge computing has been proposed as a solution to reduce latency in critical systems. For computation processing and analytics on edge, the challenges include handling the heterogeneity of devices and data, and achieving processing on the edge in order to reduce the amount of data transmitted over the network. In this paper, we show how low-code, model-driven approaches benefit a Digital Platform for Edge analytics. The first solution uses EdgeX, an IIoT framework for supporting heterogeneous architectures with the eKuiper rule-based engine. The engine schedules fully automatically tasks that retrieve data from the Edge, as the infrastructure near the data is generated, allowing us to create a continuous flow of information. The second solution uses FiWARE, an IIoT framework used in industry, using IoT agents to accomplish a pipeline for edge analytics. In our architecture, based on the DIME LC/NC Integrated Modelling Environment, both integrations of EdgeX/eKuyper and FiWARE happen by adding an External Native DSL to this Digital Platform. The DSL comprises a family of reusable Service-Independent Building blocks (SIBs), which are the essential modelling entities and (service) execution capabilities in the architecture’s modelling layer. They provide users with capabilities to connect, control and organise devices and components, and develop custom workflows in a simple drag and drop manner.;Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85142698926
42;Digital Thread in Smart Manufacturing;The concept of digital twins has emerged from the smart manufacturing space and is now gaining adoption in many other industries beyond manufacturing. A digital twin is a virtual replica of a cyber-physical system that is used to capture the state of the system and to allow reason and decision-making on that state. While there has been much research on this topic, there is less work on the overall lifecycle ecosystem that supports the smooth interoperation of a physical facility (like a machine, a factory or even a supply chain) and its digital components (like data, processes and digital twins), which is called the Digital Thread. The aim of the Digital Thread is the creation of a digital lifecycle ecosystem that links together the data generated throughout a product’s lifecycle and represents the data, processes and communication platform that supports a product and its production at any instance of time.;Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85142686712
43;CensusIRL: Historical census data preparation with MDD support;Census returns are a critical source of information for governments globally. They underpin a wide spectrum of public planning including health, housing, work and education. Historically, census forms have captured names, places, dates, age, occupation, family structure, and religion. In more recent times, sexual orientation and ethnicity, queries that can be intrusive to vulnerable communities, have been added to the criteria, and for such reasons data security is of paramount importance. Most governments restrict access to individual census returns, presenting the data in aggregate report format. The Irish government is particularly strict, enforcing a statutory closure period of 100 years. An exception was made for the Irish 1911 census which were digitised and released for free online consultation in 2009 [1]. They are an excellent source for genealogists and historians alike but exist as separate digital siloes. This project uses an eXtreme Model-Driven Development (XMDD) environment to create linkages between both datasets. It will discuss the development process of the CensusIrl application and the process used in developing the matching algorithm used. We will discuss the census records and the data cleansing process used in creating the initial proof of concept application. We detail the different approaches to the development life-cycle of the application and describe the different utilises used in the sanitation of data points in the records and the match-making process.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings - 2022 IEEE International Conference on Big Data, Big Data 2022;2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85147906466
44;11th International Symposium on Leveraging Applications of Formal Methods, Verification and Validation, ISoLA 2022;"The proceedings contain 111 papers. The special focus in this conference is on Leveraging Applications of Formal Methods, Verification and Validation. The topics include: A Consolidated View on Specification Languages for Data Analysis Workflows; a Systematic Approach for Interfacing Component-Based Software with an Active Automata Learning Tool; Verified Software Units for Simple DFA Modules and Objects in C; a Notion of Equivalence for Refactorings with Abstract Execution; towards a Usable and Sustainable Deductive Verification Tool; on Technical Debt in Software Testing - Observations from Industry; refactoring Solidity Smart Contracts to Protect Against Reentrancy Exploits; a Refactoring for Data Minimisation Using Formal Verification; software System Documentation: Coherent Description of Software System Properties; DIME Days (ISoLA 2022 Track Introduction); Evaluation of Graphical Modeling of CI/CD Workflows with Rig; towards Continuous Quality Control in the Context of Language-Driven Engineering; cinco Cloud: A Holistic Approach for Web-Based Language-Driven Engineering; models as Documents, Documents as Models; using Supplementary Properties to Reduce the Need for Documentation; pragmatics Twelve Years Later: A Report on Lingua Franca; assurance Provenance: The Next Challenge in Software Documentation; Formalization of the AADL Run-Time Services; executable Documentation: Test-First in Action; runtime Verification as Documentation; introduction.";Springer Science and Business Media Deutschland GmbH;Book Series;Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics);2022-01-01;https://api.elsevier.com/content/abstract/scopus_id/85142759479
45;Online validation of digital twins for manufacturing systems;Digital twins are considered among the most important technologies to optimize production systems and support decision making. To benefit from their functionalities, it is essential to guarantee a correct alignment between the physical system and the associated digital model, as well as to assess the validity of the digital model online. This operation should be conducted rapidly and with a small data set, especially in highly dynamic contexts. Further, the whole behaviour of a system may be of interest rather than the sole average performance. Traditional validation techniques are limited because of the restrictive assumptions and the need for large amounts of data. This work defines the problem of checking the validity of digital twins for production planning and control while the physical system is operating. A methodology describing the data and the types of validation is proposed including a set of techniques to be used at different levels of detail. The congruence between the physical system and the corresponding digital model is measured by treating data as sequences and measuring their similarity level with digitally-produced data by exploiting a proper comparison technique. The numerical experiments show the potential of the proposed approach and its applicability in realistic settings.;Elsevier B.V.;Journal;Computers in Industry;2023-09-01;https://api.elsevier.com/content/abstract/scopus_id/85163280370
46;Modeling and Synchronizing Digital Twin Environments;A digital twin is a virtual replica of a system defined at a certain level of fidelity and synchronized to a specific frequency. Digital twins are often used to replicate physical systems whose simulations are computationally expensive. If modeling the environment of any system is generally difficult, the problem is even harder in the case of digital twins, since the model of their environment must be synchronized with that of the physical system too. In this paper, we show how the environment of a digital twin can be effectively modeled and kept in sync with the real one, by adding digital proxies of the relevant elements of the environment to the models of the digital twin elements, and connecting them using the same synchronization mechanisms used by the twins. We demonstrate our approach with a case study of a smart room with sensors, using high-level software models.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings of the 2023 Annual Modeling and Simulation Conference, ANNSIM 2023;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85165506827
47;Examining Model Qualities and Their Impact on Digital Twins;Digital Twins (DTs) are built using modelling and simulation techniques in complex domains such as cyberphysical systems. However, further formal investigation is required for how a DT and the services it provides relate to the qualities of the models used by a service. Specifically, this article examines when a DT service can be said to have the qualities of relevant, verifiable, substitutable, and faithful based on the results of checking properties in comparison to the actual system. Using an incubator system as our running example, we show how a DT service relies on multiple models, present the consequences when these qualities are violated, and discuss strategies for adapting models to ensure these qualities.;Institute of Electrical and Electronics Engineers Inc.;Conference Proceeding;Proceedings of the 2023 Annual Modeling and Simulation Conference, ANNSIM 2023;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85165457165
48;Author Correction: Bio-fabrication of silver nanoparticles by phycocyanin, characterization, in vitro anticancer activity against breast cancer cell line and in vivo cytotxicity (Scientific Reports, (2017), 7, 1, (10844), 10.1038/s41598-017-11121-3);This Article contains an error in Figure 13, where the image of the cells treated with 5-FU (top left) is incorrect. The correct Figure 13 and accompanying legend appear below.;Nature Research;Journal;Scientific Reports;2022-12-01;https://api.elsevier.com/content/abstract/scopus_id/85124312755
49;Reasoning over time into models with DataTime;Models at runtime have been initially investigated for adaptive systems. Models are used as a reflective layer of the current state of the system to support the implementation of a feedback loop. More recently, models at runtime have also been identified as key for supporting the development of full-fledged digital twins. However, this use of models at runtime raises new challenges, such as the ability to seamlessly interact with the past, present, and future states of the system. In this paper, we propose a framework called DataTime to implement models at runtime which capture the state of the system according to the dimensions of both time and space, here modeled as a directed graph where both nodes and edges bear local states (i.e., values of properties of interest). DataTime offers a unifying interface to query the past, present, and future (predicted) states of the system. This unifying interface provides (i) an optimized structure of the time series that capture the past states of the system, possibly evolving over time, (ii) the ability to get the last available value provided by the system’s sensors, and (iii) a continuous micro-learning over graph edges of a predictive model to make it possible to query future states, either locally or more globally, thanks to a composition law. The framework has been developed and evaluated in the context of the Intelligent Public Transportation Systems of the city of Rennes (France). This experimentation has demonstrated how DataTime can be used for managing data from the past, the present, and the future and facilitate the development of digital twins.;Springer Science and Business Media Deutschland GmbH;Journal;Software and Systems Modeling;2023-01-01;https://api.elsevier.com/content/abstract/scopus_id/85145994488
50;Impact of Digital Twins and Metaverse on Cities: History, Current Situation, and Application Perspectives;To promote the expansion and adoption of Digital Twins (DTs) in Smart Cities (SCs), a detailed review of the impact of DTs and digitalization on cities is made to assess the progression of cities and standardization of their management mode. Combined with the technical elements of DTs, the coupling effect of DTs technology and urban construction and the internal logic of DTs technology embedded in urban construction are discussed. Relevant literature covering the full range of DTs technologies and their applications is collected, evaluated, and collated, relevant studies are concatenated, and relevant accepted conclusions are summarized by modules. First, the historical process and construction content of a Digital City (DC) under modern demand are analyzed, and the main ideas of a DC design and construction are discussed in combination with the key technology of DTs. Then, the metaverse is the product of the combination of various technologies in different scenes. It is a key component to promote the integration of the real world and the digital world and can provide more advanced technical support in the construction of the DC. DTs urban technology architecture is composed of an infrastructure terminal information center terminal and application server end. Urban intelligent management is realized through physical urban data collection, transmission, processing, and digital urban visualization. The construction of DTs urban platform can improve the city’s perception and decision-making ability and bring a broader vision for future planning and progression. The interactive experience of the virtual world covered by the metaverse can effectively support and promote the integration of the virtual and real, and will also greatly promote the construction of SCs. In summary, this work is of important reference value for the overall development and practical adoption of DTs cities, which improves the overall operation efficiency and the governance level of cities.;MDPI;Journal;Applied Sciences (Switzerland);2022-12-01;https://api.elsevier.com/content/abstract/scopus_id/85144892514
51;KSPMI: A Knowledge-based System for Predictive Maintenance in Industry 4.0;In the context of Industry 4.0, smart factories use advanced sensing and data analytic technologies to understand and monitor the manufacturing processes. To enhance production efficiency and reliability, statistical Artificial Intelligence (AI) technologies such as machine learning and data mining are used to detect and predict potential anomalies within manufacturing processes. However, due to the heterogeneous nature of industrial data, sometimes the knowledge extracted from industrial data is presented in a complex structure. This brings the semantic gap issue which stands for the lack of interoperability among different manufacturing systems. Furthermore, as the Cyber-Physical Systems (CPS) are becoming more knowledge-intensive, uniform knowledge representation of physical resources and real-time reasoning capabilities for analytic tasks are needed to automate the decision-making processes for these systems. These requirements highlight the potential of using symbolic AI for predictive maintenance. To automate and facilitate predictive analytics in Industry 4.0, in this paper, we present a novel Knowledge-based System for Predictive Maintenance in Industry 4.0 (KSPMI). KSPMI is developed based on a novel hybrid approach that leverages both statistical and symbolic AI technologies. The hybrid approach involves using statistical AI technologies such as machine learning and chronicle mining (a special type of sequential pattern mining approach) to extract machine degradation models from industrial data. On the other hand, symbolic AI technologies, especially domain ontologies and logic rules, will use the extracted chronicle patterns to query and reason on system input data with rich domain and contextual knowledge. This hybrid approach uses Semantic Web Rule Language (SWRL) rules generated from chronicle patterns together with domain ontologies to perform ontology reasoning, which enables the automatic detection of machinery anomalies and the prediction of future events’ occurrence. KSPMI is evaluated and tested on both real-world and synthetic data sets.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2022-04-01;https://api.elsevier.com/content/abstract/scopus_id/85118864321
52;Multi-agent deep reinforcement learning based Predictive Maintenance on parallel machines;In the context of Industry 4.0, companies understand the advantages of performing Predictive Maintenance (PdM). However, when moving towards PdM, several considerations must be carefully examined. First, they need to have a sufficient number of production machines and relative fault data to generate maintenance predictions. Second, they need to adopt the right maintenance approach, which, ideally, should self-adapt to the machinery, priorities of the organization, technician skills, but also to be able to deal with uncertainty. Reinforcement learning (RL) is envisioned as a key technique in this regard due to its inherent ability to learn by interacting through trials and errors, but very few RL-based maintenance frameworks have been proposed so far in the literature, or are limited in several respects. This paper proposes a new multi-agent approach that learns a maintenance policy performed by technicians, under the uncertainty of multiple machine failures. This approach comprises RL agents that partially observe the state of each machine to coordinate the decision-making in maintenance scheduling, resulting in the dynamic assignment of maintenance tasks to technicians (with different skills) over a set of machines. Experimental evaluation shows that our RL-based maintenance policy outperforms traditional maintenance policies (incl., corrective and preventive ones) in terms of failure prevention and downtime, improving by ≈75% the overall performance.;Elsevier Ltd;Journal;Robotics and Computer-Integrated Manufacturing;2022-12-01;https://api.elsevier.com/content/abstract/scopus_id/85133894027
