"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Toward a Symbiotic Approach Leveraging Generative AI for Model Driven Engineering","V. Kulkarni; S. Reddy; S. Barat; J. Dutta","Research & Innovation Tata Consultancy Services, Pune, India; Research & Innovation Tata Consultancy Services, Pune, India; Research & Innovation Tata Consultancy Services, Pune, India; Research & Innovation Tata Consultancy Services, Pune, India",2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS),"12 Dec 2023","2023","","","184","193","Model Driven Engineering (MDE) proposes models as primary artefacts for analysis, simulation, software development etc. While MDE has delivered on the promise of enhanced productivity through automation, it continues to pose a significant entry barrier for domain experts who are typically not well-versed with MDE technology. With modelling gaining traction for analysis-heavy use cases like decision-making and regulatory compliance where domain experts play a central role, this barrier is beginning to hurt even more. We posit that Generative AI techniques can significantly lower this barrier by enabling domain experts to construct purposive models by operating at natural language level. This requires domain experts to interact with Generative AI tools using the right purpose-specific contextual prompts. We propose a model-driven approach where purposive meta models guide the interactions between domain expert and Generative AI to generate such prompts. The proposed approach helps in overcoming some of the limitations of Generative AI such as missing local context, limited context window size, attention fading etc. Industry scale models are typically large, necessitating a team of experts to work in a coordinated manner which requires sharing of outputs and persistence across sessions. Our approach brings together MDE and Generative AI in a symbiotic relationship complimenting respective strengths and overcoming limitations. We have validated this approach for development of digital twin based applications and early results are encouraging.","","979-8-3503-2480-8","10.1109/MODELS58315.2023.00039","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343767","MDE;Generative AI;Modelling;Simulation;Prompt engineering","Symbiosis;Productivity;Industries;Fading channels;Analytical models;Natural languages;Model driven engineering","","","","15","IEEE","12 Dec 2023","","","IEEE","IEEE Conferences"
"Digital Twins for Cyber-Biophysical Systems: Challenges and Lessons Learned","I. David; P. Archambault; Q. Wolak; C. V. Vu; T. Lalonde; K. Riaz; E. Syriani; H. Sahraoui","DIRO, Université de Montréal, Canada; DIRO, Université de Montréal, Canada; DIRO, Université de Montréal, Canada; DIRO, Université de Montréal, Canada; Ferme d’Hiver Technologies, Canada; Ferme d’Hiver Technologies, Canada; DIRO, Université de Montréal, Canada; DIRO, Université de Montréal, Canada",2023 ACM/IEEE 26th International Conference on Model Driven Engineering Languages and Systems (MODELS),"12 Dec 2023","2023","","","1","12","Digital twinning is gaining popularity in domains outside of traditional engineered systems, including cyber-physical systems (CPS) with biological modalities, or cyber-biophysical systems (CBPS) in short. While digital twinning has well-established practices in CPS settings, it raises special challenges in the context of CBPS. In this paper, we identify such challenges and lessons learned through an industry case of a digital twin for CBPS in controlled environment agriculture.","","979-8-3503-2480-8","10.1109/MODELS58315.2023.00014","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10343989","controlled environment agriculture;industry;model-driven;report;simulation","Digital transformation;Data integrity;Companies;Biology;Agriculture;Digital twins;Safety","","5","","74","IEEE","12 Dec 2023","","","IEEE","IEEE Conferences"
"Concept of a Modular and System Model Driven Digital Twin for Engineering Education","F. Wilking; M. Behringer; M. Fett; S. Goetz; E. Kirchner; S. Wartzack","Engineering Design, Friedrich-Alexander-Universität Erlangen - Nürnberg, Erlangen, Germany; Engineering Design, Friedrich-Alexander-Universität Erlangen - Nürnberg, Erlangen, Germany; Institute for Product Development and Machine Elements, Technical University Darmstadt, Darmstadt, Germany; Engineering Design, Friedrich-Alexander-Universität Erlangen - Nürnberg, Erlangen, Germany; Institute for Product Development and Machine Elements, Technical University Darmstadt, Darmstadt, Germany; Engineering Design, Friedrich-Alexander-Universität Erlangen - Nürnberg, Erlangen, Germany",2023 18th Annual System of Systems Engineering Conference (SoSe),"17 Jul 2023","2023","","","1","7","Driven by the opportunities for condition monitoring and new business models, Digital Twins have become a popular topic within research and industrial application over the last years. Therefore, universities must integrate the development of Digital Twins into their educational program to enable future engineers to overcome the challenges concomitant with Digital Twins. While a theoretical basis for Digital Twins is crucial e.g., hardware-software integration, Internet of Things (IoT) or simulation models, a practical combination of these heterogeneous components is also necessary to introduce the Digital Twin as a whole concept. With Model-Based Systems Engineering (MBSE) an approach was introduced to grasp complexity by using system models e.g., through SysML diagrams. Digital Twins are an example for advanced systems shaped by high complexity. The usage of system models is therefore likely. With this contribution, a concept is presented to combine system models and Digital Twins to create a prototype for academic education and the conduction of student projects.","2835-3161","979-8-3503-2723-6","10.1109/SoSE59841.2023.10178517","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10178517","Digital Twin;MBSE;Systems Engineering;System Model;SysML","Condition monitoring;Educational programs;Prototypes;Digital twins;Complexity theory;Internet of Things;Modeling","","1","","32","IEEE","17 Jul 2023","","","IEEE","IEEE Conferences"
"Multisource Model-Driven Digital Twin System of Robotic Assembly","X. Li; B. He; Y. Zhou; G. Li","College of Electronics & Information Engineering, Tongji University, Shanghai, China; College of Electronics & Information Engineering, Tongji University, Shanghai, China; College of Electronics & Information Engineering, Tongji University, Shanghai, China; College of Electronics & Information Engineering, Tongji University, Shanghai, China",IEEE Systems Journal,"9 Mar 2021","2021","15","1","114","123","The digital twin technology effectively fuels improvements in the quality and efficiency of robotic assembly, especially for sophisticated processes. High-quality digitalization requires a comprehensive description and real-time rendering of system, which are challenging. This article aims to demonstrate a novel multisource model-driven digital twin system, which is based on the geometric, physics, and sequential rule descriptions for producing a precise and real-time simulation of a robotic assembly system. In our system, the digital counterpart rendered with virtual reality technology is created and updated by the real environment information. A 3-D graphic model is reconstructed first using the geometric information of surroundings captured by the depth sensor. During interaction, a fast and efficient approach is proposed to generate the contact force and render the object deformation in the virtual environment. The virtual space also provides the sequential rule that is based on the danger field, which helps to constrain the operation of digital twin. At last, the experimental platform is established in which the virtual space is at an update rate of 100 Hz, while the automatic sorting task is performed and verified; the results show the effectiveness and applicability of the method to digital twin system.","1937-9234","","10.1109/JSYST.2019.2958874","National Key Research and Development Program of China Stem Cell and Translational Research(grant numbers:2018YFB1305300); National Science Fund for Distinguished Young Scholars(grant numbers:61825303); National Natural Science Foundation of China(grant numbers:61801330); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8949714","Digital twin (DT) system;precise and real-time simulation;sequential rule model;3-D object deformation;virtual reality rendering","Solid modeling;Three-dimensional displays;Robot sensing systems;Manipulators;Robot kinematics;Robotic assembly","","46","","35","IEEE","3 Jan 2020","","","IEEE","IEEE Journals"
"Using UML and OCL Models to Realize High-Level Digital Twins","P. Muñoz; J. Troya; A. Vallecillo","ITIS Software. Universidad de Málaga, Spain; ITIS Software. Universidad de Málaga, Spain; ITIS Software. Universidad de Málaga, Spain",2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"20 Dec 2021","2021","","","212","220","Digital twins constitute virtual representations of physically existing systems. However, their inherent complexity makes them difficult to develop and prove correct. In this paper we explore the use of UML and OCL, complemented with an executable language, SOIL, to build and test digital twins at a high level of abstraction. We also show how to realize the bidirectional connection between the UML models of the digital twin in the USE tool with the physical twin, using an architectural framework centered on a data lake. We have built a prototype of the framework to demonstrate our ideas, and validated it by developing a digital twin of a Lego Mindstorms car. The results allow us to show some interesting advantages of using high-level UML models to specify virtual twins, such as simulation, property checking and some other types of tests.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643725","Model-based Software Engineering;Model-based Testing;Digital Twins;UML;OCL;USE","Digital twin;Unified modeling language;Soil;Big Data applications;Software;Proposals;Synchronization","","13","","35","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Digital Twin of an Electrical Motor Based on Empirical Performance Model","A. Rassõlkin; V. Rjabtšikov; T. Vaimann; A. Kallaste; V. Kuts; A. Partyshev","Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia",2020 XI International Conference on Electrical Power Drive Systems (ICEPDS),"12 Nov 2020","2020","","","1","4","The concept of Digital Twin is creating and maintaining a digital representation of the real physical entity and supporting its performance utilizing simulation and optimization tools, which are fed with real data. Development and implementation of Digital Twin technology is a hot topic in many industry-oriented research projects. However, more detailed studies are needed on design methods for Digital Twins, which allows full synchronization and connectivity between virtual and real environments. This paper presents a development case study of Digital Twin for an electric motor based on an empirical performance model. The paper discusses the way how the data required for the Digital Twin were obtained and present a detailed structural description of the virtual entity. Unity3D is used for physics simulations and visualization of the Digital Twin, because of simple accessible and meticulously detailed documentation highly useful for rapid prototyping in early stages.","","978-1-7281-6538-7","10.1109/ICEPDS47235.2020.9249366","Estonian Research Council(grant numbers:PSG453); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9249366","Motor drives;Model-driven development;Industry applications","Performance evaluation;Digital twin;Digital representation;Tools;Synchronization;Optimization;Electric motors","","20","","12","IEEE","12 Nov 2020","","","IEEE","IEEE Conferences"
"Twin Process Model Driven Machining Quality Optimization for Complex Parts","J. Li; G. Zhou; C. Zhang","School of Mechanical Engineering, Xi’an Jiaotong University, Xi’an, China; School of Mechanical Engineering State Key Laboratory for Manufacturing Systems Engineering, Xi’an Jiaotong University, Xi’an, China; School of Mechanical Engineering State Key Laboratory for Manufacturing Systems Engineering, Xi’an Jiaotong University, Xi’an, China",2021 International Conference on Digital Society and Intelligent Systems (DSInS),"10 Jan 2022","2021","","","218","222","Machining process of complex parts is high-performance processing with equal emphasis on geometric accuracy and physical performance indicators, and its machining quality directly affects service performance. Process optimization based on digital twin is considered as an intelligent method to link machining process and process design, which is benefit to the scientific control of machining quality. This paper summarizes the evolution and development of process model and proposes twin process model, which could support the machining quality optimization of complex parts. What’s more, industrial application of twin process model is introduced through three steps, namely mapping relationship between machine operation data and instruction domain, simulation and monitoring of machining surface roughness, and optimization of machining parameter based on twin process model. Finally, the proposed twin process model could provide theoretical support for machining quality control.","","978-1-6654-0630-7","10.1109/DSInS54396.2021.9670612","National Natural Science Foundation of China; National Postdoctoral Program for Innovative Talents; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9670612","digital twin;process model;machining quality;optimization","Process control;Machining;Quality control;Data models;Surface roughness;Rough surfaces;Manufacturing","","1","","8","IEEE","10 Jan 2022","","","IEEE","IEEE Conferences"
"Dynamic Runtime Integration of New Models in Digital Twins","H. Ejersbo; K. Lausdahl; M. Frasheri; L. Esterle","Department of Electrical and Computer Engineering DIGIT, Aarhus University, Aarhus, Denmark; Department of Electrical and Computer Engineering DIGIT, Aarhus University, Aarhus, Denmark; Department of Electrical and Computer Engineering DIGIT, Aarhus University, Aarhus, Denmark; Department of Electrical and Computer Engineering DIGIT, Aarhus University, Aarhus, Denmark",2023 IEEE/ACM 18th Symposium on Software Engineering for Adaptive and Self-Managing Systems (SEAMS),"11 Jul 2023","2023","","","44","55","The development of cyber-physical systems is heavily relying on model-driven approaches. After deployment, these models can be utilised in a Digital Twin setting, acting as virtual replicas of the physical components and reflecting the behaviour of the running system in real-time. Complex systems often consist of numerous models interacting with each other and individual models may need to be updated after deployment. This means that new models need to be integrated and swapped during runtime without interrupting the running system. In this paper, we propose an approach for model-based Digital Twins to replace individual models without stopping or halting the operation of a cyber-physical system. Furthermore, our approach allows to replace not only individual models, but also update the overall structure of the interaction of models in the Digital Twin setting. The use of the proposed mechanism is illustrated through two case-studies with an agricultural robot prototype.","2157-2321","979-8-3503-1192-1","10.1109/SEAMS59076.2023.00016","ITEA; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10173959","Model Swap;Model-driven engineering;Co-simulation;Digital Twins;Functional Mock-up Interface","Adaptation models;Agricultural robots;Runtime;Adaptive systems;Autonomous systems;Prototypes;Real-time systems","","","","75","IEEE","11 Jul 2023","","","IEEE","IEEE Conferences"
"Digital Twins for Sustainable Software Systems","M. Heithoff; A. Hellwig; J. Michael; B. Rumpe","Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany",2023 IEEE/ACM 7th International Workshop on Green And Sustainable Software (GREENS),"26 Jul 2023","2023","","","19","23","Sustainable software systems aim to create resource-efficient software products and reduce the carbon impact of applications. Current approaches for sustainability assessment of software are either only focused on their operation or rely on methods in their engineering. More holistic approaches for sustainable software system spanning are missing. Thus, we are interested in the engineering of sustainable software systems together with the monitoring of their sustainability goals over their whole lifetime. Within this paper, we suggest using digital twins to accompany software systems in all life cycle phases with a specific focus on using model-driven engineering methods for the creation of applications. We can generate accompanying digital twins which share relevant models and data with the actual system and provide services for the assessment of sustainability indicators. In the long run, this provides us with better assessment options for software systems.","","979-8-3503-1238-6","10.1109/GREENS59328.2023.00010","Deutsche Forschungsgemeinschaft (DFG, German Research Foundation) under Germany's Excellence Strategy - EXC 2023Internet of Production(grant numbers:390621612); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10190835","Model-Driven Engineering;Digital Twins;Sustainable Software Systems","Conferences;Production;Maintenance engineering;Software systems;Data models;Model driven engineering;Digital twins","","7","","40","IEEE","26 Jul 2023","","","IEEE","IEEE Conferences"
"Interface Development for Digital Twin of an Electric Motor Based on Empirical Performance Model","A. Rassõlkin; V. Rjabtšikov; V. Kuts; T. Vaimann; A. Kallaste; B. Asad; A. Partyshev","Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Electrical Power Engineering and Mechatronics, Tallinn University of Technology, Tallinn, Estonia; Department of Mechanical and Industrial Engineering, Tallinn University of Technology, Tallinn, Estonia",IEEE Access,"11 Feb 2022","2022","10","","15635","15643","The concept of Digital Twin is creating and maintaining a digital representation of the real physical entity and supporting its performance utilizing simulation and optimization tools, which are fed with the real data obtained from the physical equipment. Development and implementation of the Digital Twin technology are one of the main challenges for today’s industry, more detailed studies are needed on design methods for Digital Twins. Besides using Digital Twin as a high-quality simulation, one of the commitments is monitoring and maintaining control of the whole system via a constant live link between virtual and physical entities. The related research study presents a detailed structural description of the developed Digital Twin virtual entity and the development of a framework that allows Robot Operating System (ROS) to securely communicate with remote Digital Twins via the Internet and harness ROS’s adaptability across vast distances and multiple systems. This paper is an extended version of the authors’ International Conference on Electrical Power Drive Systems (ICEPDS20) paper, in which we propose a development case study of Digital Twin for an electric motor based on an empirical performance model.","2169-3536","","10.1109/ACCESS.2022.3148708","Estonian Research Council through the Digital Twin for Propulsion Drive of an Autonomous Electric Vehicle(grant numbers:PSG453); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9701316","Motor drives;model-driven development;telemetry;digital twin","Bridges;Digital twin;Solid modeling;Induction motors;Servers;Data models;Linux","","18","","21","CCBY","1 Feb 2022","","","IEEE","IEEE Journals"
"Digital Twin-Based Multiple Access Optimization and Monitoring via Model-Driven Bayesian Learning","C. Ruah; O. Simeone; B. Al-Hashimi","Department of Engineering, King's College London, London, UK; Department of Engineering, King's College London, London, UK; Department of Engineering, King's College London, London, UK",ICC 2023 - IEEE International Conference on Communications,"23 Oct 2023","2023","","","3860","3865","Commonly adopted in the manufacturing and aerospace sectors, digital twin (DT) platforms are increasingly seen as a promising paradigm to control and monitor software-based, “open”, communication systems, which play the role of the physical twin (PT). In the general framework presented in this work, the DT builds a Bayesian model of the communication system, which is leveraged to enable core DT functionalities such as control via multi-agent reinforcement learning (MARL) and monitoring of the PT for anomaly detection. We specifically investigate the application of the proposed framework to a simple case-study system encompassing multiple sensing devices that report to a common receiver. The Bayesian model trained at the DT has the key advantage of capturing epistemic uncertainty regarding the communication system, e.g., regarding current traffic conditions, which arise from limited PT-to-DT data transfer. Experimental results validate the effectiveness of the proposed Bayesian framework as compared to standard frequentist model-based solutions.","1938-1883","978-1-5386-7462-8","10.1109/ICC45041.2023.10278727","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10278727","Digital Twin;6G;Reinforcement Learning;Bayesian Learning;Model-based Learning","Uncertainty;Communication systems;Reinforcement learning;Receivers;Data models;Bayes methods;Sensors","","4","","26","IEEE","23 Oct 2023","","","IEEE","IEEE Conferences"
"Interface Management with Closed-Loop Systems Engineering (CLOSE)","M. Di Maio; L. Atorf; U. Dahmen; M. Schluse; J. Rossmann; M. Hoppe; G. -D. Kapos","TH Ingolstadt, Germany; Institute for Man-Machine Interaction, RWTH Aachen University, Aachen, Germany; Institute for Man-Machine Interaction, RWTH Aachen University, Aachen, Germany; Institute for Man-Machine Interaction, RWTH Aachen University, Aachen, Germany; Institute for Man-Machine Interaction, RWTH Aachen University, Aachen, Germany; INTIS GmbH, Hamburg, Germany; Harokopio University, Athens, Greece",2018 IEEE International Systems Engineering Symposium (ISSE),"9 Apr 2020","2018","","","1","8","Interfaces (IF) and their Management (IFM) are a particular challenge in the successful development of complex products and products operating in a complex environment. In Closed-Loop Systems Engineering (CLOSE) IFM is fully integrated into its Model-Driven Engineering Process (MDEP). CLOSE provides fully automated IF modelling, traceable IF history, an efficient handling of IF negotiations and the effective de-coupling of interfacing systems. Especially in combination with CLOSE's Experimentable Digital Twins (EDTs), IFM becomes a vital resource for the development process, rather than the parallel process it so often is today, supporting early variant evaluation, balance checks and impact analysis, which makes it a central asset for developing better products. This paper describes IFM in CLOSE and illustrates it with a case study of a Martian robot for autonomous scientific missions.","","978-1-5386-4446-1","10.1109/ISSE43632.2018.9058620","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9058620","Systems Engineering;Experimentable Digital Twin;Interface Management;Model-Driven Engineering;Variant Evaluation","System analysis and design;Data models;Analytical models;Closed loop systems;Model driven engineering;Complexity theory","","2","","","IEEE","9 Apr 2020","","","IEEE","IEEE Conferences"
"Developing a Physical and Digital Twin: An Example Process Model","H. Feng; C. Gomes; M. Sandberg; C. Thule; K. Lausdahl; P. G. Larsen","Department of Electrical and Computer Engineering, DIGIT, Aarhus University Åbogade 34, Aarhus N, Denmark; Department of Electrical and Computer Engineering, DIGIT, Aarhus University Åbogade 34, Aarhus N, Denmark; Department of Electrical and Computer Engineering, DIGIT, Aarhus University Åbogade 34, Aarhus N, Denmark; Department of Electrical and Computer Engineering, DIGIT, Aarhus University Åbogade 34, Aarhus N, Denmark; Department of Electrical and Computer Engineering, DIGIT, Aarhus University Åbogade 34, Aarhus N, Denmark; Department of Electrical and Computer Engineering, DIGIT, Aarhus University Åbogade 34, Aarhus N, Denmark",2021 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"20 Dec 2021","2021","","","286","295","As a result of the fast development of technologies and diversity of requirements, complexity exists not only in a system itself but also in the development process and environment. The complexity in the development process comes from specialization and concurrency, and a Digital Twin (DT) has the potential to mitigate these issues. We hope, during the process of building a DT, the accidental complexity can be minimized by application of model-based systems engineering and the Multi-Paradigm Modeling (MPM). In this paper, we give an example of the process of building a DT combined with a process model. Our long term goal is to model the development of various DTs to identify the commonalities and variations across multiple DTs.","","978-1-6654-2484-4","10.1109/MODELS-C53483.2021.00050","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9643681","development process;digital twin;multi-paradigm modeling;process model;cyber-physical systems","Temperature measurement;Concurrent computing;Temperature distribution;Digital twin;Buildings;Process control;Time measurement","","3","","36","IEEE","20 Dec 2021","","","IEEE","IEEE Conferences"
"Fault Diagnosis and Task Evaluation of Satellite Power subsystem Based on Digital Twin Modeling and Simulation","Z. Li; L. Liu; B. Sun; L. Zhang","Beijing Institute of Spacecraft System Engineering, Beijing Institute of Spacecraft System Engineering, Beijing, China; Beijing Institute of Spacecraft System Engineering, Beijing Institute of Spacecraft System Engineering, Beijing, China; School of Information Science and Engineering, Shenyang Ligong University, Beijing, China; Beijing Institute of Spacecraft System Engineering, Beijing Institute of Spacecraft System Engineering, Beijing, China","2023 CAA Symposium on Fault Detection, Supervision and Safety for Technical Processes (SAFEPROCESS)","3 Nov 2023","2023","","","1","6","Aiming at the problem of satellite power subsystem supply capacity imbalance caused by complex operating conditions, device faults or performance degradation during satellite on-orbit tasks, which is difficult to evaluate, a satellite power subsystem task capability evaluation method based on digital companion flight is proposed. By monitoring the consistency of digital companion flight telemetry and on-orbit actual telemtry to monitoring the occurrence of faults, and subsequently initiate model driven inference for fault diagnosis. Finally, using the simulation analysis of the digital twin model under faults, the task capability of the satellite power subsystem can be estimated before the satellite actually turns on certain power loads, so as to avoid the unexpected failure of the satellite payload task and the serious consequences of system damage. The effectiveness of the fault diagnosis and task evaluation method is verified by experiments based on actual telemetry data.","","979-8-3503-3775-4","10.1109/SAFEPROCESS58597.2023.10295826","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10295826","satellite;power subsystem;digital twins;fault diagnosis;task evaluation","Fault diagnosis;Performance evaluation;Satellites;Data models;Digital twins;Safety;Telemetry","","","","14","IEEE","3 Nov 2023","","","IEEE","IEEE Conferences"
"Research on Digital Twin Technology of Small Hydraulic System","L. Wang; B. Li; K. Zhang; K. Wang; H. HAO; J. Huang","College of Mechanical and Vehicle Engineering, Taiyuan University of Technology, Tai yuan, China; Taiyuan Satellite Launch Center, Taiyuan Satellite Launch Center, Tai yuan, China; College of Mechanical and Vehicle Engineering, Taiyuan University of Technology, Tai yuan, China; College of Mechanical and Vehicle Engineering, Taiyuan University of Technology, Tai yuan, China; College of Mechanical and Vehicle Engineering, Taiyuan University of Technology, Tai yuan, China; College of Mechanical and Vehicle Engineering, Taiyuan University of Technology, Tai yuan, China",2023 9th International Conference on Fluid Power and Mechatronics (FPM),"25 Jun 2024","2023","","","1","9","The hydraulic system is a common energy transmission and control system in the engineering field. It plays an important role in the fields of national economy and military industry, and has broad application prospects. The realization of intelligent operation and maintenance of hydraulic systems has become an important development direction in the industrial field. This study takes the small hydraulic system built in the laboratory as the research object, aiming at the problems of low twin model accuracy and insufficient generalization ability in the process of applying digital twin technology to realize intelligent operation and maintenance of the hydraulic system, the Kalman filter algorithm is used to build a high-fidelity hydraulic system digital twin model driven by a combination of mechanism and data, and the theoretically derived value of the mechanism simulation model is corrected through the data-driven results, and the Kalman filter algorithm is improved to make the twin model have higher accuracy and generalization ability. Finally, the twin model, expert system and visual interface are integrated to build an intelligent operation and maintenance platform for small hydraulic systems, which solves the technical problems of real-time evaluation of hydraulic system status and intelligent fault diagnosis, etc. and lays a foundation for the engineering of intelligent operation and maintenance mode of hydraulic system.","","979-8-3503-0494-7","10.1109/FPM57590.2023.10565471","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10565471","hydraulic system;digital twin;Kalman filter algorithm;intelligent operation and maintenance","Adaptation models;Visualization;Accuracy;Mechatronics;Hydraulic systems;Data models;Real-time systems","","","","11","IEEE","25 Jun 2024","","","IEEE","IEEE Conferences"
"Research on Modeling Method of System Reliability Digital Twin","H. Yang; Z. Lai; Y. Liu; N. Hu; B. Diao; Y. Pan",China Electronic Product Reliability and Environmental Testing Research Institute (CEPREI); China Electronic Product Reliability and Environmental Testing Research Institute (CEPREI); China Electronic Product Reliability and Environmental Testing Research Institute (CEPREI); China Electronic Product Reliability and Environmental Testing Research Institute (CEPREI); China Electronic Product Reliability and Environmental Testing Research Institute (CEPREI); China Electronic Product Reliability and Environmental Testing Research Institute (CEPREI),"2021 2nd International Conference on Electronics, Communications and Information Technology (CECIT)","1 Apr 2022","2021","","","1005","1013","In view of the problems existing in the current product development, such as poor coordination of system Reliability work, lack of effective model representation methods and supporting data, combined with the advantages of digital twin in model-driven and data-driven integration, and the requirements of Reliability integrated design, an system reliability digital twin model construction method is proposed, combines Reliability and functional characteristics elements. The concept of Reliability digital twin is defined, and the relationship between Reliability digital twin and MBSE-based Reliability is analyzed. Based on this, the construction process of product system Reliability digital twin model is given, the objects, basic models and data of relevant stages in the process are defined, and the construction idea and related basic models representation methods of system Reliability digital twin model are put forward. Finally, a case study of the power subsystem of a communication system is carried out, which lays an important foundation for the realization of forward design of product reliability based on digital twin.","","978-1-6654-3757-8","10.1109/CECIT53797.2021.00179","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9742014","Reliability digital twin;MBSE-based reliability;digital twin model;modeling method","Analytical models;Communication systems;Digital twin;Integrated design;Reliability engineering;Data models;Product development","","2","","21","IEEE","1 Apr 2022","","","IEEE","IEEE Conferences"
"Model-Based DevOps: Foundations and Challenges","B. Combemale; J. -M. Jézéquel; Q. Perez; D. Vojtisek; N. Jansen; J. Michael; F. Rademacher; B. Rumpe; A. Wortmann; J. Zhang","University of Rennes 1, Rennes, France; University of Rennes 1, Rennes, France; University of Rennes 1, Rennes, France; University of Rennes 1, Rennes, France; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Software Engineering, RWTH Aachen University, Aachen, Germany; Institute for Control Engineering of Machine Tools and Manufacturing Units (ISW), University of Stuttgart, Stuttgart, Germany; Institute for Control Engineering of Machine Tools and Manufacturing Units (ISW), University of Stuttgart, Stuttgart, Germany",2023 ACM/IEEE International Conference on Model Driven Engineering Languages and Systems Companion (MODELS-C),"22 Dec 2023","2023","","","429","433","Time-to-market and continuous improvement are key success indicators to deliver for Industry 4.0 Cyber-Physical Systems (CPSs). There is thus a growing interest in adapting DevOps approaches coming from software systems to CPSs. However, CPSs are made not only of software but also of physical parts that need to be monitored at runtime. In this paper, we claim that Model-Driven Engineering can facilitate DevOps for CPSs by automatically connecting a CPS design model to its runtime monitoring, in the form of a digital twin.","","979-8-3503-2498-3","10.1109/MODELS-C59198.2023.00076","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10350755","DevOps;digital twins;evolution of engineering models;models at runtime;self-adaptation;model-based software engineering","Adaptation models;Runtime;Software systems;Model driven engineering;Fourth Industrial Revolution;Digital twins;Monitoring","","","","28","IEEE","22 Dec 2023","","","IEEE","IEEE Conferences"
